desc,gpt4
atrial fibrillation,0.2
other pulmonary inflamation or edema,0.25
edema,0.25
chronic pericarditis,0.1
symptoms involving skin and other integumentary tissue,0.05
"pulmonary embolism and infarction, acute",0.1
diffuse diseases of connective tissue,0.25
central/nonobstroctive sleep apnea,0.25
circumscribed scleroderma,0.1
cardiac dysrhythmias,0.25
"respiratory failure, insufficiency, arrest",0.25
pericarditis,0.1
pleurisy; pleural effusion,0.1
respiratory failure,0.65
secondary/extrinsic cardiomyopathies,0.2
other acute and subacute forms of ischemic heart disease,0.1
sleep apnea,0.2
shock,0.1
chronic airway obstruction,0.2
cardiogenic shock,0.25
alkalosis,0.1
obstructive sleep apnea,0.25
hemoptysis,0.3
chronic bronchitis,0.2
obstructive chronic bronchitis,0.1
abnormal sputum,0.1
"chronic kidney disease, stage iii",0.05
pneumoconiosis,0.1
heart valve replaced,0.1
unspecified diffuse connective tissue disease,0.25
disease of capillaries,0.2
carditis,0.1
international normalized ratio,0.1
aortic valve disease,0.2
bundle branch block,0.1
right bundle branch block,0.2
"chronic kidney disease, stage iv",0.1
encounter for long-term (current) use of anticoagulants,0.65
other cardiomyopathy,0.25
cardiac conduction disorders,0.2
nintedanib,0.25
antisynthetase antibody,0.1
bosentan_125mg_tablet,0.85
ribonucleic acid polymerase iii,0.0
rna polymerase iii,0.0
drug unknown,0.1
pm-1 ab,0.0
dextrose5%/water500ml(ids),0.0
luminex antibody complement component 1q binding assay,0.05
card cath cooximetry (poc),0.25
bosentan_62.5mg_tablet,0.85
empty viaflex container,0.0
quantitative precipitin reaction antibody dithiothreitol,0.05
respiratory abnormalities,0.5
contact with and (suspected) exposure to mold,0.05
thrombin time quantitative platelet receptor assay dithiothreitol,0.05
milrinone20mg/d5w100mlpremix(cabinetuseonl,0.75
quantitative precipitin reaction antibody no dithiothreitol,0.05
consult / referral to pulmonary hypertension,1.0
clofazimine,0.05
thrombin time quantitative platelet reactivity assay no dithiothreitol,0.05
catheterization laboratory sample site,0.1
"pro bnp, n-terminal",0.2
captopril,0.25
nesiritide,0.3
=pancuronium,0.0
nocharge,0.0
myositis panel,0.05
ku ab,0.0
oj ab,0.0
pl-7 ab,0.0
pl-12 ab,0.0
ej ab,0.0
signal recognition particle (srp) ab,0.05
mi-2 ab,0.05
"3-hydroxy-cotinine, urine",0.05
bacterial identification sequencing,0.05
bacterial strain id sequencing,0.0
"human leukocyte antigen drb3,4,5 molecular",0.05
diseases due to other mycobacteria,0.05
converted human leukocyte antigen dq,0.0
"converted human leukocyte antigen dr51,52,53",0.0
converted human leukocyte antigen d related,0.05
anti-cyclic citrullinated peptide,0.05
selexipag,1.0
carbon monoxide &&,0.1
converted human leukocyte antigen c,0.0
converted human leukocyte antigen b,0.0
converted human leukocyte antigen a,0.05
jo-1 antibody,0.1
amikacin,0.01
luminex antibody,0.05
"poisoning by water, mineral, and uric acid metabolism drugs",0.05
dobutamine1000mg/d5w250mlpremix(cabinetuseon,0.1
thrombotic risk screen,0.1
personal history of contact with and (suspected) exposure to asbestos,0.1
oxygen therapy,0.65
"aftercare following surgery of the respiratory system, nec",0.2
"galectin-3, serum",0.1
scl-70 extractable nuclear ab,0.05
jo-1 extractable nuclear ab,0.05
dry eyes,0.01
buffered_lidocaine_1%_11ml,0.0
inr within initial 90 days,0.05
ana pattern,0.05
coagulation factor x activity actual/normal,0.05
diaminopyrimidine-cycloserine resistance,0.0
i vite tabs,0.0
heparin,0.2
slide review,0.0
lower gastrointestinal x-ray,0.05
other intraocular therapeutic procedures,0.0
"injections and aspirations of muscles, tendons, bursa, joints and soft tissue",0.05
ct scan abdomen,0.05
other non-or therapeutic procedures on musculoskeletal system,0.0
arthroscopy,0.0
other therapeutic endocrine procedures,0.05
"repair of retinal tear, detachment",0.0
corneal transplant,0.0
other non-or therapeutic procedures on skin and breast,0.0
mastectomy,0.0
"treatment, fracture or dislocation of radius and ulna",0.0
mammography,0.0
"diagnostic procedures, male genital",0.0
"other therapeutic procedures on eyelids, conjunctiva, cornea",0.0
arthroplasty knee,0.0
other diagnostic ultrasound,0.1
procedures on the urethra,0.0
electrographic cardiac monitoring,0.2
"hysterectomy, abdominal and vaginal",0.0
other or therapeutic procedures on bone,0.0
other diagnostic procedures of urinary tract,0.0
breast biopsy and other diagnostic procedures on breast,0.0
"other non-or therapeutic procedures, female organs",0.05
skin graft,0.0
"debridement of wound, infection or burn",0.0
bunionectomy or repair of toe deformities,0.0
computerized axial tomography (ct) scan head,0.05
open prostatectomy,0.01
other ct scan,0.1
"treatment, fracture or dislocation of lower extremity (other than hip or femur)",0.0
intraoperative cholangiogram,0.0
"extracorporeal lithotripsy, urinary",0.0
cerebral arteriogram,0.05
"division of joint capsule, ligament or cartilage",0.0
arterio- or venogram (not heart and head),0.2
"other or therapeutic procedures, male genital",0.0
diagnostic ultrasound of urinary tract,0.0
arthroplasty other than hip or knee,0.0
electroencephalogram (eeg),0.05
ureteral catheterization,0.01
cardiac stress tests,0.25
spinal fusion,0.01
diagnostic endocrine procedures,0.05
other therapeutic procedures on muscles and tendons,0.05
other excision of cervix and uterus,0.0
other or therapeutic procedures on joints,0.0
nephrotomy and nephrostomy,0.0
other or therapeutic procedures on musculoskeletal system,0.0
"other diagnostic procedures, female organs",0.05
"lumpectomy, quadrantectomy of breast",0.0
other non-or therapeutic procedures of urinary tract,0.0
"incision and drainage, skin and subcutaneous tissue",0.0
"other or therapeutic procedures, female organs",0.05
suture of skin and subcutaneous tissue,0.0
destruction of lesion of retina and choroid,0.0
partial excision bone,0.0
other diagnostic procedures on skin and subcutaneous tissue,0.0
transurethral resection of prostate (turp),0.05
other or therapeutic procedures on skin and breast,0.0
"treatment, facial fracture or dislocation",0.0
ct scan chest,0.2
genitourinary incontinence procedures,0.05
diagnostic procedures on eye,0.0
"treatment, fracture or dislocation of hip and femur",0.0
myelogram,0.05
circumcision,0.0
routine chest x-ray,0.2
other fracture and dislocation procedure,0.05
upper gastrointestinal x-ray,0.05
"transurethral excision, drainage, or removal urinary obstruction",0.0
intravenous pyelogram,0.0
lens and cataract procedures,0.0
contrast aortogram,0.1
"other non-or therapeutic procedures, male genital",0.0
contrast arteriogram of femoral and lower extremity arteries,0.05
excision of semilunar cartilage of knee,0.0
diagnostic ultrasound of head and neck,0.05
indwelling catheter,0.1
diagnostic ultrasound of gastrointestinal tract,0.0
"hip replacement, total and partial",0.0
diagnostic ultrasound of abdomen or retroperitoneum,0.05
"oophorectomy, unilateral and bilateral",0.0
magnetic resonance imaging,0.1
arthrocentesis,0.01
"insertion, replacement, or removal of extracranial ventricular shunt",0.05
"thyroidectomy, partial or complete",0.0
nonoperative urinary system measurements,0.0
amputation of lower extremity,0.0
electrocardiogram,0.2
other operations on fallopian tubes,0.0
other diagnostic procedures on musculoskeletal system,0.0
incision and excision of cns,0.0
endoscopy and endoscopic biopsy of the urinary tract,0.0
"nephrectomy, partial or complete",0.05
other or therapeutic procedures of urinary tract,0.0
glaucoma procedures,0.0
excision of skin lesion,0.0
"right heart and pulmonary artery pressure measurement and recording, without contrast injection, via transcutaneous venous approach",0.85
"imaging for interventional radiology or interventional cardiology procedure level 1, performed in an imaging room",0.1
riociguat,1.0
"measurement and recording of pulmonary and systemic intravascular pressures and arteriovenous differences in arterial oxygen content, at baseline and after administration of a vasodilator pharmacological agent, by transcutaneous vascular route.",0.85
"measurement of the lung transfer capacity for carbon monoxide [tlco] or another gas during breath-hold or steady state, during a pulmonary function test",0.3
"bosentan, 125 mg tablets",0.85
pulmonary capillary blood volume measurement by pulmonary transfer capacity measurements,0.65
"talmanco - tadalafil, 20 mg tablet",1.0
ventilation and perfusion lung scintigraphy,0.25
6-minute walk distance on flat ground with monitoring of oxygen saturation by transcutaneous measurement,0.75
"amrisentan, 10 mg tablet",0.85
adverse effect: appetite depressants [anorexigenic],0.1
check-up exam after chemotherapy for other conditions,0.05
measurement of lung volumes not mobilizable by dilution or washout of an indicator gas during a pulmonary function test,0.25
"bosentan, 62.5 mg tablets",0.85
"transthoracic echocardiography and doppler of the heart and intrathoracic vessels, with intravenous injection of ultrasound contrast agent not crossing the lung",0.85
blood gas analysis supplement during level 3 pulmonary function testing,0.25
"amrisentan, 5 mg tablet",0.85
deoxyhemoglobin,0.1
carboxyhemoglobin,0.1
"measurement of slow vital capacity and forced expiration, with arterial blood gasometry [standard spirometry with blood gas]",0.65
"arterial blood sampling with blood gas analysis and ph measurement, with hyperoxia test",0.25
anti-center right,0.0
tiotropium,0.2
"treprostinil, 50 mg/20 ml inj",1.0
"measurement of slow vital capacity and forced expiration, with measurement of mobilizable and non-mobilizable lung volumes by plethysmography",0.25
"sildenafil 20 mg (mysildecard), tablet",0.85
"treprostinil, 100 mg/20 ml inj",1.0
measured ca++,0.1
hct vfr.df bldv,0.0
hemoglobin,0.1
indacaterol,0.1
oxygen content,0.2
partial pressure of oxygen,0.1
partial pressure of carbon dioxide in tissues,0.1
ca++corrected/ph7.4,0.05
ph temp adj bldc,0.05
bicarbonates,0.1
patient temperature,0.0
"fluindione - previscan, 20 mg scored tablet",0.0
dependence on other machines and auxiliary equipment,0.1
complex quantification of a scintigraphic study other than thyroid gland examination or renal cortical scintigraphy,0.05
commentary,0.0
excess base ecf,0.1
pco2 bldcoa,0.05
ph bldcoa,0.1
oxyhemoglobin,0.1
potassium blda-scnc,0.0
po2 bldcoa,0.1
glucose bld-scnc,0.0
tissue oxygen partial pressure,0.1
measured hemoglobin,0.1
chlorine,0.0
o2 saturation measurement,0.25
lactate,0.05
ionized calcium,0.05
barometric pressure,0.05
glycopyrronium,0.1
6-minute walk distance on flat ground with monitoring of oxygen saturation by transcutaneous measurement and measurement of useful oxygen flow,0.75
pulmonary perfusion scintigraphy,0.25
glucose fpg,0.01
quantitative test for pharmacodynamic agents or allergen provocation test involving a measurement of the reactivity threshold,0.05
blood gas lactate,0.1
corrected ca++/ph 7.4,0.05
"coronary arteriography without left ventriculography, by transcutaneous arterial route",0.1
calculated o2 saturation,0.2
barometric press,0.05
"imaging for interventional radiology or interventional cardiology procedure level 19, performed in an imaging room",0.1
calculated hemoglobin,0.05
chronic venous hypertension,0.1
essential hypertension,0.2
hypertensive chronic kidney disease,0.1
hypercalciuria,0.05
adrenal hyperfunction,0.05
pituitary hyperfunction,0.05
cystic kidney disease,0.05
pleural fluid appearance,0.1
pulmonary embolism,0.2
pulmonary artery pressure diastolic,0.75
chronic laryngitis,0.05
megaloblastic anemia,0.05
hemodilution index,0.05
rheumatoid factor,0.05
hypertension with mcc,0.25
screening for hypertension,0.2
synoviopathy,0.05
observation for suspected cardiovascular disease,0.25
sensorineural hearing loss,0.05
dermatomyositis,0.05
congenital myopathy,0.1
arterial dissection,0.05
hypercalcemia,0.05
pregnancy induced hypertension panel,0.1
other dyschromia,0.0
nodular lymphoma,0.0
diabetisource,0.0
chronic inflammatory pelvic disease,0.0
Hyperchromia,0.05
diaphragmatic paralysis,0.1
acute pharyngitis,0.0
acute bronchospasm,0.1
renal osteodystrophy,0.05
testicular hypofunction,0.05
cerebrovascular disease,0.1
constitutional aplastic anemia,0.05
polycystic kidney disease,0.1
periapical abscess,0.0
disuse osteoporosis,0.05
adrenogenital disorders,0.05
guaiac gastric test,0.05
urinary tract infection screen,0.0
bronchiectasis,0.1
other specified peripheral vascular diseases,0.1
complex regional/central pain syndrome,0.0
other arthropathies,0.0
Tilapia IgE,0.05
myoneural disorders,0.05
angina pectoris,0.1
fibrosis-4 index,0.1
other complications of pregnancy nec,0.1
barbiturate urine test,0.05
renal dysplasia,0.05
cervical biopsy,0.0
carnosine random urine test,0.05
ovarian dysfunction,0.05
pre-operative cardiovascular examination,0.25
respiratory insufficiency,0.65
hypertension without mcc,0.25
renal failure with mcc,0.1
immature platelet fraction,0.05
ascorbic acid urine test,0.05
pleural fluid color,0.1
creatinine urine test,0.05
urinary fat bodies,0.0
postprocedural aspiration pneumonia,0.05
osteomyelitis,0.0
acquired coagulation factor deficiency,0.1
unspecified joint replacement,0.0
temporary ventricular sens,0.1
internal derangement of knee,0.0
acute osteomyelitis,0.0
pre-procedural laboratory examination,0.1
pcr corona test,0.0
acute inflammatory pelvic disease,0.0
hyperchylomicronemia,0.05
disorders of diaphragm,0.1
adrenal ab,0.05
acquired total absence of pancreas,0.0
neurofibromatosis,0.05
mupirocin topical,0.0
urinary obstruction,0.05
osteoporosis evaluation,0.05
pleural fluid cell count,0.1
cervicalgia,0.0
creatinine urine screen,0.05
random urine creatinine,0.05
24-hour urine collection,0.1
progressive myopia,0.01
atrophic gastritis,0.0
non-hodgkins lymphoma,0.0
vascular dementia,0.05
anemia of chronic disease,0.1
viral hepatitis a,0.0
pigmentary iris degeneration,0.05
viral hepatitis b,0.0
colorectal cancer,0.0
amblyopia,0.0
skin cancer,0.0
pyogenic arthritis,0.0
viral hepatitis c,0.05
cannabis use disorder,0.05
bipolar disorders,0.0
chronic pain syndrome,0.05
somatoform disorder,0.0
mepivacaine,0.0
cancer of connective tissue,0.05
multiple percutaneous intervertebral discography,0.0
thymidine phosphorylase interpretation,0.05
familial amyloidosis,0.1
eye care,0.0
castleman disease,0.05
hypermetropia,0.0
secondary malignant neoplasm,0.05
diabetes insipidus,0.05
abnormal mammogram,0.0
rigid bronchoscopy,0.1
geno papilloma,0.0
preleukemicmutres,0.0
neonatal bradycardia or tachycardia,0.1
Amyloid beta 42 peptide,0.05
other low back pain,0.0
acute appendicitis,0.0
galactose 1-phosphate,0.0
adult bone marrow igtcr,0.05
pca  dose units,0.05
glucose control,0.0
closed metatarsal fracture,0.0
sharp object assault - home,0.0
influenza virus a,0.0
tryptophan,0.01
speech therapy,0.05
Insulin human Ab,0.0
other diagnostic cardiovascular procedures,0.25
open new prescription,0.1
therapeutic radiology,0.05
magnesium,0.05
skintegrity,0.0
beta-hcg interpretation,0.05
renal failure with cc,0.1
rll lung sounds,0.1
other inflammatory spondylopathies,0.05
pyruvate,0.01
tpmt therapeutics,0.1
glutamine,0.05
portal hypertension,0.1
respiratory complications,0.65
traumatic arthropathy,0.0
propoxyphene hydrochloride,0.0
bleeding time,0.05
hepatitis b vaccine,0.0
collagen latency time,0.05
circulatory disease nec,0.2
vitamin b6,0.01
ventilator type,0.1
ingested glucose dose,0.01
monoscore,0.0
cramp of limb,0.05
amphetamines,0.05
adenosine diphosphate mean aggregation,0.1
transcutaneous spinal cord ultrasound,0.0
cancer of brain,0.0
bone marrow pathology,0.05
infantile cerebral palsy,0.01
hemoglobin f,0.05
associated medications,0.2
wheelchair,0.05
panniculitis,0.05
24 hr creatinine,0.05
vitamin c deficiencies,0.05
glutamate,0.0
activity intolerance  ncp - interventions,0.25
medical alert,0.0
oral care,0.05
gangrene,0.0
rheumatoid arthritis,0.1
hypertension,0.3
pressure control ventilation,0.1
hpa nomenclature,0.1
inspiratory pressure,0.1
continuous positive airway pressure,0.2
pleural fluid ph,0.1
cerebral perfusion pressure,0.1
positive expiratory pressure,0.1
continuous pulse ox,0.2
HPA panel,0.1
hpa pnl bld,0.1
pleural fluid-ph,0.1
"ph,prime",0.85
plateau pressure,0.1
hpe2,0.0
poc ph pleural fluid,0.2
ph cord artery,0.2
purge pressure,0.0
expiratory pressure,0.1
bio liquid ph,0.05
pneumonia,0.05
fluid ph,0.1
hpe1,0.0
proair,0.1
pressure support ventilation,0.2
plasma histamine,0.1
health care proxy,0.0
other ph,0.2
pt,0.0
inspiratory positive airway pressure,0.2
prothrombin time (pt),0.05
plasma adh,0.2
HPA-2,0.1
filter pressure,0.1
access pressure,0.1
hydrashift,0.0
hpn search,0.1
pcwp,0.2
pa catheter,0.7
hydroxyproline,0.1
paris pump,0.05
pump connect,0.05
HPA-1,0.0
"poc peep, arterial",0.2
coprescrip h,0.0
pressure drop,0.1
propass,0.0
intrapulmonary oxygen partial pressure,0.2
"ph, pleural fluid",0.1
hypertrophic cardiomyopathy,0.2
hyperventilation,0.1
hypertensive heart disease,0.25
post hematocrit,0.1
**hapt,0.0
peep,0.05
prorenal,0.05
pseudomonal pneumonia,0.05
hypotension,0.25
"poc ph, arterial",0.85
hpe3,0.0
pressure reducing device,0.2
ph-oxygenator,0.1
par-circulation,0.1
post-compression ai,0.05
cuff pressure,0.1
po2,0.1
pressure regulated volume control,0.1
high blood pressure information,0.25
pro-stat,0.0
ph (poct),0.1
intra cranial pressure,0.05
ca/p,0.0
blood pressure checks,0.1
pulse oximetry,0.2
return pressure,0.1
platelet aggregation collagen induced,0.05
primary open angle glaucoma,0.0
primary angle-closure glaucoma,0.0
positive end-expiratory pressure pulmonary,0.25
primary thrombocytopenia,0.05
primary hypercoagulable state,0.2
transpulmonary pressure (insp. hold),0.25
transpulmonary pressure (exp. hold),0.2
pulmonary artery pressure systolic,0.85
positive end-expiratory pressure,0.2
pulmonary artery pressure alarm - high,0.2
"intratracheal mechanical ventilation with positive end-expiratory pressure [peep] greater than 6 and/or fio2 greater than 60%, with alternating prone positioning technique over 24 hours",0.25
"pco2,prime",0.1
peripheral pulses (tandem heart),0.1
positive end-expiratory pressure high,0.2
"paroxysmal tachycardia, unspecified",0.1
peak insp. pressure,0.1
istat partial pressure of oxygen,0.1
par-respiration,0.1
pneumocystis pneumonia,0.05
hm ii- sys cont in prim mode,0.1
istat partial pressure of carbon dioxide,0.1
pre hematocrit,0.05
high sensitivity carbon dioxide,0.1
pulmonary artery unifocalization via thoracotomy with cardiopulmonary bypass,0.85
phar-t paris(1svin),0.0
continuous positive airway pressure (cpap) therapy,0.25
pulmonary exercise testing,0.3
interpretation of post-exercise pulmonary performance,0.65
total peep level,0.2
niv peep (cm h2o),0.25
prot coho primo m1,0.0
"therapeutic compression with inhalation of oxygen-enriched mixture or pure oxygen at an initial pressure equal to or greater than 280 kilopascals [kpa], lasting 7 hours or more",0.2
"therapeutic compression with inhalation of oxygen-enriched mixture or pure oxygen at an initial pressure equal to or greater than 280 kilopascals [kpa], lasting 1 to 3 hours",0.2
"therapeutic compression with inhalation of oxygen-enriched mixture or pure oxygen at an initial pressure equal to or greater than 280 kilopascals [kpa], lasting 3 to 7 hours",0.25
temporary atrial sens,0.1
prot phacinerta incl,0.0
solitary pulmonary nodule,0.05
base excess cord artery,0.05
phi,0.0
"hyperbaric oxygen therapy with inhalation of pure oxygen for a minimum duration of 60 minutes at a pressure of 200 to 280 kilopascals [kpa] in a spontaneously breathing patient, for acute phase condition.",0.1
"hyperbaric oxygen therapy with inhalation of pure oxygen for a minimum duration of 60 minutes at a pressure of 200 to 280 kilopascals [kpa] in a spontaneously breathing patient, for conditions outside the acute phase.",0.1
essential tremor,0.0
p high (aprv),0.2
platelet count sufficiency,0.05
"intratracheal mechanical ventilation with positive end-expiratory pressure [peep] greater than 6 and/or fio2 greater than 60%, per 24 hours",0.25
exercise pulse oximetry,0.2
arterial blood pressure alarm - high,0.1
hypertensive heart and/or renal disease,0.25
prot coho primo m18,0.0
"hyperbaric oxygen therapy with inhalation of pure oxygen for a minimum duration of 60 minutes at a pressure of 200 to 280 kilopascals [kpa], in a mechanically ventilated patient.",0.1
"placement of a newborn in an incubator at birth, with spontaneous ventilation via a facial mask with positive expiratory pressure [vs-pep] or mechanical ventilation.",0.1
paroxysmal supraventricular tachycardia,0.1
prot popart inclus,0.0
platelet sufficiency,0.05
partial pressure of oxygen i-stat,0.1
transitory tachypnea or apnea of newborn,0.05
pramoxine,0.01
pinsp (hamilton),0.0
percent oxygen at,0.05
platelet sufficiency count,0.05
resp alarm - high,0.05
plateau pressure (iabp),0.1
par-oxygen saturation,0.1
cpap (upmc dme),0.2
pan1,0.0
bilevel positive airway pressure-initial,0.2
total partial pressure of oxygen,0.1
pulmonary function testing,0.25
pulmonary artery pressure mean,0.85
cardiovascular,0.25
pneumococcal pneumonia,0.05
lung transplant,0.65
primary biliary cirrhosis,0.05
chlamydophila pneumoniae ab,0.05
arterial blood pressure systolic,0.2
asthma,0.1
arterial blood pressure diastolic,0.1
=tpn,0.0
bacterial pneumonia,0.05
pulmocare,0.1
respiratory,0.25
legionella pneumophila 1 ag,0.05
cystic fibrosis,0.1
mediastinal,0.1
main cause(s),0.0
lung_transplant_initial,0.3
central venous pressure,0.25
vascular,0.25
vascular endothelial,0.2
"probnp, pleural",0.2
arteritis nos,0.1
mycoplasma pneumoniae ab,0.05
angiotensin ii,0.2
other hypertensive complications,0.25
nitric oxide,0.85
thrombocytopenia,0.1
lung_transplant_reperfusate,0.1
chlamydophila pneumoniae igm,0.05
=epinephrine,0.1
chest,0.1
hypovolemia,0.1
pneumovax 23,0.05
epinephrine,0.1
aortic aneurysm,0.05
main causes,0.0
art bp systolic,0.1
pulmocare (full),0.1
arterial blood pressure mean,0.2
nutren pulmonary (full),0.1
pulmonary artery pressure alarm - low,0.1
pulmonary artery banding via thoracotomy without cpb,0.25
"right heart and pulmonary artery pressure measurement and recording, with contrast agent injection, via percutaneous venous approach",0.85
chronic obstructive pulmonary disease with mcc,0.2
"pulmonary infundibulum enlargement plasty, by thoracotomy with cpb",0.25
"pulmonary artery trunk congenital stenosis enlargement angioplasty, by thoracotomy with cardiopulmonary bypass",0.25
pathological lung biopsy,0.2
"systemic-to-pulmonary artery anastomosis with prosthesis, by thoracotomy without cpb",0.25
single subsegmental pulmonary embolism without acute cor pulmonale,0.2
"pulmonary infundibulum enlargement plasty with pulmonary ring section, by thoracotomy with cpb",0.25
pulmonary artery embolectomy by thoracotomy with cardiopulmonary bypass,0.25
"partial anomalous pulmonary venous return repair, by thoracotomy with cpb",0.25
chronic obstructive pulmonary disease with cc,0.2
hpa-1 bld,0.05
pnp1 patient,0.0
myeloproliferative disease,0.25
chronic obstructive pulmonary disease without cc/mcc,0.1
arterial partial pressure of oxygen,0.1
pulmonary embolism with mcc or acute cor pulmonale,0.25
mean airway pressure,0.1
chronic eosinophilic pneumonia,0.1
"anastomosis between the pulmonary trunk and the aorta with systemic-to-pulmonary artery anastomosis, via thoracotomy with cpb",0.2
pendred syndrome,0.1
"repair of pulmonary venous return obstruction, by thoracotomy with cpb",0.25
allergic purpura,0.05
consult / referral to pulmonary medicine,0.5
acute eosinophilic pneumonia,0.05
multiple subsegmental pulmonary emboli without acute cor pulmonale,0.2
paroxysmal nocturnal hemoglobinuria,0.05
"pulmonary valve replacement with homograft or stentless bioprosthesis, via thoracotomy with cpb",0.65
"pulmonary valve replacement with mechanical prosthesis or bioprosthesis with stent, via thoracotomy with cpb",0.65
peripheral vascular disease,0.1
tst/ppd,0.05
clinical lung biopsy,0.2
pressure support - arterial,0.2
"total anomalous pulmonary venous return repair, by thoracotomy with cardiopulmonary bypass",0.2
interstitial lung disease with cc,0.2
prot asthma pf 1/4,0.1
other hypertrophic cardiomyopathy,0.1
interstitial lung disease without cc/mcc,0.1
pulmonary embolism without mcc,0.1
permanent atrial fibrillation,0.2
pulmonary bilobectomy via thoracotomy,0.1
chronic prostatitis,0.0
secondary hyperparathyroidism (of renal origin),0.05
"balloon angioplasty of congenital stenosis of pulmonary artery bifurcation, by thoracotomy with cardiopulmonary bypass",0.25
"balloon angioplasty of congenital stenosis of a branch of the pulmonary artery, by thoracotomy with cardiopulmonary bypass",0.25
preoperative pth,0.1
total cavopulmonary or atrio-pulmonary anastomosis by thoracotomy with cpb,0.25
"balloon angioplasty of congenital stenosis of a branch of the pulmonary artery, by thoracotomy without cpb",0.25
"selective or superselective embolization of bronchial or pleuropulmonary artery, via transcutaneous arterial route",0.25
metapneu/lba pcr,0.1
methyl-3 histidine,0.05
methyl-1 histidine s,0.05
methyl-1 histidine,0.05
"measurement and recording of right heart, pulmonary artery, and left heart pressures, without contrast injection, by transcutaneous venous and arterial routes or catheterization of the foramen ovale.",0.85
"measurement and recording of left heart and aortic pressures, without contrast injection, via transcutaneous arterial route",0.25
"measurement and recording of right heart, pulmonary artery, and left heart pressures, without contrast injection, by transcutaneous venous approach with perforation of the interatrial septum",0.85
iabp dressing occlusive,0.05
apnea,0.2
hbth method 3,0.05
alprostadil,0.85
apomorphine,0.1
papaverine,0.65
vardenafil,0.75
yohimbine,0.1
avanafil,0.2
"carlytene 30 mg, tablets",0.0
morbid obesity,0.25
hbth method 2,0.05
hbth method 4,0.0
phenytoin,0.05
hbth method 1,0.05
basophil percentage 2,0.0
serpin a1 gene variant,0.1
chronic fatigue syndrome,0.1
malaise and fatigue,0.2
pbiom receptor,0.1
phenobarbital,0.05
toxic effect of other metals,0.05
"overweight, obesity and other hyperalimentation",0.1
coma,0.05
cerebral edema and compression of brain,0.05
"other conditions of brain, nos",0.05
other conditions of brain,0.05
"encephalopathy, not elsewhere classified",0.05
cerebral cysts,0.05
