desc,gpt4
bursitis disorders,0.2
gout and other crystal arthropathies,0.2
keratoconjunctivitis sicca,0.25
mycobacterium tuberculosis stimulated gamma interferon release by cd4+ t-cells,0.05
other diagnostic radiology and related techniques,0.1
rupture of synovium,0.65
elevated c-reactive protein (crp),0.75
gout,0.1
gerd,0.0
psoriasis vulgaris,0.1
osteo/rheum medication authorization,0.75
osteopathy resulting from poliomyelitis,0.05
"ld,isoenzymes",0.05
consult / referral to infusion coordinator,0.2
fluoxetine,0.0
extrinsic allergic alveolitis,0.05
cyclic citrullinated peptide antibody (immunoglobulin g),0.85
"pth, intact",0.0
c difficile toxin a & b reflex,0.0
insulin syrg mis 0.5/31g,0.0
long term (current) use of systemic steroids,0.85
"curad comfor .75x3"" mis medl",0.0
sept9 gene methylation,0.05
legionella pneumophila ag,0.0
aspartate aminotransferase (ast) and alanine aminotransferase (alt),0.05
long-term (current) use of steroids,0.75
hydrocortisone_powder_10gm,0.1
legionella antigen det dfa,0.0
rheumatoid factor igg,0.85
antibody screen,0.25
Synovial lining cells/100 cells,0.2
"unspecified urethral stricture, male, overlapping sites",0.0
methadone,0.1
albuterol,0.0
referral service,0.0
"microscopic colitis, unspecified",0.0
kitchen in nursing home as the place of occurrence of the external cause,0.0
"deoxyribonucleic acid antibody (double stranded) crithidia, titer",0.2
"osteoarthrosis involving more than one site, but not specified as generalized",0.1
rheumatoid arthritis titer,1.0
interpretation-colovantage (trademark),0.0
consult / referral to rheumatology,0.85
diflorasone,0.2
herpes simplex virus 2 dna,0.0
calcium ascorbate / ferrous asparto glycinate / polysaccharide iron complex / succinic acid,0.05
"1ml tb syrng 27gx1/2"" mis",0.0
upadacitinib,1.0
ehrlichia chaffeensis dna,0.05
(note),0.0
lido-phenyl3%-0.25%nasalsp15ml,0.0
borrelia miyamotoi flab gene,0.05
"norovirus rna, rt-pcr",0.0
assault by unspecified means,0.0
herpes simplex virus 1 dna,0.0
babesia microti dna,0.0
"parvovirus b19 ab (igg,igm)",0.1
genetic susceptibility to other disease,0.1
doxepin_50mg/5ml_oral_soln,0.0
rf titer,0.85
histoplasma capsulatum ag,0.05
dexamethasone_20mg/ns_55ml,0.25
centrumsilvertablet,0.0
eosinophils/100 leukocytes,0.1
Monocytes+Macrophages/100 leukocytes,0.1
neutrophils/100 leukocytes,0.1
lymphocytes/100 leukocytes,0.1
hospice,0.05
drug unknown,0.0
anaplasma phagocytophilum dna,0.05
anti-dna antibody,0.25
flurazepam,0.0
family history of osteoporosis,0.05
lactase_3000_unit_tablet,0.0
hsv herpes simplex virus culture w/rfx to typing,0.0
other specified disorders involving the immune mechanism,0.65
disorders involving the immune mechanism,0.85
autoimmune disease nec,0.5
dapsone,0.1
laxity of ligament or hypermobility syndrome,0.2
ustekinumab,0.25
"conjunctivitis, noninfectious",0.05
chronic ulcer of unspecified site,0.05
cholesterol non hdl,0.0
immunity deficiency,0.1
igg,0.05
complement c4,0.1
complement c3,0.1
cholesterol,0.0
"persons with potential health hazards related to socioeconomic, psychosocial, and other circumstances",0.05
family history,0.1
abnormal findings examination of lungs,0.05
cholesterol in vldl,0.0
cholesterol in ldl,0.0
cholesterol.total/cholesterol.in hdl,0.0
other diseases of lung,0.0
igm,0.05
chronic ulcer of leg or foot,0.05
clobetasol topical product,0.25
cholesterol in hdl,0.0
iga,0.0
other diagnostic procedures on lung and bronchus,0.0
hematology studies,0.1
azelastine ophthalmic product,0.0
monocytes/100 leukocytes,0.05
regional enteritis,0.0
rash and other nonspecific skin eruption,0.2
basophils/100 leukocytes,0.05
neutrophils,0.1
lymphocytes,0.1
segmented neutrophils,0.1
neutrophils.segmented/100 leukocytes,0.05
neutrophils.band form/100 leukocytes,0.1
eosinophils,0.1
basophils,0.05
magnetic resonance imaging,0.1
protein,0.0
granulocytes,0.1
coal tar topical product,0.2
diarrhea,0.05
monocytes,0.1
fever of unknown origin,0.1
band form neutrophils,0.1
other laboratory,0.1
leukocytes,0.2
panniculitis,0.1
aspartate aminotransferase,0.05
"globulin,immune/hyaluronidase",0.1
alanine aminotransferase,0.05
Cell Fractions/Differential,0.1
triglyceride,0.05
everolimus,0.05
behcet's syndrome,0.45
pirbuterol,0.0
microbiology studies,0.1
rosuvastatin,0.0
serology studies,0.3
levocetirizine,0.0
albumin,0.05
abdominal pain,0.05
glomerulonephritis,0.1
immune complex,0.25
arthropathy associated with other disorders classified elsewhere,0.65
osteitis deformans and osteopathies associated with other disorders classified elsewhere,0.1
constipation,0.01
other acquired deformities of limbs,0.25
other anemias,0.05
acute pain,0.2
electrolyte imbalance,0.1
depression,0.1
"iron deficiency anemias, unspecified or not due to blood loss",0.05
anxiety disorder,0.0
chronic pain,0.3
other headache syndromes,0.0
other abnormal blood chemistry,0.1
hypothyroidism nos,0.05
tachycardia nos,0.05
cough,0.0
disturbance of skin sensation,0.1
elevated blood pressure reading without diagnosis of hypertension,0.05
myopathy,0.1
abnormal results of function study of kidney,0.0
migraine,0.0
bronchitis,0.0
fracture of lower limb,0.05
substance addiction and disorders,0.0
screening for other diseases and disorders,0.1
nausea and vomiting,0.05
back pain,0.1
carbuncle and furuncle,0.0
sleep apnea,0.0
other specified erythematous conditions,0.2
cellulitis and abscess of fingers/toes,0.1
pleurisy; pleural effusion,0.1
other disorders of metabolism,0.1
malaise and fatigue,0.25
hyperlipidemia,0.05
solitary pulmonary nodule,0.0
dry eyes,0.2
sacroiliitis nec,0.65
herpes zoster with nervous system complications,0.05
candidiasis of skin and nails,0.0
joint/ligament sprain,0.1
"neuralgia, neuritis, and radiculitis nos",0.05
anemia of chronic disease,0.2
other nutritional deficiency,0.05
"esophagitis, gerd and related diseases",0.0
"potential health hazards related to communicable diseases
potential health hazards related to communicable diseases",0.0
fracture of tibia and fibula,0.05
chronic pain syndrome,0.25
elevated prostate specific antigen [psa],0.0
insomnia,0.05
"polycythemia vera, secondary",0.05
atopic/contact dermatitis due to other or unspecified,0.0
pyogenic arthritis,0.2
"ganglion and cyst of synovium, tendon, and bursa",0.2
congenital osteodystrophies,0.05
attention deficit hyperactivity disorder,0.0
chronic fatigue syndrome,0.1
essential hypertension,0.05
chronic renal failure [ckd],0.05
coronary atherosclerosis,0.0
cellulitis and abscess of arm/hand,0.05
complications of transplants and reattached limbs,0.05
nonspecific chest pain,0.05
asthma,0.0
other nonspecific findings on examination of urine,0.05
aseptic necrosis of bone,0.1
other tests,0.1
other local infections of skin and subcutaneous tissue,0.05
unspecified erythematous condition,0.2
disorders of magnesium metabolism,0.05
atrial fibrillation and flutter,0.0
adverse drug events and drug allergies,0.1
dizziness and giddiness (light-headedness and vertigo),0.1
symptoms and disorders of the joints,0.65
hypertensive heart and/or renal disease,0.0
specific nonpsychotic mental disorders due to brain damage,0.0
burns,0.0
vitamin b-complex deficiencies,0.05
acquired absence of organs,0.0
"other diseases of respiratory system, not elsewhere classified",0.0
lower gastrointestinal x-ray,0.05
other intraocular therapeutic procedures,0.05
"injections and aspirations of muscles, tendons, bursa, joints and soft tissue",0.65
ct scan abdomen,0.0
other non-or therapeutic procedures on musculoskeletal system,0.25
arthroscopy,0.2
diagnostic ultrasound of heart (echocardiogram),0.05
other therapeutic endocrine procedures,0.1
"repair of retinal tear, detachment",0.0
corneal transplant,0.0
other non-or therapeutic procedures on skin and breast,0.05
mastectomy,0.0
"treatment, fracture or dislocation of radius and ulna",0.05
mammography,0.0
"diagnostic procedures, male genital",0.0
"other therapeutic procedures on eyelids, conjunctiva, cornea",0.05
arthroplasty knee,0.3
other diagnostic ultrasound,0.1
procedures on the urethra,0.0
electrographic cardiac monitoring,0.0
"hysterectomy, abdominal and vaginal",0.0
other or therapeutic procedures on bone,0.2
other diagnostic procedures of urinary tract,0.0
breast biopsy and other diagnostic procedures on breast,0.0
"other non-or therapeutic procedures, female organs",0.05
skin graft,0.05
"debridement of wound, infection or burn",0.05
computerized axial tomography (ct) scan head,0.05
open prostatectomy,0.0
other ct scan,0.05
"treatment, fracture or dislocation of lower extremity (other than hip or femur)",0.1
intraoperative cholangiogram,0.0
"extracorporeal lithotripsy, urinary",0.0
cerebral arteriogram,0.0
"division of joint capsule, ligament or cartilage",0.2
arterio- or venogram (not heart and head),0.05
"other or therapeutic procedures, male genital",0.0
diagnostic ultrasound of urinary tract,0.0
arthroplasty other than hip or knee,0.25
electroencephalogram (eeg),0.0
ureteral catheterization,0.0
cardiac stress tests,0.05
spinal fusion,0.1
swan-ganz catheterization for monitoring,0.0
diagnostic endocrine procedures,0.05
other therapeutic procedures on muscles and tendons,0.25
other excision of cervix and uterus,0.0
nephrotomy and nephrostomy,0.0
other or therapeutic procedures on musculoskeletal system,0.25
"other diagnostic procedures, female organs",0.05
"lumpectomy, quadrantectomy of breast",0.0
other non-or therapeutic procedures of urinary tract,0.0
"incision and drainage, skin and subcutaneous tissue",0.05
"other or therapeutic procedures, female organs",0.05
suture of skin and subcutaneous tissue,0.0
destruction of lesion of retina and choroid,0.0
partial excision bone,0.1
other diagnostic procedures on skin and subcutaneous tissue,0.1
transurethral resection of prostate (turp),0.0
other or therapeutic procedures on skin and breast,0.0
"treatment, facial fracture or dislocation",0.05
ct scan chest,0.0
genitourinary incontinence procedures,0.05
diagnostic procedures on eye,0.0
"treatment, fracture or dislocation of hip and femur",0.05
myelogram,0.05
circumcision,0.0
routine chest x-ray,0.05
other fracture and dislocation procedure,0.1
upper gastrointestinal x-ray,0.05
"transurethral excision, drainage, or removal urinary obstruction",0.0
intravenous pyelogram,0.0
lens and cataract procedures,0.0
contrast aortogram,0.05
"other non-or therapeutic procedures, male genital",0.0
contrast arteriogram of femoral and lower extremity arteries,0.05
excision of semilunar cartilage of knee,0.2
diagnostic ultrasound of head and neck,0.05
indwelling catheter,0.0
diagnostic ultrasound of gastrointestinal tract,0.0
"hip replacement, total and partial",0.2
diagnostic ultrasound of abdomen or retroperitoneum,0.0
"oophorectomy, unilateral and bilateral",0.0
"insertion, replacement, or removal of extracranial ventricular shunt",0.0
"thyroidectomy, partial or complete",0.0
nonoperative urinary system measurements,0.0
amputation of lower extremity,0.05
electrocardiogram,0.0
other operations on fallopian tubes,0.0
other diagnostic procedures on musculoskeletal system,0.2
incision and excision of cns,0.0
endoscopy and endoscopic biopsy of the urinary tract,0.0
"nephrectomy, partial or complete",0.0
other or therapeutic procedures of urinary tract,0.0
glaucoma procedures,0.0
excision of skin lesion,0.05
"polyarthritis, unspecified - multiple sites",0.75
prot emoption j0-m6,0.0
"bilateral radiography of the hand and/or wrist, in 1 view on a single frontal image",0.25
bilateral foot radiography with 1 to 3 views per side,0.2
buttock tendinitis - pelvic region and thigh,0.1
"bursitis, unspecified - leg",0.1
acquired deformities of finger,0.65
other disorders of soft tissues,0.1
"actemra 200 mg/10 ml, solution for dilution for infusion, vial",0.85
drug-induced osteoporosis - hand,0.1
bilateral knee radiography with 1 or 2 views per side,0.25
synoviopathy,0.85
drug-induced osteoporosis with pathological fracture - arm,0.1
"polyneuritis in diseases classified elsewhere of the musculoskeletal system and connective tissue (m00-m25$, m40-m96$)",0.2
prot abira m1-3-12,0.0
unilateral or bilateral ultrasound of several joints and their capsuloligamentous apparatus,0.75
"baricitinib - olumiant, 4 mg tablet",1.0
adverse effect: antirheumatics,0.85
"other specified osteoarthritis - hip, sacroiliac joints",0.1
bms protocol,0.1
grz- 127+,0.1
grz+ 127+,0.0
grz-127,0.0
grz+ 127-,0.0
"methotrexate - nordimet, 20 mg injection pen",0.85
ankylosis of joint,0.65
epicondylitis - arm,0.1
"methotrexate - nordimet, 15 mg injection pen",0.85
hypersensitivity angiitis,0.1
anti-ccp antibody test,0.85
"rituximab 500 mg (truxima), solution for dilution for infusion, vial 50 ml",0.85
circumscribed scleroderma,0.1
prot toci helper m0,0.85
prot abira baseline,0.1
disorders of lacrimal system,0.05
first metatarsophalangeal joint arthrodesis with resection of the heads of the lateral metatarsals,0.25
pdc2 fceri+,0.1
ttt / a-ige comm,0.0
basophil fcεri+,0.1
"baricitinib - olumiant, 2 mg tablet",1.0
systemic sclerosis,0.2
metatarsophalangeal joint replacement with prosthesis on one ray of the foot,0.65
"methotrexate - nordimet, 10 mg injection pen",0.85
sample localization,0.0
parapsoriasis,0.05
adverse effect: glucocorticoids and synthetic analogues,0.65
"therapeutic injection of pharmacologic agent into a lower extremity joint or bursa, percutaneous, without guidance",0.75
presence of orthopedic joint implants,0.1
unilateral or bilateral ultrasound of several joints,0.75
unilateral or bilateral ultrasound of a joint and its capsuloligamentous apparatus,0.25
"rupture of tendon, nontraumatic",0.1
typing,0.0
analysis/analyses,0.0
family history of arthritis,0.1
body fluid rheumatoid factor,0.85
fever and inflammatory conditions,0.4
arthropathy associated with neurological disorders,0.1
polyneuritis in diseases classified elsewhere,0.1
polyarteritis nodosa,0.65
Rheumatoid factor IgM,0.85
rheumatoid factor titer,0.85
arthropod-borne diseases,0.05
postinfectious arthropathy in diseases classified elsewhere - other joints,0.25
diabetic arthropathy,0.1
joint aspiration/injection,0.75
ribonucleoprotein antibody,0.65
complex regional/central pain syndrome,0.1
cd45/cd15/cd33 monocytes,0.1
electronic consult / referral to rheumatology,0.25
necroinflammatory activity interpretation,0.1
"protein, total, synovial fluid",0.65
fluorescent antinuclear antibody,0.25
"complex regional pain syndrome, unspecified and other",0.1
polymyositis,0.1
ac a-cartilage/orei,0.1
alkaline phosphatase.bone/alkaline phosphatase.total,0.1
arthritis other parasitic infectious diseases ca - hand joints,0.1
anti-infliximab antibodies,0.75
"joint crystals, number",0.2
platelet aggregation ristocetin induced,0.05
"total protein, synovial fluid",0.65
cold autoimmune hemolytic anemia,0.1
arthropathy in acromegaly and gigantism,0.2
isotopic synoviorthesis of a limb,0.75
polyneuritis in infectious and parasitic diseases classified elsewhere,0.05
other autoimmune hemolytic anemia,0.1
polyneuritis in the course of tumoral diseases,0.05
juvenile arthritis in psoriasis (l405$) - other joints,0.75
back.il6/il10 haqvit,0.1
alkaline phosphatase.other fractions/alkaline phosphatase.total,0.05
anti-neutrophil cytoplasmic antibodies formalin,0.25
presence of a surgical arthrodesis,0.1
ratiovwfrcoagrg/rag,0.0
ratiovwfrcoil/rag,0.0
ri autoantibody,0.85
acute rheumatic heart disease,0.1
"arthritis in other bacterial diseases, unspecified site",0.1
acetaminophen / aspirin / caffeine,0.1
alport syndrome,0.0
polymorphonuclear cells/monocytes,0.1
polyneutroliqbio,0.0
=enalaprilat,0.0
Alkaline phosphatase.other fractions,0.05
r.pcr.c.psittaliq,0.0
peritonitis and retroperitoneal infections,0.05
antinuclear antibody with indirect immunofluorescence assay staining pattern,0.25
collagen/adp,0.1
platelet aggregation arachidonate induced,0.1
acetaminophen / dexbrompheniramine,0.05
traumatic arthropathy,0.1
gouty arthropathy,0.2
anti-ro/ss-a antibody,0.85
psoas tendinitis - pelvic region and thigh,0.1
"prosthetic and other implants, materials and accessory general- and plastic-surgery devices associated with adverse incidents",0.05
"bilateral total arthrectomy and/or posterior osteotomy for rigid spinal deformity with arthrodesis, instrumental correction, and anterior transpedicular osteotomy, on 6 to 9 vertebrae, via posterior approach",0.1
"adverse effect: analgesic, antipyretic, and anti-inflammatory drug, unspecified",0.25
"poisoning by analgesics, antipyretics, and antirheumatics",0.25
rna polymerase i+ii+iii ab,0.1
antineoplastic and immunosuppressive drugs causing adverse effects,0.2
"ultrasound and/or doppler ultrasound for monitoring or surveillance of pathology of one or two intra-abdominal and/or intrapelvic organs, or peripheral vessels",0.05
"radiological procedure and radiotherapy as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",0.05
"bilateral total arthrectomy and/or posterior osteotomy for rigid spinal deformity with arthrodesis, instrumental correction, and anterior transpedicular osteotomy, on 3 to 5 vertebrae, via posterior approach.",0.1
"radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",0.05
anti-th/to antibodies,0.65
"replacement of the scapulohumeral joint with a unipolar humeral prosthesis or with a mobile cup, with reinsertion, suture and/or autograft of the shoulder rotator cuff.",0.1
smith/ribonucleoprotein antibodies,0.85
"surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",0.05
"diphtheria/pertussis,acel/tetanus/polio",0.0
albumin to globulin ratio and neutrophils count,0.1
"thoracic or lumbosacral neuritis or radiculitis, unspecified",0.1
urine protein-to-creatinine ratio and neutrophil count,0.1
"prosthetic and other implants, materials and accessory orthopedic devices associated with adverse incidents",0.1
"prosthetic and other implants, materials and accessory physical medicine devices associated with adverse incidents",0.1
"osteomyelitis, periostitis, and other infections involving bone",0.1
upper resp disease profile,0.05
"prosthetic and other implants, materials and accessory general hospital and personal-use devices associated with adverse incidents",0.05
psa,0.1
"reduction of a dislocation of the elbow and/or proximal radioulnar joint by arthrotomy, with open reduction and internal fixation of a fracture of the proximal end of the radius or ulna.",0.1
total protein and neutrophil count,0.1
achr and/or musk antibodies,0.2
"prosthetic and other implants, materials and accessory gastroenterology and urology devices associated with adverse incidents",0.05
muscular wasting and disuse atrophy,0.1
"prosthetic and other implants, materials and accessory cardiovascular devices associated with adverse incidents",0.05
therapeutic (nonsurgical) and rehabilitative orthopedic devices associated with adverse incidents,0.2
infection/inflammation of internal prosthetic device; implant; and graft,0.1
diphtheria-tetanus-pertussis and typhoid-paratyphoid vaccination requirement [dtp + typ],0.0
pemphigus and pemphigoid,0.05
"measurement of strength, work, and muscle power of 1 or 2 joints, by computerized and motorized dynamometer",0.2
e87 rat(epi+pu+ps),0.1
diphtheria-tetanus-pertussis and polio vaccination requirement [dtp + polio],0.0
antirheumatics causing adverse effects in therapeutic use,0.85
tst/ppd,0.0
"diphtheria/hepb/pertussis,acel/polio/tetanus",0.0
personal history of musculoskeletal system and connective tissue diseases,0.65
"dermatopolymyositis, unspecified without myopathy",0.1
anti-spam,0.0
"anterior osteotomy or total discectomy for rigid spinal deformity, with arthrodesis and instrumental correction, on 1 to 3 vertebrae, via thoraco-phreno-laparotomy",0.05
insulin aspart protamine- and insulin aspart-containing product,0.0
synovial macrophages,0.85
rheumatic disease of the heart valves,0.25
arthritis in the course of other viral diseases - knee joint,0.25
osteochondropathies,0.1
other specified joint disorders nec,0.65
inflammatory bowel disease and other gastroenteritis and colitis,0.05
other synovial and tendon disorders in diseases classified elsewhere,0.45
hemarthrosis,0.25
articular cartilage disorder,0.25
inflammatory protein,0.2
amyloidosis,0.2
inflammatory diseases of prostate,0.0
inflammatory disease of breast,0.0
juvenile arthritis in the course of other diseases - knee joint,0.75
polys,0.1
inflammation of the eye,0.1
gouty nephropathy,0.1
wegener's granulomatosis,0.2
polymorphonuclear leukocytes,0.25
"primary osteoarthritis, other specified site",0.05
family history of other diseases of the musculoskeletal system and connective tissue,0.1
spondylopathy in other infectious and parasitic diseases classified elsewhere,0.1
schizophrenia and other psychotic disorders,0.0
myositis in other infectious diseases classified elsewhere,0.1
family history of other musculoskeletal diseases,0.1
"chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis, other and unspecified",0.05
respiratory disorders in other diffuse diseases of connective tissue,0.45
urethritis in diseases classified elsewhere,0.1
muscular dystrophies and other myopathies,0.05
"rapidly progressive nephritic syndrome with diffuse crescentic glomerulonephritis, other and unspecified",0.1
other mononeuropathies in diseases classified elsewhere,0.1
other specified systemic involvement of connective tissue,0.65
meningococcal arthritis (a398$) - hip and sacroiliac joints,0.2
scleritis and episcleritis in diseases classified elsewhere,0.2
degenerative skin conditions and other dermatoses,0.05
infective connective tissue disorders,0.2
"chronic nephritic syndrome with other lesions, iga deposits",0.05
arthropathy in ulcerative colitis (k51-$) - ankle and foot joints,0.25
other inflammatory disorders of male genital organs,0.05
cranial polyneuritis in infectious and parasitic diseases,0.05
polyneuropathy in other endocrine and metabolic diseases,0.05
nonrheumatic aortic valve disorders,0.05
juvenile arthritis in crohn's disease (k50-$) - site unspecified,0.25
arthropathy in crohn's disease (k50-$),0.25
"allergies, other",0.05
chondrolysis - other locations,0.1
arthralgia/ankylosis of temporomandibular joint,0.25
arthritis in mycoses (b35-b49$) - knee joint,0.2
other disorders of arteries and arterioles,0.05
inflammatory and toxic neuropathy,0.1
canakinumab,0.85
"aceclofenac (cartex) 100 mg myl, tab",0.25
secukinumab,0.25
methylprednisolone,0.75
kaschin-beck disease,0.1
crystal search,0.1
"risankizumab - skyrizi, 150 mg/1 ml inj pen",0.25
ketoprofen,0.25
ixekizumab,0.25
joint fluid/crystals review (group:jfc-review),0.3
valdecoxib,0.75
etodolac,0.1
anti-cyclic citrullinated peptide,0.85
"guselkumab - tremfya, 100 mg/1 ml inj sol syr",0.25
sulindac,0.85
chloroquine,0.25
indomethacin,0.85
meclofenamate,0.25
"synov.cell count,diff&crystals",0.65
fluid crystals,0.1
dermatitis herpetiformis,0.05
aurothioglucose,0.85
choline salicylate,0.2
pityriasis,0.05
flurbiprofen,0.75
prednisolone,0.85
adverse effect: drugs acting on uric acid metabolism,0.2
autoimmune hemolytic anemias,0.2
alkaline phosphatase.placental/alkaline phosphatase.total,0.05
infliximab ab,0.85
benign neoplasm of bone and articular cartilage,0.05
platelet aggregation xxx induced,0.1
acamprosate,0.0
coagulation factor x activity actual/normal,0.05
ribonucleoprotein extractable nuclear ab,0.25
hereditary and idiopathic peripheral neuropathy,0.05
platelet aggregation adp induced,0.05
iga.kappa/iga.lambda,0.05
polyphagia,0.05
prothrombin.activity actual/normal,0.05
proline/creatinine,0.05
alkaline phosphatase,0.1
acute inflammatory pelvic disease,0.1
signal recognition particle (srp) ab,0.1
non-autoimmune hemolytic anemias,0.05
aspirin,0.1
necroinflammatory activity score,0.1
nuclear ab pattern,0.2
argininosuccinate/creatinine,0.05
dalfampridine,0.0
enalaprilat,0.05
ascorbic acid / niacin,0.0
ribonucleoprotein extractable nuclear igg,0.25
capsaicin,0.1
chlorophyll / papain / urea,0.0
pca-tr ab,0.0
coagulation factor xi activity actual/normal,0.05
protein c actual/normal,0.05
ciclopirox,0.05
platelet aggregation collagen induced,0.1
loose body in joint,0.1
igg/albumin,0.05
azoospermia and oligospermia,0.0
"thyroiditis, acute and subacute",0.05
chronic pharyngitis and nasopharyngitis,0.0
symptoms involving respiratory system and other chest symptoms,0.1
phlebitis and thrombophlebitis,0.05
"pulmonary embolism and infarction, acute",0.0
protein s+acarboxy ag,0.05
spinal enthesopathy,0.25
acute upper respiratory infections of multiple or unspecified sites,0.0
orchitis and epididymitis,0.05
acute laryngitis and tracheitis,0.0
poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,0.05
pulmonary insufficiency or respiratory failure following trauma and surgery,0.0
prophylactic vaccinations and inoculations,0.05
nerve root and plexus disorders,0.1
"physical therapy exercises, manipulation, and other procedures",0.3
amylase- and endopeptidase- and pancreatic lipase-containing product,0.0
"abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium",0.05
frequency of urination and polyuria,0.05
autoimmunity panel (group:autoimm),0.65
smith extractable nuclear ab+ribonucleoprotein extractable nuclear ab,0.85
"anxiety, phobic and dissociative disorders",0.0
reagin ab,0.1
rickets or osteomalacia,0.05
diseases due to other mycobacteria,0.05
other infectious and parasitic diseases,0.05
allergic rhinitis,0.0
multiple sclerosis,0.0
celiac disease,0.05
"inflammatory diseases of uterus, except cervix",0.0
diseases of spleen,0.05
diseases of white blood cells,0.1
other diseases of blood and blood-forming organs,0.05
chondromalacia,0.1
"inflammatory disease of cervix, vagina, and vulva",0.05
contracture of joint,0.25
infliximab (group:inflixmab),1.0
chronic inflammatory disorders of orbit,0.2
leukocytes other,0.1
inflammatory conditions of jaw,0.2
other upper respiratory disease,0.0
nephritis; nephrosis; renal sclerosis,0.05
nonrheumatic pulmonary valve disorders,0.0
other cns infection and poliomyelitis,0.0
nonrheumatic mitral valve disorders,0.0
other derangement of joint,0.25
"cancer of other lymphoid, histiocytic tissue",0.05
azathioprine,0.85
chronic inflammatory pelvic disease,0.1
other allied disorders of spine,0.1
inflammatory diseases of female pelvic organs,0.05
diseases and other conditions of the tongue,0.0
symptoms involving skin and other integumentary tissue,0.2
sjogrens syndrome-a extractable nuclear igg,0.65
