desc,gpt4
major depressive disorder,0.05
transitional epithelial cells,0.0
mapap,0.0
platelet count,0.05
ondansetron 4 mg oral tablet,0.0
hematocrit,0.05
omeprazole 20 mg delayed release oral capsule,0.05
diphenhydramine hydrochloride 25 mg oral capsule,0.1
morbid obesity,0.1
oxycodone hydrochloride 5 mg oral tablet,0.05
vitamin b12,0.0
lorazepam 0.5 mg oral tablet,0.05
acetaminophen 325 mg oral tablet,0.05
albuterol 0.83 mg/ml inhalation solution,1.0
0.4 ml enoxaparin sodium 100 mg/ml prefilled syringe,0.0
permanent pacemaker mode,0.0
ibuprofen 400 mg oral tablet,0.1
diphenhydramine hydrochloride 2.5 mg/ml oral solution,0.25
iron,0.0
"esophagitis, gastroenteritis and miscellaneous digestive disorders without mcc",0.0
calcium carbonate 500 mg chewable tablet,0.0
folate,0.0
transferrin,0.05
"iron binding capacity, total",0.05
aluminum hydroxide 40 mg/ml / magnesium hydroxide 40 mg/ml / simethicone 4 mg/ml oral suspension,0.0
% hemoglobin a1c,0.05
gabapentin 300 mg oral capsule,0.0
pain in joint,0.0
glucagen,0.0
eag,0.0
anion gap,0.1
bicarbonate,0.1
potassium,0.0
chloride,0.05
ibuprofen 600 mg oral tablet,0.05
"calcium, total",0.01
sodium,0.0
200 actuat albuterol 0.09 mg/actuat metered dose inhaler,1.0
d-dimer,0.05
dextrose 50%,0.0
poisoning by antibiotics,0.0
exposure to tobacco smoke,0.65
"sodium chloride for aerosol (nacl), 0.9% (saline solution)",0.7
family history of non-malignant tumor,0.0
desloratadine,0.25
"adverse effect: antiasthmatics, nec",1.0
"aerius (desloratadine) 0.5 mg/ml, syrup (150ml)",0.25
"bilastine 20 mg (inorial), tablets",0.25
"mizollen 10 mg, modified-release tablets",0.1
"terbutaline - bricanyl, 500 mcg/dose spray",1.0
"primalan 5 mg, tablets",0.1
"rupatadine 10 mg, tablets",0.25
formoterol,1.0
"mometasone 50 mcg/dose (nasonex), nasal spray suspension, bottle 140 doses",0.25
beclomethasone,1.0
"beclometasone 800 mcg (chiesi lab), suspension for inhalation by nebulizer, 2 ml single-dose container",1.0
"ebastine 10 mg (lab arrow), tablets",0.75
research team,0.0
"fluticasone / vilanterol - relvar ellipta, 184 mcg/22 mcg/dose, powder for inhalation, pack 30 doses",1.0
"oxygen flow adjustment by transcutaneous monitoring of oxygen saturation, for the initiation or adjustment of a defined flow oxygen therapy in children, per 24 hours",0.75
personal history of other diseases of the respiratory system,0.5
"beclometasone 800 mcg (teva lab), suspension for inhalation by nebulizer, 2 ml single-dose container",1.0
acute laryngitis and tracheitis,0.25
other physical therapies,0.2
"tixocortol pivalate, 1% nasal powder",0.2
"ebastine 10 mg (labo biogaran), orodispersible tablets",0.75
"bilastine 10 mg (bilaska), orodispersible tablets",0.2
nasal septoplasty,0.1
"anomalies of respiratory system, congenital",0.1
fx26% positivity,0.0
"bilastine 20 mg (bilaska), tablets",0.25
mel ige positive detail,0.25
symptoms involving head and neck,0.1
chronic tonsillitis and adenoiditis,0.1
intranasal polypectomy,0.2
bilateral total ethmoidectomy by endoscopy,0.1
fx28 research,0.0
research,0.0
other upper respiratory disease,0.25
"bilateral total ethmoidectomy with nasal septoplasty, by endoscopy",0.1
"naabak (spaglumic acid) 4.9%, eye drops",0.0
e5 dog,0.0
research and development,0.0
"respiratory failure, insufficiency, arrest",0.25
"multicrom 2%, eye drops, single-dose container 0.3 ml",0.0
the cat,0.0
pcr for s. pneumoniae in bal fluid,0.1
other pulmonary inflamation or edema,0.45
ketotifen,0.85
timothy grass allergen g6,0.75
"tiotropium - spiriva respimat, 2.5 mcg/dose, inh sol, 60 dose bottle",0.85
alternaria alternata mold,0.75
acute and chronic tonsillitis,0.05
"mometasone 50 mcg/dose (arrow lab), nasal spray suspension, bottle 140 doses",0.25
endoscopic intrabronchial valve placement,0.25
suppurative and unspecified otitis media,0.05
bal pcr s.pneumo,0.2
allergen,0.75
cystitis,0.0
narcotics,0.05
cough effort,0.25
apnea,0.25
lobster,0.0
chronic cough,0.65
neupogen,0.0
sterilization,0.0
pca medication,0.2
viral enteritis,0.0
aspirin,0.05
po intake,0.0
atropine,0.1
duodenitis,0.0
aspiration site,0.05
thyroiditis,0.0
cerave,0.0
mastodynia,0.0
eribulin,0.0
neuro symptoms,0.05
body height,0.0
bowel sounds,0.0
dislocation,0.0
phobia,0.1
other eye problems,0.0
midodrine,0.0
antivirals,0.1
bursitis,0.0
psa,0.0
pulmonary heart disease,0.2
pulmonary function testing,0.85
regional enteritis,0.0
persistent vomiting,0.05
anesthesia,0.05
pathology,0.1
hemolysis,0.0
lyme disease,0.0
duration time 1,0.0
menthol,0.2
anorexia,0.05
intubation,0.3
smoking history,0.25
blood ur,0.0
epres,0.0
beta tester,0.0
difficulty in walking,0.05
need for isolation,0.05
intubated,0.3
patient body temperature,0.0
ribavirin,0.01
heart valve disorders,0.0
appearance,0.0
impella position,0.0
living situation,0.0
airway location,0.2
prevacid,0.0
myelemia,0.0
urine urea,0.05
colon cancer,0.0
inhibition percentage,0.05
barometric pressure,0.1
septicemia,0.0
airway problems,0.75
pain present,0.05
traumatic amputation,0.0
anca test,0.1
polys,0.1
restlessness,0.2
ventilator,0.5
down syndrome,0.0
farr test,0.1
v-neck,0.0
t3 duration,0.05
trach care,0.1
unasyn,0.0
joint effusions,0.05
csf tracking,0.0
lumbar,0.0
aso,0.0
latent tuberculosis,0.05
psoriasis,0.0
myopia,0.0
myocarditis,0.05
furosemide,0.1
diuretics,0.1
digoxin,0.0
morphine,0.0
sepsis,0.0
bronchial,0.85
cocaine,0.0
methamphetamine,0.0
insulin,0.0
respiratory,0.5
marijuana,0.1
methadone,0.05
cannabis,0.1
prolactin,0.05
gout,0.0
atherosclerosis,0.0
aldosterone,0.05
cotinine,0.1
etanercept,0.1
leptin,0.05
hypothyroidism,0.0
hypoglycemia,0.0
calcitonin,0.05
isoproterenol,0.85
influenza,0.1
medication,0.5
hyperglycemia,0.05
haloperidol,0.0
alport,0.0
dopamine,0.0
cd2,0.0
estrogen,0.0
levodopa,0.0
rsv,0.1
ketamine,0.1
losartan,0.1
histamine,0.25
endometriosis,0.0
cachexia,0.05
clozapine,0.0
appetite,0.0
doxorubicin,0.0
Blood,0.0
tacrolimus,0.1
airway type,0.2
respiratory abnormalities,0.65
chest,0.2
breaths,0.1
ambulatory aid,0.1
nebulizer,0.85
respiratory arrest,0.25
inhaler,1.0
bronchoscopy,0.5
respiratory supplies,0.5
aerosol vector air,0.1
respiratory complications,0.65
invasive ventilation,0.5
allergy prescription communication,0.25
cough assist,0.4
rigid bronchoscopy,0.25
medications,0.5
sputum source,0.25
incentive spirometry,0.25
diagnosis,0.0
acute cough,0.65
breatherite,0.85
ventilation measurement,0.65
eosinophilic asthma,1.0
analysis,0.0
respiratory effort,0.25
medication prescribed,0.75
respiratory signs and symptoms,0.75
current dyspnea assessment,0.85
internal communication allergy,0.25
activity,0.1
formula,0.0
drain,0.0
therapeutic actions,0.1
analyses,0.0
device,0.0
ventilation mode,0.2
respiratory pattern,0.25
acute pulmonary heart disease,0.25
cough type,0.25
assist device,0.1
respiratory culture,0.2
treatment,0.5
inspiratory ratio,0.25
wood dust,0.25
speech,0.0
audit,0.0
tablet,0.0
equipment,0.1
sputum consistency,0.25
ventilation rate,0.25
par-respiration,0.2
viral pneumonia,0.1
ed,0.0
dimension,0.0
state,0.0
cough reflex,0.25
context,0.0
ana comment,0.0
resolution,0.0
cough/deep breath,0.25
"cough, unspecified",0.5
resp alarm - high,0.2
chest pain,0.25
respiratory insufficiency,0.65
painful respiration,0.65
bronchitis and asthma without cc/mcc,1.0
aspergillosis,0.2
extrinsic allergic alveolitis,0.25
dependence on respirator [ventilator] or supplemental oxygen,0.25
resp alarm - low,0.1
bronchial challenge test with a bronchoconstrictor agent or physical factor during a pulmonary function test,0.85
exposure to air pollution,0.65
pulmonary congestion and hypostasis,0.2
hyperventilation,0.25
arteritis nos,0.0
airway size (mm),0.1
angina pectoris,0.0
arrhythmia (cardiac) nos,0.0
hypertension,0.0
nasal congestion,0.25
lung disease due to external agents,0.5
breathing pattern/effort,0.65
"adverse effect: substances acting on the respiratory system, others and unspecified",0.65
breaths setting,0.1
sputum amount,0.25
abnormal sputum,0.75
respiratory infections and inflammations with mcc,0.45
tobacco use,0.3
hemoptysis,0.25
symptoms involving respiratory system and other chest symptoms,0.75
high sensitivity carbon dioxide,0.1
"nebulization of therapeutic agent for bronchial use [aerosol] with monitoring of oxygen saturation by transcutaneous measurement [spo2] and monitoring of heart rate, for at least 2 hours",1.0
hidradenitis,0.0
alcoholism,0.0
idiopathic fibrosing alveolitis,0.1
current smoker,0.25
rheumatoid arthritis,0.0
pulmonary artery pressure alarm - high,0.1
"acquired absence of organ, lung",0.1
cancer within the respiratory system,0.1
torticollis,0.0
"eosinophilia, unspecified",0.25
albuterol 0.083 in 3ml ns (via upmc dme),1.0
eosinophil,0.65
allergic purpura,0.1
eosinophils,0.65
ovalbumin ige,0.25
eosinophilia,0.65
title,0.0
mast cells,0.25
ige allergen ovalbumin,0.65
prednisolone,0.85
l,0.0
fve title,0.0
tuberculosis,0.0
immunology,0.25
nomenclature,0.0
other,0.0
i,0.0
eosinophils %,0.25
peanut allergy,0.1
**hapt,0.0
see below,0.0
s comment,0.0
cortisone,0.75
p comment,0.0
clinical info,0.0
other eosinophilia,0.65
cystic fibrosis,0.1
ige allergen helminthospore,0.25
t comment,0.0
section,0.0
therapy,0.25
eosinophil %,0.3
absolute eosinophils,0.25
risk,0.1
0.4,0.0
"allergen, interpretation",0.65
"ige  dust mite,d.frn",0.85
cardiovascular,0.05
prot asthma pf 1/4,1.0
prot p.asthma f 1/4,1.0
family history of asthma and other chronic lower respiratory diseases,0.85
anxiety,0.1
=albuterol,1.0
proair,1.0
myasthenia gravis,0.0
azelastine / fluticasone,1.0
apremilast,0.0
singulair,1.0
acne aestivalis,0.0
roflumilast,0.85
autism,0.0
bronchial wash amylase,0.2
azelastine nasal product,0.65
family history of other chronic respiratory conditions,0.25
albuterol-ipratropium,1.0
"montelukast, 10 mg tablet",1.0
other diseases of lung,0.5
ige allergen latex,0.25
measles,0.0
azelastine / fluticasone nasal product,0.75
anti-dust mite,0.75
betaxolol,0.1
alclometasone,0.85
montelukast 10 mg oral tablet,1.0
house dust mite,0.75
ige allergen peanut,0.25
abnormal chest sounds,0.65
chronic obstructive pulmonary disease with cc,0.25
"bambuterol - oxeol, 10 mg tablets",0.85
combivent,1.0
second hand tobacco smoke,0.65
bronchopneumonia and lung abscess,0.2
dextromethorphan-guaifenesin,0.25
guaifenesin,0.25
alpha 1 antitrypsin mutation,0.1
r.pcr.c.pneumoresp,0.25
comment(pcr b.per),0.0
olodaterol,0.85
lolium perenne ab.ige.rast class,0.25
indacaterol,0.9
r.pcr.m.pneumoorl,0.2
occupational exposure to dust,0.25
bordetella pertussis,0.1
smooth muscle ab,0.1
influenza a by pcr,0.05
oxygen flow rate l/min,0.25
arformoterol,0.9
r.pcr.b.pertusorl,0.1
influenza a antigen (point of care),0.05
influenza b by pcr,0.05
legionella pneumophila ag,0.05
aclidinium,0.85
spiriva,0.9
umeclidinium / vilanterol,0.9
how.pcr c.pneu,0.25
orthopnea,0.65
disorders of diaphragm,0.1
hypoventilation,0.25
carvedilol,0.05
asphyxia and hypoxemia,0.75
isoflurane,0.1
septic shock,0.0
other cardiomyopathy,0.05
thiopental,0.0
metaproterenol,1.0
myocardial infarction,0.0
aminophylline,0.85
dizziness and giddiness (light-headedness and vertigo),0.1
propafenone,0.0
personal history of allergy to medicinal agents,0.2
cardiogenic shock,0.0
primary pulmonary hypertension,0.1
acidosis,0.2
dexamethasone,0.65
hypertensive heart disease,0.0
hyperhidrosis,0.05
"other diseases of respiratory system, nec",0.25
disorders of the autonomic nervous system,0.1
secondary diabetes mellitus,0.0
alpha-1-antitrypsin deficiency,0.1
alcohol-related disorders,0.0
primary/intrinsic cardiomyopathies,0.0
potassium iodide,0.01
other ill-defined and unknown causes of morbidity and mortality,0.1
cyproheptadine,0.1
bethanechol,0.1
pyelonephritis,0.0
arterial blood gases,0.25
abnormal results of function study of pulmonary system,0.75
unstable angina (intermediate coronary syndrome),0.0
atrial fibrillation,0.0
flunisolide,0.9
"hiv infection, symptomatic",0.0
voice disturbance,0.1
fluticasone / vilanterol,1.0
aspergillus niger ige,0.25
neomycin / polymyxin b / prednisolone,0.25
total partial pressure of carbon dioxide,0.1
total partial pressure of oxygen,0.1
house dust greer ige,0.75
shunt assessment lab test,0.05
streptococcus pneumoniae ab,0.05
adenovirus dna,0.05
budesonide / formoterol / glycopyrronium,1.0
fluticasone topical product,0.2
beclomethasone nasal product,0.25
fluticasone / umeclidinium / vilanterol,1.0
mometasone topical product,0.2
flunisolide nasal product,0.25
budesonide nasal product,0.25
fluticasone nasal product,0.25
mometasone nasal product,0.25
oxyhemoglobin concentration,0.1
other laboratory: sulfatide sulfate,0.05
albuterol_.83_mg/ml_3_ml_sol,1.0
other disorders of liver,0.0
abnormal findings examination of lungs,0.65
other symptoms,0.1
chlorpheniramine,0.75
short stature,0.05
shock,0.05
disease of capillaries,0.05
iddm patient ql,0.1
budesonide 0.5mg/unit dose (via upmc dme),0.85
upper resp disease profile,0.4
avocado (persea americana) ige,0.25
tryptase level test,0.1
azelastine ophthalmic product,0.1
prescription date,0.0
eosinophilic esophagitis,0.1
plasma histamine,0.25
oyster (ostrea edulis) ige,0.2
upper respiratory allergy region 1,0.25
rye (secale cereale) ige,0.2
aspergillus fumigatus ab.ige.rast class,0.25
peach (prunus persica) ige,0.25
strawberry (fragaria vesca) ige,0.1
pineapple (ananas comosus) ige,0.2
histamine assay,0.25
Amoxicillin IgE,0.1
tryptase,0.1
e204 alb. cow serum,0.05
dermatophagoides farinae ab.ige.rast class,0.25
cynodon dactylon ab.ige.rast class,0.1
common pigweed ige,0.65
wheat (triticum aestivum) ige,0.25
cat dander ab.ige.rast class,0.85
formoterol fumarate,1.0
or received,0.0
isoetharine,0.85
bacterial pneumonia,0.1
albuterol 0.833 mg/ml / ipratropium bromide 0.167 mg/ml inhalation solution,1.0
"tiotropium / olodaterol - spiolto respimat, 2.5 mcg/2.5 mcg/dose, inh sol, bottle 60 doses",0.85
device efficiency percentage,0.0
neuronal nuclear ab,0.0
sars-cov-2 (covid-19) ab,0.1
ionized calcium,0.05
l-methylfola tab 15mg,0.05
influenza a virus a/north carolina/04/2016 (h3n2) antigen / influenza a virus a/singapore/gp1908/2015 (h1n1) antigen / influenza b virus b/iowa/06/2017 antigen / influenza b virus b/singapore/inftt-16-0610/2016 antigen,0.0
2282 del4 polymorph,0.05
sperm survival test,0.0
expected turnaround time (karyotyping),0.0
closed reduction and internal fixation of fracture or epiphyseal detachment of the proximal end of the tibia or both bones of the leg,0.0
unspecified overexertion and strenuous and repetitive movements or loads,0.1
conclusion,0.0
ornithine,0.0
troponin t.cardiac,0.0
uranium sodium,0.0
spermatozoa.normal/100 spermatozoa,0.0
denaturation,0.0
ige allergen sheep sorrell,0.25
"dpca balance, 1.5% glucose, ca 1.75, ph=7, 2l stay-safe (ref f00007858)",0.0
mgb comments,0.0
=sodiumthiosulfate,0.0
"parenteral nutrition: clinimix n14 g30, 2 l bag",0.0
heterophile ab,0.05
conivaptan,0.05
cashew nut,0.1
flow (vad),0.05
