desc,gpt4
panniculitis,0.1
diaper,0.0
pouch,0.1
gluten ige,0.1
injector,0.0
viscosity,0.0
suberate,0.0
irrigator,0.0
flex-all,0.0
bursitis,0.0
bile acid,0.1
suberate/creatinine,0.0
ige,0.0
unna flex,0.0
vascular insufficiency of intestine,0.1
dinutuximab,0.0
ileostomy status,0.5
gastroparesis,0.0
pancreatin,0.1
nausea and vomiting,0.2
intramuscular immunoglobulin,0.1
inflammatory bowel disease and other gastroenteritis and colitis,0.75
chronic vascular insufficiency of intestine,0.1
acute vascular insufficiency of intestine,0.1
eosinophilic esophagitis,0.0
ulcerative colitis (chronic),0.0
"esophagitis, gerd and related diseases",0.0
barrett's esophagus,0.0
angiodysplasia of intestine (without mention of hemorrhage),0.1
gerd,0.0
intestinal infection due to protozoa,0.1
persistent vomiting,0.2
iep (group:siep),0.0
intestinal infection due to c. difficile,0.1
"lactase, tissue (group:lactase-tiss)",0.1
"leukocytes, stool report",0.4
erythematosquamous dermatosis,0.1
erythema nodosum,0.4
pulmonary collapse; interstitial and compensatory emphysema,0.0
sucrase,0.0
interpretation (intestinal biopsy) (group:intbiop),0.75
heartburn,0.1
ulmus americana ab.ige.rast class,0.0
phosphatase alkaline intestine,0.1
immunologist review,0.0
control antibody index,0.1
uri kleen,0.0
intestinal disaccharidase deficiencies and disaccharide malabsorption,0.1
spep + immunoglob (group:iep),0.1
"gastritis and duodenitis, nos",0.0
ulcer of esophagus,0.1
cladosporium herbarum ab.ige.rast class,0.0
polyglandular activity in multiple endocrine adenomatosis,0.0
chronic obstructive asthma with exacerbation,0.0
prurigo and lichen,0.0
platanus acerifolia ab.ige.rast class,0.0
plantago lanceolata ab.ige.rast class,0.0
asthma with exacerbation,0.0
iris germanica var florentina ab.ige.rast class,0.0
complication of colostomy or enterostomy,0.25
flatulence,0.1
interpretation (rast) (group:irast),0.0
rumex acetosella ab.ige.rast class,0.0
rast panel/testing (group:rastp),0.1
blatella germanica ab.ige.rast class,0.0
toxic erythema,0.0
nonspecific abnormal findings in stool contents,0.2
gastritis and duodenitis,0.0
noninfectious gastroenteritis,0.5
adapt,0.0
pigweed common ab.ige.rast class,0.0
interpretation (lupus) (group:lupint),0.0
casein ab.ige.rast class,0.1
interstitial emphysema and related conditions of newborn,0.0
latex ab.ige.rast class,0.0
setomelanomma rostrata ab.ige.rast class,0.0
positive occult blood control test,0.25
blood in stool,0.5
amphetamine resin complex,0.0
total platelet binding receptor b reporting limit,0.0
abnormal serum enzyme levels,0.2
cynodon dactylon ab.ige.rast class,0.0
amylase / cellulase / lipase / protease,0.1
nutritional marasmus,0.1
ambrosia elatior ab.ige.rast class,0.0
negative occult control,0.1
infusion and transfusion reaction,0.1
systemic inflammatory response syndrome (sirs),0.1
pancreatic enzyme panel (group:penzp),0.1
lolium perenne ab.ige.rast class,0.0
poa pratensis ab.ige.rast class,0.0
ailanthus altissima ab.ige.rast class,0.0
acute bronchospasm,0.0
infliximab (group:inflixmab),0.9
infliximab,0.9
vedolizumab,0.95
mercaptopurine,0.75
adalimumab (group:adalmmb),0.9
interpretation (infliximab) (group:inflmb-int),0.75
proctoscopy and anorectal biopsy,0.25
adalimumab,0.95
infliximab ab,0.75
thiopurine methyltransferase,0.5
certolizumab pegol,0.95
ustekinumab,0.75
ulceration of the lower gi tract,0.5
c reactive protein,0.5
6-thioguanine,0.75
other or lower gi therapeutic procedures,0.5
abdominal pain,0.4
crp (mg/l) (group:crpt),0.25
tpmt gene targeted mutation analysis,0.65
opium,0.0
budesonide,0.75
balsalazide,0.75
erythrocyte sedimentation rate,0.25
cholestyramine resin,0.25
personal history of diseases of digestive system,0.5
ferumoxytol,0.1
colestipol,0.1
hyoscyamine,0.25
azathioprine,0.75
atropine / diphenoxylate,0.25
mycobacterium tuberculosis stimulated gamma interferon esat-6 ag spot count,0.1
atrophic gastritis,0.0
intestinal obstruction without mention of hernia,0.25
metronidazole,0.75
selenium,0.0
sulfasalazine,0.75
pyoderma,0.1
hemorrhage of rectum and anus,0.2
iron deficiency anemias,0.25
manganese,0.0
"iron deficiency anemias, unspecified or not due to blood loss",0.25
"upper gastrointestinal endoscopy, biopsy",0.25
dicyclomine,0.25
vitamin d+metabolites,0.2
diatrizoate,0.25
lactoferrin,0.4
zinc (ug/ml) (group:zn),0.05
cefixime,0.1
mycobacterium tuberculosis stimulated gamma interferon release by cd4+ t-cells,0.1
zinc,0.0
iron deficiency anemia secondary to blood loss (chronic),0.25
mitogen stimulated gamma interferon,0.25
mycobacterium tuberculosis tuberculin stimulated gamma interferon,0.1
iron binding capacity,0.2
clostridioides difficile glutamate dehydrogenase,0.1
deprecated cyanocobalamin.true ser-mcnc,0.2
hydrocortisone,0.75
ergocalciferol,0.1
iron,0.1
iron sucrose,0.25
peritoneal adhesions (postoperative) (postinfection),0.2
golimumab,0.75
tissue transglutaminase iga,0.1
severe protein-calorie malnutrition,0.25
hydrocortisone / pramoxine,0.4
other non-or lower gi therapeutic procedures,0.5
mycobacterium bovis tuberculin stimulated gamma interferon-control stimulated gamma interferon,0.1
25-hydroxyvitamin d3,0.25
loperamide,0.75
ciprofloxacin,0.25
"pouch,ostomy",0.4
"paste,stomahesive",0.1
oral wafer,0.1
"belt,ostomy",0.5
"barrier,ostomy",0.5
other inflammatory spondylopathies,0.25
ankylosing spondylitis,0.25
diverticulosis and diverticulitis,0.0
adhesive remover,0.05
durahesive wafer,0.25
"lubricant,deodorant",0.05
giardia lamblia ag,0.1
"clamp,bag",0.05
stomahesive powder,0.65
gastrojejunal ulcer,0.1
"colostomy, temporary and permanent",0.5
convex insert,0.0
abnormal findings on exam of gastrointestinal tract/ abdominal area,0.2
ventral hernia,0.1
hidradenitis,0.0
clostridioides difficile,0.1
"disorders secondary to childbirth, surgery, trauma",0.1
disorders of sweat glands,0.0
deodorant,0.0
stomahesive wafer,0.65
clostridioides difficile toxin genes,0.1
incisional hernia,0.1
"malignant neoplasm of rectum, rectosigmoid junction, and anus",0.0
pelvic inflammatory disease (pid),0.0
other local infections of skin and subcutaneous tissue,0.0
lower gastrointestinal x-ray,0.5
barrier,0.0
"excision, lysis peritoneal adhesions",0.25
psoriatic arthropathy,0.1
ct scan abdomen,0.5
olsalazine,0.75
"pouch,urostomy",0.1
skin prep,0.0
cellulitis and abscess of trunk,0.1
total 25-hydroxy vitamin d concentration,0.25
no sting,0.0
ovarian cyst,0.0
inflammatory diseases of female pelvic organs,0.0
thiopurine methyltransferase result,0.5
vonicog alfa,0.0
human herpesvirus 6 quantitative whole blood,0.1
behcet's syndrome,0.2
von willebrand's disease,0.0
constitutional aplastic anemia,0.0
letermovir,0.0
"karyotype, single nucleotide polymorphism",0.1
desogestrel / ethinyl estradiol,0.05
parvovirus b19 dna,0.1
goserelin,0.05
hemoglobinuria,0.05
colesevelam,0.1
congenital coagulation defects,0.0
5'-nucleotidase,0.1
buffy coat for wright stain,0.1
norethindrone,0.1
6-methylmercaptopurine,0.75
leukocytes,0.1
thromboangiitis obliterans,0.0
norfloxacin,0.1
sodium ascorbate,0.1
"secretin human, synthetic",0.1
disease of capillaries,0.1
threatened premature labor,0.0
pneumocystis jiroveci dna,0.0
aluminum sulfate / calcium acetate,0.0
legionella pneumophila (serogroup 1),0.0
suvorexant,0.0
elastase.pancreatic,0.1
free hemoglobin,0.1
hemoglobin comments,0.1
ph,0.0
apremilast,0.75
disorder of skin and subcutaneous tissue nos,0.1
desogestrel,0.0
plecanatide,0.1
methylene blue smear,0.1
hemorrhoids,0.1
riboflavin,0.1
contact dermatitis and other eczema due to plants [except food],0.0
baker's yeast (saccharomyces cerevisiae) igg,0.4
baker's yeast (saccharomyces cerevisiae) iga,0.4
endometriosis,0.0
fidaxomicin,0.1
streptococcus pyogenes enzyme ab,0.05
infections of genitourinary tract during pregnancy,0.0
pneumocystis carinii stain report,0.0
fat,0.0
ova and parasites identified,0.1
polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,0.1
"immunoglobulins, intravenous",0.25
ferrous fumarate,0.25
human leukocyte antigen b27,0.25
stool white blood cells,0.45
zaleplon,0.0
dronabinol,0.25
hydroxychloroquine,0.1
gliadin igg,0.4
osmolality,0.1
fractional oxygenated hemoglobin point of care,0.05
fulvestrant,0.0
naratriptan,0.0
tuberculosis,0.1
gastrointestinal hemorrhage,0.5
elevated sedimentation rate,0.25
cobalamin,0.4
psoriasis vulgaris,0.0
poisoning/allergy of sulfonamides,0.0
cancer chemotherapy,0.1
poisoning by other anti-infectives,0.0
hematology studies,0.1
glucagon,0.05
psoriasis,0.0
ambrisentan,0.0
tramadol,0.1
gamma glutamyl transferase,0.1
peptic ulcer (excl. esophageal),0.1
psoriasis and related disorders,0.0
elevated c-reactive protein (crp),0.4
epstein barr virus capsid igg,0.1
tofacitinib,0.75
nonspecific findings on examination of blood,0.1
thalidomide,0.75
hepatitis b virus surface ag,0.0
triacylglycerol lipase,0.05
mineral deficiency nec,0.1
amylase,0.1
heterophile ab,0.0
varicella zoster virus igg,0.0
polyethylene glycol 3350 with electrolytes,0.1
basophils/100 leukocytes,0.1
eosinophils,0.2
eosinophils/100 leukocytes,0.1
neutrophils.segmented/100 leukocytes,0.1
neutrophils.band form/100 leukocytes,0.1
lymphocytes/100 leukocytes,0.1
monocytes/100 leukocytes,0.1
segmented neutrophils,0.1
neutrophils,0.1
lymphocytes,0.1
prednisone,0.75
saccharomyces boulardii,0.25
acute pancreatitis,0.0
tadalafil,0.0
protein-calorie malnutrition,0.25
"influenza virus vaccine, inactivated",0.0
phenol topical product,0.05
vitamin d deficiency,0.2
disorders involving the immune mechanism,0.25
treprostinil,0.0
purified protein derivative of tuberculin,0.1
abnormality of red blood cells,0.1
other symptoms involving abdomen and pelvis,0.2
allergy/adverse effect of penicillin,0.0
personal history of allergy to medicinal agents,0.0
vitamin deficiency,0.25
albumin,0.1
appendicitis,0.1
hemorrhage of gastrointestinal tract,0.4
appendiceal conditions,0.1
scopolamine,0.1
other specified gastritis,0.1
acute appendicitis,0.0
bismuth subgallate,0.0
other disorders of stomach and duodenum,0.1
propantheline,0.1
disorders of function of stomach,0.1
benign neoplasm of other parts of digestive system,0.0
nitazoxanide,0.1
reiter's disease,0.0
"malignant neoplasm of small intestine, including duodenum",0.0
pyelonephritis,0.0
acute gastritis,0.0
"complications of gastrostomy, colostomy and enterostomy",0.25
allergic purpura,0.0
bariatric surgery,0.05
hemorrhage from gastrointestinal ulcer,0.25
neoplasm of unspecified nature of digestive system,0.0
tegaserod,0.1
appendectomy,0.1
perinatal disorders of digestive system,0.1
TPMT gene targeted mutation analysis,0.1
mycobacterium tuberculosis stimulated gamma interferon,0.1
vitamin b-complex deficiencies,0.2
electrolytes/peg-3350,0.1
c-reactive protein,0.1
karaya gum,0.05
megaloblastic anemia,0.2
belt,0.0
"adhesive,medical",0.0
other vitamin b12 deficiency anemia,0.25
iron-binding capacity total,0.05
other disorders of peritoneum,0.2
filter_1.2_micron_-_chartwell,0.0
=vonwillebrand/ahffactor,0.0
amino_acid_5%/dextrose_20%_500_ml,0.1
tst/ppd,0.01
"other blood donor, stem cells",0.0
tmpt genotype,0.0
"herpes virus 6 dna, qualitative, pcr",0.05
nocardia culture,0.05
other physical and mental strain related to work,0.05
encounter for fitting and adjustment of partial artificial left leg,0.0
"twin gestation, dichorionic/diamniotic (two placentae, two amniotic sacs)",0.0
"htlv-ii rt-pcr, qual (mdx)(oo)",0.0
"htlv-i rt-pcr, qual (mdx)",0.05
insulin syrg mis 1ml/30g,0.0
vonwillebrandfactorrecomb1intlunit,0.0
"reducing substances, feces",0.2
"fungal culture, non blood",0.05
"1ml syr/need mis 26gx5/8""",0.0
attention to unspecified artificial opening,0.1
chartwell_cpn,0.0
amylase and lipase,0.1
cefuroxime,0.1
fentanyl,0.05
infusion drug therapy authorization,0.2
"drug monitoring, methadone metabolite with confirm, with medmatch, urine",0.05
"drug monitoring, fentanyl, with confirmation, urine",0.05
encounters for unspecified administrative purpose,0.0
thiopurine metabolite 6mp,0.2
fatemulsion20%100ml(smoflipid),0.1
long term (current) use of selective estrogen receptor modulators (serms),0.05
aripiprazole7.5mgtab(1/2of15mg),0.0
family history of malignant neoplasm of digestive organs,0.05
family history of other digestive disorders,0.1
"3ml ll syrng mis 25gx5/8""",0.0
"nicotinepolacrilexlozenge4mg,12ea",0.0
need for other prophylactic chemotherapy,0.1
"3ml ll syrng mis 26gx5/8""",0.0
=droperidol,0.05
humate-p(ahf/vonwillfctrcmplx)1intlunit,0.05
antenatal screening for fetal growth retardation using ultrasonics,0.0
stool sodium,0.1
ketamine10mg/mlcartridge30ml,0.0
ketamine_5_mg/ml_ns_cart_30_ml_(cabinet_use_only),0.0
plan summary,0.0
"multivitamin, prenatal",0.05
mayo miscellaneous specimen,0.05
prelim read pet/ct,0.1
discharge orders,0.0
reaction orders,0.05
stool potassium,0.1
intestinal bypass and anastomosis status,0.25
colon rectal surg schedule surgery,0.2
sample integrity,0.0
morphine,0.1
calcipotriene topical product,0.0
"benign neoplasm of eye, uveal",0.0
bullous dermatoses,0.05
folate,0.1
schizoid personality disorder,0.0
"abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)",0.05
desonide topical product,0.1
arthropathy associated with other disorders classified elsewhere,0.1
Pathology study,0.2
other nonspecific findings on examination of urine,0.0
varicella zoster virus ab,0.05
gastric ulcer,0.05
infective connective tissue disorders,0.05
cellulitis and abscess of oral soft tissues,0.0
Disaccharidases,0.1
bifidobacterium/lactobacillus,0.1
"cancer of other lymphoid, histiocytic tissue",0.05
calculus of ureter,0.0
epstein barr virus nuclear ab,0.05
epstein barr virus nuclear igg,0.05
neomycin,0.2
lidocaine-sodium bicarbonate,0.05
hepatitis b virus surface ab,0.05
epstein barr virus capsid igm,0.05
diseases of lips,0.0
epstein barr virus early diffuse igg,0.05
epstein barr virus early igg,0.05
epstein barr virus early ab,0.05
meningococcal group b vaccine,0.0
"persons with potential health hazards related to socioeconomic, psychosocial, and other circumstances",0.05
"symptoms concerning nutrition, metabolism, and development",0.25
rheumatoid arthritis,0.05
fever of unknown origin,0.2
diseases of pancreas,0.05
lupus (localized and systemic),0.05
"peptic ulcer, site unspecified",0.1
diaphragmatic hernia,0.05
adverse effects of antibacterials (not penicillins),0.1
allergic reaction to food,0.1
other headache syndromes,0.0
tachycardia nos,0.05
sciatica,0.0
allergic rhinitis,0.0
esophageal bleeding (varices/hemorrhage),0.05
degeneration of intervertebral disc,0.0
septicemia,0.1
substance addiction and disorders,0.0
personal history of diseases of blood and blood-forming organs,0.05
urinary tract infection,0.0
myalgia and myositis unspecified,0.05
other immunological findings,0.1
"poisoning by analgesics, antipyretics, and antirheumatics",0.05
heart failure with reduced ef [systolic or combined heart failure],0.0
other disorders of biliary tract,0.05
chronic pain syndrome,0.1
anorexia,0.25
liver replaced by transplant,0.0
shock,0.05
disorders of plasma protein metabolism,0.1
"hiv infection, symptomatic",0.05
gout,0.05
adjustment reaction,0.0
migraine,0.0
h. pylori,0.05
sepsis,0.1
urinary calculus,0.0
posttraumatic stress disorder,0.0
other infectious and parasitic diseases,0.1
candidiasis,0.05
other abnormal blood chemistry,0.1
acute renal failure,0.1
rash and other nonspecific skin eruption,0.1
myocardial infarction,0.0
acid-base balance disorder,0.1
cancer of kidney and renal pelvis,0.0
back pain,0.05
osteoporosis,0.05
deep vein thrombosis [dvt],0.05
pulmonary heart disease,0.0
acute pain,0.2
aicd generator procedures,0.0
acquired absence of intestine (large) (small),0.2
1 ml hydromorphone hydrochloride 1 mg/ml cartridge,0.05
acquired absence of organs,0.05
inflammatory bowel disease with mcc,0.85
sedimentation rate,0.1
pentasa,0.9
asacol,0.85
loperamide hydrochloride 2 mg oral capsule,0.25
konsyl,0.1
atropine sulfate 0.025 mg / diphenoxylate hydrochloride 2.5 mg oral tablet,0.1
cryoglobulin,0.1
other venous embolism and thrombosis,0.05
metamucil,0.1
major small and large bowel procedures with cc,0.65
chronic pain,0.1
100 ml metronidazole 5 mg/ml injection,0.1
major small and large bowel procedures with mcc,0.65
calcium chloride 0.0014 meq/ml / potassium chloride 0.004 meq/ml / sodium chloride 0.103 meq/ml / sodium lactate 0.028 meq/ml injectable solution,0.1
gastrointestinal obstruction with cc,0.65
hydromorphone hydrochloride 2 mg oral tablet,0.05
oxycodone hydrochloride 5 mg oral tablet,0.05
1 ml hydromorphone hydrochloride 2 mg/ml cartridge,0.05
hypovolemia,0.1
ondansetron 4 mg disintegrating oral tablet,0.1
paroxysmal supraventricular tachycardia,0.0
anxiety disorder,0.0
long-term (current) use of steroids,0.65
prednisone 10 mg oral tablet,0.25
metronidazole 500 mg oral tablet,0.2
percutaneous cardiovascular procedures with drug-eluting stent without mcc,0.0
permanent pacemaker mode,0.0
glucocorticoid deficiency,0.1
other digestive system diagnoses with cc,0.5
blue top hold,0.0
vitamin b12,0.1
2 ml ondansetron 2 mg/ml injection,0.1
duloxetine 30 mg delayed release oral capsule,0.05
zeasorb,0.0
200 ml ciprofloxacin 2 mg/ml injection,0.1
"iron binding capacity, total",0.1
transferrin,0.05
"esophagitis, gastroenteritis and miscellaneous digestive disorders without mcc",0.25
cymbalta,0.0
glucose,0.0
prednisone 20 mg oral tablet,0.25
"tissue transglutaminase ab, iga",0.1
acidosis,0.1
abilify,0.0
oxycodone hydrochloride 1 mg/ml oral solution,0.05
light green top hold,0.0
major depressive disorder,0.0
ondansetron 4 mg oral tablet,0.1
1000 ml glucose 50 mg/ml / potassium chloride 0.02 meq/ml / sodium chloride 4.5 mg/ml injection,0.1
anemia of chronic disease,0.2
circulatory disease nec,0.0
"cardiac defibrillator implant with cardiac catheterization with ami, hf or shock without mcc",0.0
unable to assess nutrition / education,0.1
lipase,0.05
green top hold (plasma),0.0
dicyclomine hydrochloride 10 mg oral capsule,0.25
creatinine,0.05
calcium carbonate 500 mg chewable tablet,0.05
"heparin sodium, porcine 5000 unt/ml injectable solution",0.05
depression,0.0
uhold,0.0
urea nitrogen,0.05
vasopressin (usp) 20 unt/ml injectable solution,0.0
major hip and knee joint replacement or reattachment of lower extremity with mcc or total ankle replacement,0.0
elevated white blood cell count,0.3
1 ml ketorolac tromethamine 30 mg/ml injection,0.05
ciprofloxacin 500 mg oral tablet,0.1
hyposmolality and/or hyponatremia,0.2
"hcg, urine, qualitative",0.0
amoxicillin 875 mg / clavulanate 125 mg oral tablet,0.1
vitamin b12 1 mg/ml injectable solution,0.1
advair,0.0
magnesium oxide 400 mg oral tablet,0.05
brittany towers,0.0
arthropathy in crohn's disease (k50-$),0.85
total colonoscopy with ileocecal valve intubation,0.75
induced currents,0.0
therapeutic actions,0.1
centri.daily.48h/off,0.0
dilation of an ileal stenosis by ileoscopy,0.85
"infliximab - remsima, 120 mg/1 ml inj pen",0.85
dilation of a colonic and/or rectal stenosis by endoscopy,0.25
centrifuge,0.0
arthropathy in ulcerative colitis (k51-$) - ankle and foot joints,0.2
centrifugal,0.0
anti-infliximab antibodies,0.75
juvenile arthritis in crohn's disease (k50-$) - site unspecified,0.85
histopathological examination of biopsies of an anatomical structure with mapping,0.65
pharmacy,0.0
"ustekinumab - stelara, 130 mg/26 ml inj",0.85
"adalimumab - amgevita, 40 mg/0.8 ml pen",0.85
ileal enteroscopy [ileoscopy],0.75
ambient temperature: 22°<48hours-20°c,0.0
palindromic rheumatism,0.05
ibd covid monitoring,0.25
covid ibd prot day 0,0.2
"complete exploration of the colon after right colectomy, by endoscopy",0.2
"total colectomy with rectal preservation, without restoration of continuity, by laparoscopy or laparotomy with preparation by laparoscopy",0.65
mici cov prot exit,0.1
prot prom9535 v1>7,0.0
family history of hepatobiliary and pancreatic diseases,0.05
prot reprevio v3 4 5,0.0
"intermittent hydarthrosis - hip, sacroiliac joints",0.05
comment 9tgnp,0.0
confirmed pregnancy,0.0
prot regain inclusio,0.0
cervicogenic headache - cervical region,0.0
presence of intestinal diversion and anastomosis,0.25
pr chap ifb(1purp),0.0
6-thioguanine pediatric,0.2
histopathological examination of staged biopsies from 2 anatomical structures,0.25
dilation or incision of anorectal stenosis,0.1
biopsy and/or cytological brushing of the digestive tract wall or biliopancreatic duct during a diagnostic endoscopy,0.65
"para-aminosalicylic acid 2 g (quadrasa), powder for rectal solution, bottle 4.2 g",0.1
sigmoidoscopy,0.25
modulen ibd box 400g,0.85
partial colonoscopy beyond the sigmoid colon,0.3
"risankizumab 90 mg (skyrizi), inj sol, syr 1 ml",0.75
risankizumab - skyrizi 300mg (90mg/ml) iv inf. sol. vial (eap),0.75
symptomatic menopause,0.0
fecal calprotectin,0.25
anatomopathological examination of intestinal resection specimen for chronic inflammatory bowel disease [ibd],0.85
"total colonoscopy with visualization of the cecal base, without crossing the ileocecal valve",0.65
tailorx protocol follow-up,0.0
interpretation,0.0
biopsy for biological analysis during a diagnostic endoscopy of the digestive tract,0.75
coloration and/or tattooing of the digestive tract wall during diagnostic endoscopy,0.2
pilonidal cyst,0.05
prot regain s8 > m12,0.0
"right colectomy with continuity restoration, by laparoscopy or laparotomy with preparation by laparoscopy",0.75
"adalimumab - amgevita, 20 mg/0.4 ml injection",0.85
secukinumab,0.2
"adalimumab - humira, 80 mg/0.8 ml inj pen",0.85
achilles tendonitis - ankle and foot,0.0
antineoplastic and immunosuppressive drugs causing adverse effects,0.1
tpmt gene conclusion,0.05
tpmt nota bene: tpmt please note,0.0
tpmt therapeutics,0.1
chemotherapy,0.1
histopathological examination of staged biopsies from 3 anatomical structures,0.25
pain in joint,0.1
"secondary proctectomy by laparoscopy with ileoanal anastomosis via the transanal route, after initial total colectomy",0.85
enteric/fecal pcr,0.25
therapeutic enterotomy via laparotomy,0.25
laparoscopic enterostomy,0.25
enteric/liquid pcr,0.2
enteric/secretory pcr,0.1
cutaneous enterostomy by laparotomy,0.2
enteric/lba pcr,0.2
enteric/biopsy pcr,0.25
enteric/stool pcr,0.25
laparoscopic bypass enterostomy,0.25
enteric/eco2 pcr,0.1
enteric/plasma pcr,0.2
bypass enterostomy by laparotomy,0.25
enteric/environmental pcr 2,0.2
enteric/liquid biopsy pcr,0.25
exploratory enterotomy via laparotomy,0.65
enteric pcr test,0.25
intestinal bypass or anastomosis status,0.2
duodenal exclusion by laparotomy,0.2
intraoperative jejunal and/or ileal enteroscopy,0.65
enteric pathogens pcr,0.25
gi prophy,0.1
enteric anus pcr,0.1
enteric/environmental pcr 3,0.2
pump_enteral,0.2
ileoconduit,0.1
fecal bag,0.2
respiratory and gastrointestinal pcr,0.1
gastrim prot,0.1
prot itac stools,0.1
stool pcr,0.1
small bowel enteroscopy,0.65
rectal tube,0.1
mucinex,0.0
id° ena,0.0
stool,0.1
expallgttca,0.0
rotavirus pcr,0.1
jejunoscopy,0.25
nutrition,0.2
Oligosaccharides pattern,0.1
stool culture,0.1
special diet,0.2
enteric/csf pcr,0.2
"microscopic colitis, unspecified",0.25
rec;enz;dig/liq amio,0.0
irritable bowel syndrome with mixed bowel habits [ibs-m],0.2
"intestinal adhesions [bands], with partial obstruction",0.25
"esophagitis, gastroenteritis and miscellaneous digestive disorders with mcc",0.25
"omezelis, cpr",0.1
megacomquant,0.0
gastroenteritis and colitis of unspecified origin,0.25
intestinal adhesions [bands] with complete obstruction,0.25
elim na,0.0
rouen,0.0
resistance insp,0.0
i rouen (1nico),0.0
nausea and vomiting (ciwa),0.25
reyataz,0.0
nausea and vomiting (cina),0.2
advocate     tes redicode,0.0
"tuberculosis of intestines, peritoneum, and mesenteric glands (a183)",0.1
biomol extra label,0.0
impact enteral (immunonut ne/hp),0.2
brand's reaction,0.05
euipo colomer,0.0
erythema in diseases classified elsewhere,0.1
acid maltase (acid alpha glucosidase) (pompe disease),0.05
renewable energy committee,0.0
protective enterostomy or cutaneous colostomy during intestinal resection with restoration of continuity,0.25
brest,0.0
paris nutri-soil,0.0
cerulyse,0.0
Betula verrucosa recombinant (rBet v) 1 Ab.IgE/IgE.total,0.05
infatrini peptisorb (semi-elemental en/pn),0.2
rle sensation,0.05
alkaline res l.bio,0.05
anti-riot,0.0
in nantes,0.0
i215 rapi m3 abeill,0.0
megacom1qual,0.0
"proctolog, cream",0.1
"esophagitis, unspecified without bleeding",0.05
transplant liver endothelialitis,0.05
ra hemorrhoidal cream,0.05
bio mol renewable energy committee,0.0
"colon exsufflation, by endoscopy",0.1
nutritional polyneuropathy (e40-e64$),0.1
"revaxis, srg",0.0
campylobacter jejuni ab,0.1
carditis,0.05
Norovirus Ag,0.1
enteric histolytica pcr,0.1
cholangitis,0.05
bacteria,0.1
Rotavirus Ag,0.1
glossitis,0.1
bronchitis,0.0
kappa,0.0
sacroiliitis nec,0.05
acute sinusitis,0.0
streptococcus,0.05
pericarditis,0.0
ostomy,0.3
reagin ab,0.05
neuronal nuclear type 1 ab,0.05
adenovirus,0.05
bacteria identified,0.2
thyroiditis,0.0
rectal suppository,0.1
1-methylhistidine,0.05
cont neb - med,0.05
ranitidine,0.1
symptom,0.1
streptococcus infection,0.05
rotavirus antigen report,0.1
lr,0.0
giardia sp ag,0.1
helicobacter pylori ag,0.1
norovirus genogroup ii,0.1
meningitis,0.0
ercp,0.05
Enterovirus identified,0.1
septic shock,0.1
cystitis,0.05
typhoid vaccine,0.05
enterotoxigenic escherichia coli,0.1
jejunal enteroscopy with ileal enteroscopy,0.85
"gastroenteritis and colitis of infectious origin, other and unspecified",0.25
complex regional/central pain syndrome,0.05
eastern equine encephalitis virus igg,0.0
eastern equine encephalitis virus igm,0.0
eastern equine encephalitis virus ab,0.0
encephalitis,0.0
western equine encephalitis virus igg,0.0
Rotavirus RNA,0.05
rotavirus eia && (oo),0.05
norovirus ii/e. coli pcr,0.1
