desc,gpt4
norepinephrine,0.75
hfe gene mutations tested for,0.1
abnormal tumor markers,0.1
citrulline/creatinine,0.0
ovalbumin ige,0.0
eszopiclone,0.5
chlamydia trachomatis igg,0.0
"gastrectomy, partial and total",0.0
follitropin,0.0
congenital coagulation defects,0.0
leukocytes,0.0
n-methylhistamine/creatinine,0.0
erythematosquamous dermatosis,0.0
base deficit,0.0
"inflammatory disease of cervix, vagina, and vulva",0.0
fine granular casts,0.0
lorazepam,0.75
oral aphthae,0.1
brucella sp igm,0.0
leukocyte phosphatase,0.0
glucose,0.1
glomerular filtration rate.predicted among blacks,0.0
glutamate decarboxylase 65 ab,0.1
other cns infection and poliomyelitis,0.0
desoximetasone,0.0
throat pain,0.1
painful respiration,0.2
clindamycin,0.0
carbon dioxide (poc) (group:co2-poc),0.0
mononuclear cells,0.0
"creatinine, time ur (mg/dl) (group:tu-cre)",0.0
hemoglobin o-arab/hemoglobin.total,0.0
simeprevir,0.0
human papilloma virus 16+18+31+33+35+45+51+52+56 dna,0.0
norbuprenorphine-glucuronide (group:norbup-gluc),0.0
brazil nut (bertholletia excelsa) ige,0.0
"tco2, cap, nicu (group:tco2cn)",0.0
alpha 1 antitrypsin,0.0
gas delivery source,0.0
drvvt,0.0
cyclosporine,0.0
cladosporium herbarum ige,0.0
open wounds of extremities,0.0
adenovirus ab,0.0
glucose-6-phosphate dehydrogenase,0.0
coarse granular casts,0.0
other diagnostic procedures on lung and bronchus,0.0
cardiac and circulatory congenital anomalies,0.0
"protein, timed urine (mg/tv) (group:utpmgtv)",0.0
specimen volume,0.0
"docusate / sennosides, usp",0.0
chlamydophila pneumoniae ab,0.0
guaifenesin / pseudoephedrine,0.0
infectious and parasitic complications affecting pregnancy,0.0
coagulation factor x activity actual/normal,0.0
stress fracture,0.1
alcoholic liver damage,0.25
nontraumatic compartment syndrome,0.0
hepatitis d virus ab,0.0
hct (bg) (group:hct bg),0.0
nausea and vomiting,0.2
creatinine dialysis fluid clearance,0.0
fat emulsion,0.0
penicillium notatum ige,0.0
primidone,0.0
fiber,0.0
deprecated c trach rrna xxx ql prb,0.0
sjogrens syndrome-b extractable nuclear ab,0.2
cocksfoot (dactylis glomerata) ige,0.0
"other diagnostic procedures (interview, evaluation, consultation)",0.5
deprecated mean glucose bld ghb est-acnc,0.0
tetrahydrocannabinol,0.2
ethanol,0.2
barbiturates,0.5
phencyclidine,0.2
oxazepam,0.75
choriogonadotropin,0.0
leptin,0.0
epithelial cells,0.0
bacteria,0.0
clue cells,0.0
yeast,0.0
m-chlorophenylpiperazine,0.75
ibuprofen,0.0
methamphetamine,0.5
6-monoacetylmorphine,0.0
benzoylecgonine,0.0
methadone,0.2
amphetamine,0.25
sleep related movement disorders,0.3
restless legs syndrome,0.25
migraine,0.25
ethanol (tox panel) (group:tox1),0.2
ats (tox panel) (group:tox2),0.1
barbiturates (tox panel) (group:tox3),0.2
benzo (tox panel) (group:tox4),0.2
tricyclics (tox panel) (group:tox5),0.75
other findings (tox) (group:otfi),0.1
develomental delays and disorders,0.25
nicotine polacrilex,0.1
barbiturates concentration,0.2
other signs and symptoms involving emotional state,0.75
other tests,0.0
"persons with potential health hazards related to socioeconomic, psychosocial, and other circumstances",0.75
drug screen creatinine concentration,0.0
"down syndrome interpretation, risk",0.2
persons encountering health services in circumstances related to reproduction,0.2
amphetamine resin complex,0.2
venlafaxine hydrochloride,1.0
medication organizer,0.0
cetyl lactate,0.0
"other diagnostic procedures, female organs",0.0
mammography,0.0
phenylpropanolamine,0.0
choriogonadotropin (pregnancy test),0.0
deprecated cyanocobalamin.true ser-mcnc,0.0
buprenorphine,0.25
hydromorphone,0.0
17-hydroxypregnenolone,0.2
ovarian dysfunction,0.2
other endocrine disorders,0.2
disorders of the autonomic nervous system,0.2
other headache syndromes,0.2
palpitations,0.3
irritable bowel syndrome,0.25
abnormal findings on mammogram or breast exam,0.0
lump or mass in breast,0.0
other nonmalignant breast conditions,0.0
inflammatory diseases of female pelvic organs,0.1
vaginitis and vulvovaginitis,0.0
disorders of menstruation and other abnormal bleeding from female genital tract,0.2
irregular menstrual cycle/bleeding,0.2
menopausal and postmenopausal disorders,0.3
symptomatic menopause,0.5
diseases of sebaceous glands,0.1
acne,0.0
myalgia and myositis unspecified,0.1
symptoms of the muscles,0.2
abnormal papanicolaou smear of cervix and cervical hpv,0.0
mild cognitive impairment,0.3
cervical intraepithelial neoplasia [cin] [cervical dysplasia],0.0
voice disturbance,0.2
benign mammary dysplasias,0.0
cystic mastopathy,0.0
ovarian cyst,0.0
papanicolaou smear of cervix or vagina with atypical squamous cells,0.0
interpretation (tox) (group:toxint),0.0
galactorrhea,0.1
hirsutism,0.2
other disorders of carbohydrate transport and metabolism,0.1
"rheumatism, unspecified and fibrositis",0.2
cocaethylene,0.0
cocaine+benzoylecgonine,0.2
urine cocaine test,0.1
chlamydia trachomatis and neisseria gonorrhoeae dna,0.0
chlamydia trachomatis+neisseria gonorrhoeae dna,0.0
chlamydia trachomatis+neisseria gonorrhoeae rrna,0.0
oxycodone quantitative analysis by gas chromatography-mass spectrometry,0.0
contact lens cleaning solution,0.0
tramadol concentration,0.1
urine oxycodone qualitative screening,0.0
ccs:998,0.0
ccs:999,0.0
african american,0.0
carboxy tetrahydrocannabinol,0.0
inr,0.0
fentanyl,0.0
leukocyte clumps,0.0
cotinine,0.0
naloxone,0.0
bifidobacterium longum,0.0
albiglutide,0.0
chamomile oil,0.0
aspirin / calcium carbonate,0.0
extrapyramidal disease and abnormal movement disorders,0.2
complex regional/central pain syndrome,0.25
valproic acid,0.75
sumatriptan,0.1
melatonin,0.2
clonidine,0.2
hypersomnia,0.7
dextroamphetamine,0.5
nicotine,0.2
lisdexamfetamine,0.25
methohexital,0.0
norclozapine,0.0
nordiazepam,0.2
chloral hydrate,0.2
amitriptyline+nortriptyline,0.75
diphenhydramine,0.1
other findings ii (tox) (group:otfii),0.0
clozapine+norclozapine,0.75
"nortriptyline, quantitative.",0.75
oxycodone,0.0
"thc/cannabinoids, urine (confirm) (group:uthccfm)",0.0
thiamine,0.0
chlordiazepoxide,0.5
pain in joint,0.2
acamprosate,0.5
cervicalgia,0.2
premenstrual tension syndromes,0.6
gabapentin,0.5
7-aminoclonazepam,0.0
toxic effect of (non-ethyl) alcohol and petroleum and other solvents,0.2
delirium dementia and amnestic and other cognitive disorders,0.4
delirium due to conditions classified elsewhere,0.25
mode,0.0
connector,0.0
specimen source,0.0
ensure,0.0
labetalol,0.0
lactate dehydrogenase,0.0
prophylaxis,0.1
screener,0.5
called results,0.0
quantitative count,0.1
clerical check,0.0
chemotherapy,0.2
edrophonium,0.0
cerebral ischemia,0.2
diaper,0.0
medication disposal,0.0
reducing substances,0.0
dislocation,0.0
filter,0.0
morphology,0.0
product order,0.0
coverlet,0.0
specific nonpsychotic mental disorders due to brain damage,0.5
facial weakness,0.2
adrenal hypofunction,0.2
ischemic heart disease,0.2
"overweight, obesity and other hyperalimentation",0.2
torsion dystonia,0.2
zolpidem,0.25
perphenazine,0.75
"carbamazepine 10,11-epoxide",0.0
patient symptoms,0.0
acetaminophen,0.0
procedure type,0.0
sao2% device class,0.0
specimen condition ur-imp,0.0
citation ref lab test,0.0
character ur,0.0
rh bld,0.0
compn stone,0.0
spec container spec,0.0
suberate ur ql,0.0
laboratory comment report,0.0
dexamethasone serpl-mcnc,0.1
nidus stone ql,0.0
interpretation serpl ife-imp,0.0
interpretation ur ife-imp,0.0
interpretation serpl iep-imp,0.0
interpretation csf ife-imp,0.0
interpretation ur iep-imp,0.0
symptoms 2.5h p lac po patient-imp,0.0
sex abstin duration time patient,0.1
hypochromia bld ql smear,0.0
buprenorphine ur ql,0.1
oxycodone ur ql,0.1
lithium serpl-scnc,0.75
nortrip serpl scn-mcnc,0.75
fluoxetine serpl scn-mcnc,1.0
clomipramine serpl-mcnc,0.9
lorazepam ur ql scn,0.25
clonazepam ur-mcnc,0.5
lorazepam sal-mcnc,0.25
barbiturates gast ql,0.1
lorazepam serpl scn-mcnc,0.5
amitrip peak serpl-mcnc,0.75
nortrip ur ql cfm,0.75
temazepam ur cfm-mcnc,0.2
desipramine ur-mcnc,0.75
carbamazepine serpl-mcnc,0.5
amitrip ur-mcnc,0.75
venlafaxine serpl ql,0.9
carbamazepine serpl scn-mcnc,0.5
imipramine ur ql,0.75
imipramine serpl-mcnc,0.75
yellow hornet ige qn,0.0
peanut (nara h) 3 ige qn,0.0
cholest serpl-mcnc,0.0
ceruloplasmin serpl-mcnc,0.0
salmon ige qn,0.0
g vaginalis dna vag ql probe+sig amp,0.0
vgcc-p/q bind ab ser-scnc,0.1
alpraz serpl-mcnc,0.75
c burnet ph2 igg ser-acnc,0.0
beta1 glob serpl elph-mcnc,0.0
norepineph plas-mcnc,0.75
citrulline/creat ur-rto,0.0
ovalb ige qn,0.0
c trach igg titr ser,0.0
wbc # smn,0.0
fine gran casts #/area urns hpf,0.0
glucose 1.5h p glc serpl-mcnc,0.0
gad65 ab ser ia-acnc,0.2
mononuc cells # fld manual,0.0
hgb o-arab mfr bld,0.0
gas deliv source respiratory,0.0
c herbarum ige qn,0.0
hadv ab titr ser,0.0
g6pd rbc-ccnc,0.0
coarse gran casts #/area urns hpf,0.0
specimen vol smn,0.0
c pneum ab titr ser,0.0
wbc urns ql micro,0.0
creat cl dial fld+serpl-vrate,0.0
salicylates,0.0
ziprasidone,0.75
cyclobenzaprine,0.1
phenelzine sulfate,0.9
nordoxepin,0.75
norchlordiazepoxide,0.5
demoxepam,0.25
milnacipran,0.75
tension headache,0.3
alzheimer's disease,0.3
aphasia/speech disturbance,0.2
selegiline,0.75
citalopram,0.9
transient mental disorders due to conditions classified elsewhere,0.5
other ill-defined and unknown causes of morbidity and mortality,0.1
desvenlafaxine,1.0
nefazodone,0.9
phenelzine,0.9
sibutramine,0.1
parkinson's disease,0.5
symbolic dysfunction,0.5
psychophysical visual disturbances,0.2
cataplexy and narcolepsy,0.2
malaise and fatigue,0.5
amitriptyline- and chlordiazepoxide-containing product,0.75
chronic fatigue syndrome,0.5
concussion,0.2
cerebral atherosclerosis,0.1
"cerebral artery occlusion, with cerebral infarction",0.2
separation of retinal layers,0.0
jakob-creutzfeldt disease,0.1
convulsions,0.2
vitamin b-complex deficiencies,0.2
tics and choreas,0.2
generalized convulsive epilepsy,0.2
dimenhydrinate,0.0
chlordiazepoxide+metabolites,0.25
methanol,0.0
isopropanol,0.0
transient alteration of awareness,0.2
pecan or hickory nut (carya illinoinensis nut) ige,0.0
poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,0.0
amitriptyline / chlordiazepoxide,0.75
partial epilepsy,0.2
speech and language disorder,0.2
syncope and collapse,0.2
esketamine,0.9
tryptophan,0.0
sucrase,0.0
spinocerebellar disease,0.1
other and unspecified disorders of the nervous system,0.2
other cerebral degenerations,0.2
lack of coordination,0.25
ondansetron,0.0
"other conditions of brain, nos",0.2
trigeminal nerve disorders [cn5],0.1
symptoms involving nervous and musculoskeletal systems,0.5
aphasia,0.2
erectile dysfunction [ed],0.3
myoclonus,0.1
"cerebral degeneration, unspecified",0.2
diazepam,0.5
diseases of hard tissues of teeth,0.0
dental caries,0.1
diseases of pulp and periapical tissues,0.0
pulpitis and necrosis of tooth pulp,0.0
adverse drug events and drug allergies,0.1
meloxicam,0.0
migrain with aura,0.25
rizatriptan,0.1
research procalcitonin,0.0
"tetanus immune globulin, human",0.0
3-epi-25-hydroxyvitamin d2,0.1
3-epi-25-hydroxyvitamin d3,0.0
tetanus immune globulin,0.0
potassium lactate,0.0
calcium carbonate / famotidine / magnesium hydroxide,0.0
ferrous bisglycinate,0.0
ascorbic acid/bioflavonoids,0.1
urine drug screen confirmation,0.1
camphor / eucalyptus oil / menthol,0.0
diphenhydramine / ibuprofen,0.1
pectus carinatum,0.0
melatonin / pyridoxine,0.2
hiv 1 proviral dna,0.0
caffeine,0.2
"transportation - patient, provider, equipment",0.0
aspartame,0.0
"fluorescence in situ hybridization, myelodysplastic syndromes panel, chromosomes 5, 7, 8,",0.0
"karyotype, single nucleotide polymorphism",0.1
essential hypertension,0.2
cefprozil,0.0
vitamin mk7,0.1
pramoxine / zinc acetate,0.0
gerd,0.2
thyrotropin,0.2
diseases of esophagus,0.0
benzoate / caffeine,0.1
"esophagitis, gerd and related diseases",0.1
genetic variant details,0.0
hypertension,0.2
osteoarthrosis nos,0.0
osteoarthrosis,0.1
multiple sclerosis,0.35
epinephrine+norepinephrine/creatinine,0.1
lactobacillus gasseri,0.0
menthol / pramoxine,0.0
polyphagia,0.2
acetaminophen / hydrocodone,0.1
etonogestrel,0.1
activated charcoal,0.0
citrus bioflavonoids,0.1
panthenol,0.0
amlexanox,0.0
shark liver oil,0.0
phenylephrine / promethazine,0.0
acetaminophen / dextromethorphan / guaifenesin / phenylephrine,0.1
cariprazine,0.75
amyotrophic lateral sclerosis,0.1
methylphenidate,0.25
risperidone+9-hydroxyrisperidone,0.75
diclofenac,0.0
pregabalin,0.5
fluticasone,0.0
benztropine,0.0
poisoning by anticonvulsants and anti-parkinsonism drugs,0.1
acetaminophen / butalbital / caffeine,0.1
promethazine,0.1
fluphenazine,0.5
folic acid,0.2
hydrocodone,0.25
cyproheptadine,0.25
varenicline,0.25
loxapine,0.5
trihexyphenidyl,0.0
acute pain,0.3
pruritus and related conditions,0.1
pallor and flushing,0.1
toxic effect of other metals,0.1
myopathy,0.0
bupropion / naltrexone,0.75
cushing's syndrome,0.5
dihydroergotamine,0.0
nucleolar nuclear ab pattern,0.0
noninfectious dermatoses of eyelid,0.0
alpha tocopherol / ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / docusate / ferrous fumarate / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12 / zinc oxide,0.1
sofosbuvir / velpatasvir / voxilaprevir,0.0
prostate specific ag,0.0
quantitative hepatitis c virus polymerase chain reaction,0.0
calcium carbonate / magnesium carbonate,0.0
mittelschmerz,0.0
bacitracin / neomycin / polymyxin b / pramoxine,0.0
ascorbic acid / ferrous fumarate,0.0
berberine / cholecalciferol / hops extract / vitamin k,0.1
camphor / dimethicone / menthol / phenol,0.0
triglyceride,0.1
tricyclic antidepressants - emergency screening,0.85
zaleplon,0.25
benzodiazepines semi-quantitative measurement,0.25
meprobamate,0.5
disorders of other cranial nerves,0.1
biopsy of liver,0.0
codeine,0.2
herpes zoster,0.0
disorders of the pituitary gland and its hypothalamic control,0.3
dysphagia,0.1
chronic venous insufficiency [cvi],0.0
hypertensive heart disease,0.2
sirolimus,0.0
thyroglobulin ab,0.1
pain and other symptoms associated with female genital organs,0.2
dermatophytosis of nail,0.0
abdominal hernia,0.0
other disorders of male genital organs,0.0
chlamydia trachomatis rrna,0.0
acute sinusitis,0.0
otitis externa,0.0
magnetic resonance imaging,0.1
epinephrine,0.0
"epilepsy, recurrent seizures, convulsions",0.2
abnormal weight gain,0.5
diseases of white blood cells,0.1
cortisol,0.5
hyperlipidemia,0.1
mixed hyperlipidemia,0.0
gouty arthropathy,0.0
other non-epithelial cancer of skin,0.0
lipoma of skin and subcutaneous tissue,0.0
rosacea,0.1
bacterial enteritis,0.0
other hypertrophic and atrophic conditions of skin,0.0
personal history of diseases of digestive system,0.1
kidney replaced by transpant,0.0
lacosamide,0.0
"diseases of nail, nos",0.0
valproate,0.75
other upper respiratory disease,0.1
hemorrhage nos,0.0
"other diseases of respiratory system, not elsewhere classified",0.1
peripheral or central vertigo,0.1
dizziness and giddiness (light-headedness and vertigo),0.2
disorders of sweat glands,0.1
excision of skin lesion,0.0
cold agglutinin,0.0
thyroxine free,0.2
zonisamide,0.0
peripheral enthesopathies and allied syndromes,0.0
other disorders of bone and cartilage,0.0
dysmetabolic syndrome x,0.2
other disorders of thyroid,0.2
paralytic strabismus,0.0
dystrophy of female genital tract,0.0
"viremia, nos",0.0
other disorders of purine and pyrimidine metabolism,0.1
musculoskeletal symptoms referable to limbs,0.1
congenital anomalies of urinary system,0.0
other nutritional deficiency,0.2
ephedrine+pseudoephedrine,0.0
noroxycodone,0.0
tapentadol,0.1
other or therapeutic procedures on joints,0.0
"incision and drainage, skin and subcutaneous tissue",0.0
suture of skin and subcutaneous tissue,0.0
theophylline,0.0
clobazam,0.0
lymphadenitis,0.0
lutropin,0.0
intestinal infection,0.1
purpura and other hemorrhagic conditions,0.0
opiates tested for,0.2
incision and excision of cns,0.1
partial excision bone,0.0
electrolyte imbalance,0.2
disorders involving the immune mechanism,0.2
dihydrocodeine,0.1
vitamin d deficiency,0.2
acquired hypothyroidism,0.3
disorders of lipoid metabolism,0.1
type 1 diabetes,0.2
tramadol,0.25
curvature of spine,0.1
iloperidone,0.5
paralysis/spasm of vocal cords or larynx,0.1
myoneural disorders,0.0
"diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",0.0
digestive congenital anomalies,0.0
congenital anomalies of skull and face bones,0.0
atropine / diphenoxylate,0.1
tizanidine,0.0
brexpiprazole,0.75
asenapine,0.75
fazaclo,0.0
clozapine (mylan),0.5
symptoms and disorders of the joints,0.0
other disorders of soft tissues,0.0
other derangement of joint,0.0
swelling of limb,0.0
other acquired musculoskeletal deformity,0.0
other infectious and parasitic diseases,0.1
"injury, nos",0.0
disorder of skin and subcutaneous tissue nos,0.0
fracture of unspecified part of femur,0.0
other local infections of skin and subcutaneous tissue,0.0
atopic/contact dermatitis due to other or unspecified,0.0
complication of internal orthopedic device,0.1
candidiasis,0.0
skull and face fracture and other intercranial injury,0.2
other specified diseases of hair and hair follicles,0.0
symptoms affecting skin,0.1
chronic pharyngitis and nasopharyngitis,0.0
diseases of hair and hair follicles,0.0
nonspecific chest pain,0.2
psoriasis vulgaris,0.2
hidradenitis,0.1
seborrheic dermatitis,0.0
other specified diseases of sebaceous glands,0.0
chronic sinusitis,0.1
pityriasis,0.0
"conjunctivitis, infectious",0.0
tretinoin,0.0
calcium chloride,0.0
naproxen,0.0
impetigo,0.0
sulfacetamide / sulfur,0.0
"uveitis, noninfectious or nos",0.0
dermatophytosis,0.0
adenosine,0.0
dermatomycoses,0.0
keratitis,0.0
"eye infection, viral",0.0
dexamethasone / tobramycin,0.0
infection of the eye,0.0
aphakia and other disorders of lens,0.0
amiodarone,0.0
diseases due to other mycobacteria,0.0
cyclopentolate,0.0
aspergillosis,0.0
prednisolone,0.1
ofloxacin,0.0
coccidioidomycosis,0.0
temporomandibular joint disorders,0.2
regadenoson,0.0
dyspareunia,0.2
"pain, swelling or discharge of eye",0.1
retinal detachment with retinal defect,0.0
fluorometholone,0.0
polymyxin b / trimethoprim,0.0
erythromycin,0.0
noninflammatory disorders of vagina,0.0
warfarin,0.0
gangrene,0.0
myocardial infarction,0.1
superficial cellulitis and abscess,0.0
fuchs' dystrophy,0.0
benzodiazepines screening test,0.25
moxifloxacin,0.0
gatifloxacin,0.0
lens and cataract procedures,0.0
difluprednate,0.0
"other therapeutic procedures on eyelids, conjunctiva, cornea",0.0
corneal edema,0.0
abdominal pain,0.1
shock,0.2
scleritis and episcleritis,0.0
open wound of genital organs,0.0
mycoses,0.0
viral infection,0.1
noninflammatory disorders of cervix,0.0
sexually transmitted infections (not hiv or hepatitis),0.1
complications of surgical and medical procedures,0.2
noninflammatory female genital disorders,0.0
tuberculosis,0.0
corneal ulcer,0.0
cervicitis and endocervicitis,0.0
"keratoderma, acquired",0.0
injuries to the nervous system,0.2
triamcinolone,0.0
cephalexin,0.0
dexamethasone / neomycin / polymyxin b,0.0
rouleaux formation assessment,0.0
