desc,gpt4
total cholesterol,0.4
disorders of vitreous body,0.4
"other chronic ischemic heart disease, unspecified",0.2
"debridement of wound, infection or burn",0.25
edema,0.3
other disorders of pancreatic internal secretion,0.5
symptoms involving skin and other integumentary tissue,0.2
gout,0.2
disorders of refraction and accommodation; blindness and low vision,0.2
primary open angle glaucoma,0.2
nephritis and nephropathy in diseases classified elsewhere,0.7
other intraocular therapeutic procedures,0.1
retinal hemorrhage/ischemia,0.7
"chronic kidney disease, stage i or ii",0.4
gout and other crystal arthropathies,0.1
presbyopia,0.1
retinal vascular changes and abnomalities,0.75
other peripheral nerve disorders,0.4
degeneration of macula and posterior pole of retina,0.75
chorioretinal scars,0.2
insulin glargine,0.75
lot number capillary glucose,0.75
cetyl lactate,0.0
ccs:998,0.0
"insulin aspart, human",0.75
islet cell 512 ab,0.25
calcium carbonate / cholecalciferol / magnesium oxide,0.1
senna leaves,0.1
glucose capillary (point of care),0.75
pre transfusion blood type and rhesus factor determination,0.0
post transfusion blood type and rhesus factor,0.0
ascorbic acid/bioflavonoids,0.1
ginkgo biloba extract / korean ginseng root extract,0.25
cholesterol.in ldl/cholesterol.in hdl,0.5
brassica oleracea var italica ab.igg.rast class,0.0
dextromethorphan / guaifenesin / pseudoephedrine,0.0
pancreatic islet cell ab,0.4
ascorbic acid / ferrous fumarate / folic acid / liver stomach concentrate / vitamin b12,0.1
amphetamine level,0.1
potassium lactate,0.1
calcium carbonate / magnesium carbonate,0.1
metoprolol,0.1
"other diagnostic procedures (interview, evaluation, consultation)",0.2
levo-methamphetamine,0.0
hydralazine / hydrochlorothiazide,0.1
spinacia oleracea ab.igg.rast class,0.0
"1,5-anhydroglucitol",0.75
reslizumab,0.0
torus fracture,0.0
renal failure,0.7
laboratory - chemistry and hematology,0.5
"insulin glulisine, human",0.75
urine protein electrophoresis: total volume,0.25
metformin / pioglitazone,1.0
"insulin isophane, human 50 unt/ml / insulin, regular, human 50 unt/ml injectable suspension [humulin]",0.75
insulin glargine aglr 100 units/ml subcutaneous solution,0.75
"insulin, regular, human 100 unt/ml injectable solution [velosulin]",0.75
"apidra opticlik cartridge, 100 units/ml subcutaneous solution",0.9
insulin novolin 70/30 inj innolet 3ml,0.75
"insulin aspart protamine, human",0.75
"insulin glargine, yfgn 100 units/ml subcutaneous solution",0.75
"lantus opticlik cartridge, 100 units/ml subcutaneous solution",0.9
"3 ml insulin isophane, human 100 unt/ml prefilled syringe [novolin n]",0.75
"3 ml insulin, regular, human 100 unt/ml prefilled syringe [novolin r]",0.75
"insulin lispro protamine, human",0.75
insulin glargine 300 units/ml subcutaneous solution,0.75
"novolin 70/30 penfill, human recombinant 70 units-30 units/ml subcutaneous suspension",0.95
perflutren (protein-type a microspheres),0.05
predicted glomerular filtration rate,0.65
zinc acetate,0.1
calcium carbonate / cholecalciferol / magnesium oxide / zinc oxide,0.1
foundation for the accreditation of cellular therapy variable mutation-reviewer,0.0
zanamivir,0.0
maltodextrin,0.1
silicon dioxide,0.0
"tetanus immune globulin, human",0.0
"insulin isophane / insulin, regular, human",0.75
benzethonium,0.0
becaplermin,0.5
electrocardiogram,0.1
tetanus immune globulin,0.0
tetrahydrocannabinol,0.1
"galectin-3, serum",0.25
zinc transporter 8 ab,0.5
dysmetabolic syndrome x,0.75
ketones,0.5
acquired acanthosis nigricans,0.75
aspergillosis,0.1
cholesterol in ldl,0.4
astigmatism,0.0
hypermetropia,0.05
ancillary services,0.2
mycoses,0.1
cholesterol in vldl,0.4
cholesterol,0.5
insulin lispro protamine- and insulin lispro-containing product,0.75
bronchiectasis,0.1
vinblastine,0.0
abnormal sputum,0.1
cystic fibrosis,0.1
hemoptysis,0.05
"insulin isophane, human",0.75
other chronic nonalcoholic liver disease,0.4
cholesterol in hdl,0.4
potassium acetate,0.1
chronic airway obstruction,0.1
tolterodine,0.0
chronic liver disease and cirrhosis,0.3
tobramycin,0.05
vitamin k1,0.05
chronic bronchitis,0.1
beta hydroxybutyrate,0.5
chronic sinusitis,0.05
alcohol-related disorders,0.1
itraconazole,0.1
alcoholism,0.1
glucocorticoid deficiency,0.1
adrenal hypofunction,0.1
ige,0.1
posttraumatic stress disorder,0.1
other diagnostic procedures on lung and bronchus,0.1
myopia,0.1
minocycline,0.05
bipolar,0.0
pancrelipase,0.1
other mental disorder,0.1
adjustment reaction,0.05
other hypertrophic and atrophic conditions of skin,0.1
budesonide / formoterol,0.05
atenolol,0.1
mood disorders,0.1
retinol,0.0
depression,0.2
disorders of lacrimal system,0.1
fluticasone / salmeterol,0.1
ceftaroline,0.0
other disorders of metabolism,0.2
"influenza virus vaccine, inactivated",0.1
pramlintide,0.75
"insulin isophane, beef",0.75
chromium picolinate,0.75
degenerative skin disorders,0.2
peripheral autonomic neuropathy,0.75
retinal detachments and defects,0.4
renal dialysis,0.5
gastroparesis,0.75
lipoprotein disorders,0.4
renal failure nos,0.5
tolbutamide,0.95
nephritis and nephropathy without mention of glomerulonephritis,0.5
acetohexamide,0.95
disorders of other cranial nerves,0.1
end stage renal disease,0.7
tolazamide,0.95
other hypertensive complications,0.3
diagnostic endocrine procedures,0.5
chromosomal anomalies,0.05
hemodialysis,0.4
iatrogenic endocrine disorders,0.1
other disorders of lipoid metabolism,0.4
nephritis and nephropathy with pathological lesion,0.5
disorders resulting from impaired renal function,0.5
"renal sclerosis, nos",0.5
abnormal weight gain,0.25
other specified peripheral vascular diseases,0.3
kidney transplant,0.4
nephrotic syndrome without mention of glomerulonephritis,0.4
other endocrine disorders,0.2
peritoneal dialysis,0.25
renal osteodystrophy,0.25
glimepride,0.95
other disorders of the kidney and ureters,0.3
disorders of phosphorus metabolism,0.2
acute renal failure,0.25
inflammatory and toxic neuropathy,0.5
sodium polystyrene sulfonate,0.1
lactate dehydrogenase,0.1
glytrol,0.9
diurnal urine glucose,0.75
dissociative disorder,0.0
phentermine,0.1
microchamber,0.0
conduct disorders,0.0
lactic acid,0.25
diffuse diseases of connective tissue,0.1
alpha-2 globulin fraction,0.1
doxycycline,0.05
basophil percentage 2,0.1
hydrophilic cream,0.1
psychogenic disorder,0.05
blood amylase,0.1
multidex,0.1
yeast,0.2
immunity deficiency,0.1
talc,0.0
specimen type,0.0
dry eyes,0.1
cellulose/talc,0.0
unna flex,0.1
dme and supplies,0.5
dementias,0.2
beta-2-microglobulin,0.1
drip collector,0.0
renament,0.0
impulse control disorder,0.1
reflexed microorganism culture,0.1
glucosamine,0.1
cellulose,0.0
differential cell count,0.1
technologist,0.0
thyrotoxicosis with or without goiter,0.1
alpha-2 globulin fraction concentration,0.1
ancillary blood glucose level,0.75
unspecified diffuse connective tissue disease,0.0
graft-versus-host disease,0.05
occult blood fecal immunochemical test #2 of 3,0.1
occult blood - liquid stool test #2,0.1
laboratory reference glucose test,0.75
"estimated average glucose, blood",0.75
calculated average fasting blood sugar,0.8
thyroid cancer,0.0
dermatomyositis,0.05
two occult blood tests,0.1
abnormality of secretion of glucagon or gastrin,0.4
occult blood test 2,0.1
protein/creatinine,0.5
elevated blood pressure reading without diagnosis of hypertension,0.2
glomerulonephritis,0.25
nephritis; nephrosis; renal sclerosis,0.5
hyperpotassemia,0.25
non-proliferative glomerulonephritis,0.25
"chronic glomerulonephritis, nos",0.25
labetalol,0.1
anemia in chronic kidney disease,0.4
epoetin alfa,0.1
parathyrin.intact,0.1
secondary hyperparathyroidism (of renal origin),0.1
"acute glomerulonephritis, nos",0.2
doxercalciferol,0.1
minoxidil,0.0
calcitriol,0.1
"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",0.2
atherosclerosis of renal artery,0.4
calcium acetate,0.1
hydralazine,0.1
anemia of chronic disease,0.3
other diagnostic procedures of urinary tract,0.2
disorders of the autonomic nervous system,0.2
unspecified disorder of lipoid metabolism,0.4
pentoxifylline,0.2
dna double strand ab,0.05
glutamine/creatinine,0.1
mitochondria m2 ab,0.05
fructose,0.2
herpes simplex virus 2 ab,0.0
arginine/creatinine,0.1
alkaline phosphatase.liver 2/alkaline phosphatase.total,0.1
potassium gluconate,0.1
pca-2 ab,0.0
ref lab name,0.0
suberate,0.0
respiratory complications,0.2
modafinil,0.1
cough,0.05
personality disorders,0.05
herpes simplex virus 2 igm,0.0
adenovirus dna,0.05
cardiac conduction disorders,0.2
lactate,0.2
creatinine,0.5
alpha ketoglutarate,0.1
muscular dystrophies,0.0
thyroglobulin (tumor) (group:thygtm),0.0
patient symptoms,0.5
alpha-2-macroglobulin,0.2
hypertensive heart disease,0.25
breast cancer [female],0.0
chronic graft-versus-host disease,0.1
interpretation (thyroglobulin) (group:thyr-int),0.1
tobacco use disorder,0.2
mental disorders durring/after pregnancy,0.1
hydrogen+methane/expired gas,0.1
chronic thyroiditis,0.1
functional digestive disorders,0.1
other disorders of carbohydrate transport and metabolism,0.2
parkinson's disease,0.1
"hypertension complicating pregnancy, childbirth, and the puerperium",0.1
cyst and pseudocyst of pancreas,0.2
intestinal disaccharidase deficiencies and disaccharide malabsorption,0.1
perinatal disorders of digestive system,0.0
dyspepsia and other specified disorders of function of stomach,0.1
glycosuria or acetonuria,0.5
carcinoid syndrome,0.05
iodine hypothyroidism,0.1
breast cancer [male],0.0
generalized anxiety disorder,0.1
nontoxic multinodular goiter,0.0
glucose-6-phosphate dehydrogenase,0.1
paricalcitol,0.1
proliferative glomerulonephritis,0.5
other therapeutic procedures,0.2
cinacalcet,0.1
acidosis,0.4
other and unspecified congenital anomalies,0.0
endocrine and metabolic disturbances of fetus and newborn,0.1
circulatory disease nec,0.2
pituitary hypofunction,0.1
develomental delays and disorders,0.05
other and unspecified disorders of the nervous system,0.2
disorders of calcium/phosphorus metabolism,0.2
mental retardation,0.05
sensorineural hearing loss,0.2
disorders of porphyrin metabolism,0.1
myopathy,0.3
other disorders of purine and pyrimidine metabolism,0.1
"complication of nervous system device, implant, and graft",0.1
congenital osteodystrophies,0.0
disease of capillaries,0.5
other specified congenital anomalies of nervous system,0.0
effects radiation nos,0.05
coma,0.3
amyloidosis,0.2
other congenital musculoskeletal anomalies,0.0
congenital anomaly of fingers/toes,0.0
"encephalopathy, not elsewhere classified",0.2
abnormal involuntary movements,0.1
other disorders of soft tissues,0.1
acquired absence of breast,0.05
degenerative disease of the spinal cord,0.1
cachexia,0.1
"other conditions of brain, nos",0.1
congenital anomalies of genital organs,0.0
"lack of normal physiological development, unspecified",0.1
hearing loss,0.2
other deficiencies of circulating enzymes,0.1
symptoms and disorders of the joints,0.2
"anomalies of endocrine glands, congenital",0.1
panniculitis,0.1
arteritis nos,0.1
chromosomal anomalies and genetic disorders,0.1
lack of coordination,0.1
cystic kidney disease,0.1
congenital anomalies of skin,0.0
congenital anomalies of the integument,0.0
disturbances of amino-acid transport,0.1
protein-calorie malnutrition,0.2
cardiac congenital anomalies,0.05
testicular hypofunction,0.1
other nutritional deficiency,0.1
other abnormal blood chemistry,0.2
congenital anomalies of peripheral vascular system,0.1
systemic lupus erythematosus,0.0
hyperparathyroidism,0.1
other perinatal conditions of fetus or newborn,0.0
hereditary retinal dystrophies,0.05
short stature,0.05
weight,0.4
hypercalcemia,0.1
adrenogenital disorders,0.1
carnitine deficiencies,0.2
ubidecarenone,0.2
drugs identified,0.5
cholecalciferol,0.2
angina pectoris,0.1
sickle cell anemia,0.0
drusen (degenerative) of retina,0.1
"chorioretinal inflammations, scars, and other disorders of choroid",0.2
ethacrynic acid,0.1
hypovolemia,0.1
neoplasm of uncertain behavior,0.1
other complications of pregnancy nec,0.1
syncope and collapse,0.1
enalapril,0.4
capsaicin,0.1
ramipril,0.4
benazepril,0.25
valsartan,0.25
fenoldopam,0.1
somatropin,0.2
trandolapril,0.2
cholesterol non hdl,0.4
thromboangiitis obliterans,0.1
fosinopril,0.4
disorder of skin and subcutaneous tissue nos,0.1
other infectious and parasitic diseases,0.1
symptoms affecting skin,0.2
bacterial infection nos,0.1
chronic ulcer of unspecified site,0.5
other complications of the puerperium nec,0.1
acute pain,0.1
congenital anomalies of the eye,0.05
atopic/contact dermatitis due to other or unspecified,0.0
tuberculosis,0.05
sexually transmitted infections (not hiv or hepatitis),0.0
other tests,0.5
other local infections of skin and subcutaneous tissue,0.2
viral infection,0.1
hemorrhage nos,0.1
endocarditis,0.1
fever of unknown origin,0.1
infections specific to the perinatal period,0.0
musculoskeletal symptoms referable to limbs,0.2
meningitis,0.05
streptococcus infection,0.1
noninfectious disorders of lymphatic channels,0.1
other dyschromia,0.1
known or suspected fetal abnormality affecting management of mother,0.1
vitamin b-complex deficiencies,0.2
congenital anomalies of limbs,0.0
myocarditis,0.1
symptoms involving digestive system,0.2
other disorders of intestine,0.1
sepsis,0.2
fracture of unspecified part of femur,0.1
complications of surgical and medical procedures,0.2
other anemias,0.1
other disorders of bone and cartilage,0.1
nausea and vomiting,0.1
symptoms involving cardiovascular system,0.2
superficial cellulitis and abscess,0.25
atheroembolism,0.4
body weight,0.4
coenzyme q10,0.25
hyperchylomicronemia,0.2
hirsutism,0.2
"albumin human, usp",0.2
protein,0.1
leukocyte esterase,0.1
bacteria identified,0.05
extrinsic allergic alveolitis,0.0
alpha tocopherol / ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / docusate / ferrous fumarate / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12 / zinc oxide,0.1
oxygen,0.1
glucose / sodium chloride,0.25
lmw heparin,0.1
hepatitis c virus ab,0.1
hemoglobin,0.75
miscarriage; stillbirth,0.1
unspecified osteomyelitis,0.3
fish oils,0.25
encephalitis,0.1
diseases of white blood cells,0.1
other diseases of blood and blood-forming organs,0.1
"uveitis, noninfectious or nos",0.1
symptoms of the muscles,0.2
malaise and fatigue,0.2
systemic sclerosis,0.1
elevated white blood cell count,0.1
other demyelinating diseases of central nervous system,0.0
procedure,0.0
intestinal helminthiases,0.05
hypothermia/chills,0.1
hyperhidrosis,0.1
other cerebral degenerations,0.1
helminthiases,0.0
disorders involving the immune mechanism,0.1
crushing or internal injury to organs,0.05
other specified congenital anomalies of kidney,0.05
"allergies, other",0.0
digestive congenital anomalies,0.05
noninfectious gastroenteritis,0.1
migraine,0.1
acute pericarditis,0.1
other ill-defined and unknown causes of morbidity and mortality,0.1
primary/intrinsic cardiomyopathies,0.2
sarcoidosis,0.05
pericarditis,0.1
abdominal pain,0.1
cardiac and circulatory congenital anomalies,0.1
"viremia, nos",0.1
other disorders of arteries and arterioles,0.3
nonspecific chest pain,0.1
complications of transplants and reattached limbs,0.1
lung disease due to external agents,0.1
abnormal serum enzyme levels,0.2
other disorders of male genital organs,0.1
intestinal infection,0.1
other diseases of lung,0.1
rheumatoid arthritis,0.0
"hiv infection, symptomatic",0.1
diseases of spleen,0.05
other specified disorders involving the immune mechanism,0.1
hiv genotype,0.0
splenomegaly,0.1
hereditary and idiopathic peripheral neuropathy,0.2
spinocerebellar disease,0.0
degenerative and vascular disorders of ear,0.1
myoneural disorders,0.1
preeclampsia and eclampsia,0.1
myeloproliferative disease,0.1
complication of internal orthopedic device,0.1
ichthyosis congenita,0.0
adverse drug events and drug allergies,0.1
nutritional marasmus,0.0
other degenerative diseases of the basal ganglia,0.1
polyphagia,0.75
polydipsia,0.75
linagliptin,0.95
glycated hemoglobin,0.9
hypothyroidism,0.1
nateglinide,0.95
whole blood glucose monitoring,0.75
diabetic urinalysis protein test,0.75
fingerstick glucose,0.75
insulin degludec / liraglutide,0.95
"insulin, pediatric",0.5
linagliptin / metformin,1.0
glycosylated hemoglobin,0.9
calculated average plasma glucose,0.75
glucose (bedside glucometer),0.75
metformin / saxagliptin,0.95
metformin / sitagliptin,0.95
raynaud's syndrome,0.1
glucose dial 2,0.5
diabetes with cc,0.8
type 2,0.95
insulin dependent diabetes mellitus,0.5
"glucose tolerance, 2 hour",0.8
glucose 2 hour,0.75
type 2 crystals,0.0
hiv 2,0.0
creatinine dial 2,0.2
lactate dehydrogenase 2,0.1
glucose 2h pp,0.75
igg2 subclass,0.1
glucose 2hr pp,0.75
interleukin 2,0.1
monogenic diabetes,0.1
vd2+,0.0
urea dial 2,0.1
dosage a-d 2,0.0
ectopy type 2,0.0
duration time 2,0.0
nomenclature 2,0.0
cv2,0.0
information 2,0.95
insulin regular,0.75
c2 dosage,0.0
volume 2,0.0
diuresis time 2,0.1
insulin - regular,0.75
2nd tube,0.0
info 2,0.0
beta 2,0.0
sample nature 2,0.0
mi-2,0.0
measure 2 to date,0.0
lactate 2°c,0.0
location discovery 2,0.0
=dextrose,0.5
factor 2,0.0
f2 gene,0.1
diabetes without cc/mcc,0.75
xr second read,0.1
class ii ac,0.0
day 2: weight,0.2
creatinine urine test 2,0.25
insulin pump,0.75
cycle t2,0.0
cmf 2nd tube,0.0
"diabetes mellitus, unspecified, without complications",0.75
"diabetes mellitus, unspecified, with multiple complications",0.75
"diabetes mellitus, unspecified, with other specified complications",0.75
"diabetes mellitus, unspecified, with ketoacidosis",0.75
"diabetes mellitus, unspecified, with ophthalmic complications",0.75
"diabetes mellitus, unspecified, with neurological complications",0.75
glucose control - prophy,0.75
"mody 2, 3, or 5",0.5
mody genotype conclusion,0.1
hyperglycemia,0.75
=insulinhumanregiv,0.75
glucose large artwork delayed,0.0
"diabetes mellitus, unspecified, with renal complications",0.75
blood glucose,0.75
blood glucose level,0.75
glucose tolerance fasting (do not order alone),0.75
personal history of gestational diabetes,0.5
"diabetes mellitus, unspecified, with coma",0.75
blood glucose test,0.75
igtcr - sample 02,0.0
"poct glucose, unsolicited",0.75
poct glucose,0.75
"glucose, ob/post dose",0.8
glucose-6-phosphate dehydrogenase (g6pd) deficiency without anemia,0.1
screening for diabetes mellitus,0.75
glucose fasting,0.8
ingested glucose dose,0.5
blood sugar,0.75
glucose tolerance 60 min(do not order alone),0.75
glucose tolerance 120 min(do not order alone),0.75
capillary glucose (mg/dl),0.75
glucose mg/dl,0.75
"glucose tolerance, 3 hour",0.75
glucose wb neo (bkr),0.75
glucose (research),0.5
=insulinhumanregsubq,0.75
macroamylase,0.1
glucose blood sugar 20 minutes,0.75
glucose fpg,0.75
hemoglobin a1c/hemoglobin.total | blood | hematology and cell counts,0.9
somatotropin | serum or plasma | chemistry - non-challenge,0.25
albumin/creatinine | urine | chemistry - non-challenge,0.75
glucose | blood | chemistry - non-challenge,0.75
"encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin",0.1
pravastatin,0.2
encounter for long-term (current) use of aspirin,0.1
blindness and low vision,0.5
"other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",0.1
"benign neoplasm of eye, uveal",0.05
benign neoplasm of eye,0.1
blister,0.05
acquired toe deformities,0.4
vitamin deficiency,0.1
ketone test,0.5
urine creatinine concentration,0.25
drug unknown,0.1
clever choice comfort ez 31gx5mm pen,0.8
cast application,0.05
one touch ultra mini kit (blue),0.9
consult / referral to podiatry,0.5
insulin 31gx5,0.8
dme no coding prodigy test,0.85
b-d # syr/ndl 1ml 29gx1/2 sg,0.75
pen needle,0.75
accu-chek    tes smart,0.95
one touch verio iq bloodglucose kt,0.95
nicotine & cotinine urine,0.1
b-d ultra-fine 33 lancets 100's,0.75
consult / referral to certified diabetes educator,0.9
consult / referral to optometry,0.25
consult / referral to medical nutrition therapy,0.75
one tch lanc delica dev,0.8
bd pen needl mis 31gx5/16,0.75
bd microtain mis lancets,0.75
islet cell 512,0.5
accu-chek    kit aviva pl,0.95
advocate     mis lancets,0.75
bd ins syr 0.3/31g/6mm mis,0.75
dexcom g6    mis tra,0.9
accu-chek,0.9
freestyle    tes insulinx,0.9
cotinine,0.1
diseases of thymus gland,0.0
consult / referral to foot care clinic,0.75
b-d #8440 s/n 0.3ml 31gx5/16 1/2unt,0.8
unfine pntp  mis 32gx4mm,0.1
easy comfort pen ndl 33g 4mm,0.8
dexcom g6    mis sen,0.9
clever chek  tes voice,0.95
bayer breeze kit 2 system,0.8
clever choice comfort ez 32gx4mm pen,0.9
consult / referral to smart study,0.1
consult / referral to remedies4d study,0.0
citrus bioflavonoids,0.2
bayer contor bld gl tes baye,0.85
hemoglobin a1c (hgba1c),0.9
advocate     tes redicode,0.0
"underdosing of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter",0.95
novotwist    mis 32gx5mm,0.8
thioctate,0.65
one tch refl verio kit,0.9
other congenital myopathy,0.0
