desc,gpt4
disorders resulting from impaired renal function,0.75
secondary hyperparathyroidism (of renal origin),0.2
known or suspected fetal abnormality affecting management of mother,0.0
"cellulitis and abscess of foot, toe",0.35
sarcoidosis,0.0
chronic ulcer of leg or foot,0.7
liraglutide,0.75
glucagon,0.75
"maltase, tissue (group:maltase-tiss)",0.1
type 1 diabetes with renal manifestations,1.0
diabetic retinopathy,0.9
retinal vascular changes and abnomalities,0.75
"chorioretinal inflammations, scars, and other disorders of choroid",0.25
peripheral angiopathy in diseases classified elsewhere,0.75
diabetes or abnormal glucose tolerance complicating pregnancy,0.75
perinatal disorders of digestive system,0.05
corns and callosities,0.2
arthropathy associated with other disorders classified elsewhere,0.2
arthropathy associated with neurological disorders,0.2
open wound of toe(s),0.2
insulins and antidiabetic agents causing adverse effects in therapeutic use,0.75
olmesartan,0.0
glyburide,0.2
exenatide,0.0
graft-versus-host disease,0.0
cancer of eye,0.0
type 1 diabetes with ophthalmic manifestations,1.0
diabetes type 1 with peripheral circulatory disorders,1.0
diabetes type 2 with peripheral circulatory disorders,0.0
polyneuropathy in diabetes,1.0
retinal detachments and defects,0.7
drusen (degenerative) of retina,0.1
hereditary retinal dystrophies,0.1
retinal edema,0.75
disorders of iris and ciliary body,0.1
"renal sclerosis, nos",0.25
renal osteodystrophy,0.25
conditions involving the integument and temperature regulation of fetus and newborn,0.0
nontraumatic compartment syndrome,0.1
gangrene,0.75
complication of amputation stump,0.5
empagliflozin,0.75
dulaglutide,0.75
glimepiride,0.25
repaglinide,0.75
isopropyl alcohol,0.0
saxagliptin,0.75
canagliflozin,0.75
retinal detachment with retinal defect,0.35
congenital anomalies of the eye,0.05
congenital anomalies of posterior segment of eye,0.05
acute graft-versus-host disease,0.0
nonsenile cataract,0.35
invert sugar,0.0
chlorpropamide,0.75
choroidal degenerations,0.1
hiv 1 ab,0.0
urine glucose qualitative,0.75
family history,0.5
lancet,0.5
"inserter,minimed",0.75
"reservoir,minimed",0.75
hemoglobin a1c,0.75
c-peptide,0.75
fasting glucose,0.75
urine glucose test,0.75
accu-chek blood glucose test,0.75
urinary glucose,0.75
glucerna,0.0
infusion set,0.75
needle,0.1
mean blood glucose concentration,0.75
alpha-1 globulin electrophoresis,0.1
capillary blood glucose,0.75
glucose test,0.75
glucose control,0.75
needle/syringe,0.75
"cartridge,animas",0.75
calculated average glucose,0.75
"estimated average glucose, blood",0.75
glucose sensor,0.75
glutamic acid decarboxylase antibody,0.9
insulin antibody,0.75
laboratory reference glucose test,0.75
glucose/ketone test,0.75
calculated mean glucose,0.75
"reservoir,t slim",0.75
alogliptin,0.75
ketone test,0.75
ranibizumab,0.75
diabetisource,0.0
glucose peripheral blood,0.75
glucose intracellular,0.2
serum glucose,0.75
tolazamide,0.75
diurnal urine glucose,0.75
glucose corrected index,0.75
tolbutamide,0.75
estimated mean blood glucose,0.75
date 1,0.0
basal (resting) blood glucose level,0.75
beta hydroxybutyrate comment,0.75
beta hydroxybutyrate (millimoles per liter),0.75
beta hydroxybutyrate - point of care,0.75
glucose tolerance reference range,0.7
"glucose, jackson-pratt drainage",0.2
"glucose, whole blood immediate testing analysis test",0.75
human leukocyte antigen blood draw 1 red,0.5
"human leukocyte antigen luminex class two antibody complement component 1, q subcomponent binding assay donor specific antibody",0.1
insulin coverage glucose,0.85
"insulin, pediatric",0.85
isolate 1,0.0
methaqualone,0.0
procalcitonin study day 1,0.1
total urea (per time period),0.2
total urea nitrogen (per time period),0.25
orotate,0.0
diabetes status,0.75
glimepride,0.75
iddm patient ql,1.0
insulin free,0.75
creatinine,0.5
"insulin isophane / insulin, regular, human",0.75
dapagliflozin,0.75
insulin isophane,0.75
insulin degludec,0.75
glucose / potassium chloride,0.2
"insulin isophane, human",0.75
"insulin, regular, human",0.9
insulin glargine,0.75
"insulin isophane, beef",0.75
"insulin aspart protamine, human",0.75
"insulin glulisine, human",0.75
"insulin aspart, human",0.75
chromium picolinate,0.2
insulin lispro,0.75
dorzolamide,0.0
yellow hornet (dolichovespula arenaria) ige,0.0
peanut (arachis hypogaea) native (nara h) 3 ige,0.0
ethyl glucuronide,0.0
congenital anomalies of intestine,0.05
cholesterol,0.2
clotting time,0.1
trametinib,0.0
ceruloplasmin,0.0
igg clearance/albumin clearance,0.2
salmon (salmo salar) ige,0.0
platelets,0.0
frequency of urination and polyuria,0.75
gardnerella vaginalis dna,0.0
tissue transglutaminase igg,0.75
procedures on the urethra,0.1
other therapeutic endocrine procedures,0.5
astigmatism,0.0
alpha hydroxyalprazolam,0.0
indinavir,0.0
arsenic,0.0
voltage-gated calcium channel p/q type binding ab,0.1
alprazolam,0.0
late effects of cerebrovascular disease,0.1
dementia with cerebral degenerations,0.1
other physical therapy and rehabilitation,0.2
anastrozole,0.0
coxiella burnetii phase 2 igg,0.0
hydroxyproline,0.1
beta 1 globulin,0.0
norepinephrine,0.0
hfe gene mutations tested for,0.1
abnormal tumor markers,0.1
citrulline/creatinine,0.1
ovalbumin ige,0.0
eszopiclone,0.0
chlamydia trachomatis igg,0.0
"gastrectomy, partial and total",0.1
follitropin,0.0
congenital coagulation defects,0.0
leukocytes,0.1
n-methylhistamine/creatinine,0.0
erythematosquamous dermatosis,0.1
base deficit,0.2
"inflammatory disease of cervix, vagina, and vulva",0.0
fine granular casts,0.2
lorazepam,0.0
oral aphthae,0.1
brucella sp igm,0.0
leukocyte phosphatase,0.0
glomerular filtration rate.predicted among blacks,0.2
glutamate decarboxylase 65 ab,0.9
other cns infection and poliomyelitis,0.0
desoximetasone,0.0
throat pain,0.05
painful respiration,0.1
clindamycin,0.0
carbon dioxide (poc) (group:co2-poc),0.1
mononuclear cells,0.1
"creatinine, time ur (mg/dl) (group:tu-cre)",0.2
hemoglobin o-arab/hemoglobin.total,0.0
simeprevir,0.0
human papilloma virus 16+18+31+33+35+45+51+52+56 dna,0.0
norbuprenorphine-glucuronide (group:norbup-gluc),0.0
brazil nut (bertholletia excelsa) ige,0.0
"tco2, cap, nicu (group:tco2cn)",0.0
alpha 1 antitrypsin,0.0
gas delivery source,0.0
drvvt,0.0
cyclosporine,0.1
cladosporium herbarum ige,0.0
open wounds of extremities,0.2
adenovirus ab,0.0
glucose-6-phosphate dehydrogenase,0.1
coarse granular casts,0.2
other diagnostic procedures on lung and bronchus,0.05
cardiac and circulatory congenital anomalies,0.1
"protein, timed urine (mg/tv) (group:utpmgtv)",0.5
specimen volume,0.0
"docusate / sennosides, usp",0.0
chlamydophila pneumoniae ab,0.0
guaifenesin / pseudoephedrine,0.0
infectious and parasitic complications affecting pregnancy,0.1
coagulation factor x activity actual/normal,0.1
stress fracture,0.1
alcoholic liver damage,0.0
hepatitis d virus ab,0.0
hct (bg) (group:hct bg),0.2
nausea and vomiting,0.2
creatinine dialysis fluid clearance,0.2
fat emulsion,0.0
penicillium notatum ige,0.0
primidone,0.0
fiber,0.0
deprecated c trach rrna xxx ql prb,0.0
sjogrens syndrome-b extractable nuclear ab,0.1
cocksfoot (dactylis glomerata) ige,0.0
deprecated mean glucose bld ghb est-acnc,0.75
disorders of the globe,0.0
corneal opacity and other disorders of cornea,0.2
blindness and low vision,0.6
disorders of lacrimal system,0.05
disorders of optic nerve and visual pathways,0.2
other disorders of eye,0.2
nephritis and nephropathy with pathological lesion,0.75
disorders of conjunctiva,0.1
other disorders of eyelids,0.1
chorioretinal scars,0.2
"uveitis, noninfectious or nos",0.2
benign neoplasm of eye,0.0
cystoid macular degeneration of retina,0.5
retinal hemorrhage/ischemia,0.75
minoxidil,0.0
cobalamin,0.1
"bandage,gauze",0.1
beta-hydroxybutyrate,0.75
microalbumin spot,0.75
microalbumin/creatinine ratio,0.75
acetone titer,0.75
glycosylated hemoglobin,0.75
streck sedimentation rate,0.2
benzodiazepines,0.0
barbiturates,0.0
benzoylecgonine,0.0
methadone,0.0
phencyclidine,0.0
cannabinoids,0.0
opiates,0.0
ascorbic acid / folic acid / iron carbonyl / vitamin b12,0.1
glucose / sodium chloride,0.2
"insulin lispro protamine, human",0.9
hydroxocobalamin,0.1
cyanocobalamin.unsaturated binding capacity,0.1
optic neuritis/neuropathy,0.2
kidney replaced by transpant,0.25
open wound or laceration of eye or eyelid,0.05
other disorders of lipoid metabolism,0.2
strabismus (not specified as paralytic),0.05
peripheral vascular disease,0.5
cellulitis and abscess of fingers/toes,0.2
hemoglobin a1c/hemoglobin.total,0.75
acute osteomyelitis,0.25
amputation of lower extremity,0.6
"keratoderma, acquired",0.1
calcium acetate,0.1
osteomyelitis,0.25
"osteomyelitis, periostitis, and other infections involving bone",0.25
nephritis; nephrosis; renal sclerosis,0.75
renal failure,0.7
open wound of foot except toe(s) alone,0.2
atherosclerosis of the extremities,0.6
paricalcitol,0.1
ingrowing nail,0.0
unspecified osteomyelitis,0.2
hypercholesterolemia,0.25
atherosclerosis of native arteries of the extremities with ulceration or gangrene,0.75
keratoconus,0.1
corneal opacity,0.2
myopia,0.0
corneal dystrophy,0.1
corneal degenerations,0.2
separation of retinal layers,0.7
disorders of refraction and accommodation; blindness and low vision,0.2
peripheral retinal degenerations,0.7
disorders of the orbit,0.0
exophthalmos,0.1
mixed hyperlipidemia,0.3
dry eyes,0.2
optic atrophy,0.2
igg subclass 1,0.1
"glucose, pericardial fluid",0.2
"1,3 beta glucan",0.0
estimated average glucose,0.75
glucose oxidase,0.5
molecular class one typing,0.1
yeast,0.0
lot number capillary glucose,0.75
point of care urine glucose,0.75
iga subclass 1,0.1
nidus,0.0
cellulose,0.0
fingerstick glucose,0.75
aldolase,0.0
hiv genotype,0.0
direct immunofluorescence,0.1
dimethyl fumarate,0.0
diagnosis code,0.0
amylase,0.1
urinary glucose concentration,0.75
rate,0.0
acetohexamide,0.75
insulin detemir,0.75
adenovirus,0.0
date contacted,0.0
dextrose/sodium chloride,0.2
glucose tolerance 50 gram screen,0.5
cushing's syndrome,0.1
"glucose, capillary blood. device comment.",0.75
daily mean blood glucose concentration,0.75
dysthymic disorder,0.0
alpha 1 antitrypsin phenotype,0.0
iatrogenic endocrine disorders,0.5
immunoelectrophoresis: alpha 1 globulin,0.1
primary open angle glaucoma,0.2
occult blood test day 1,0.1
alpha-1-antitrypsin deficiency,0.1
calculated average plasma glucose,0.75
quick parathyroid hormone number 1,0.1
streptozocin,0.75
primary angle-closure glaucoma,0.1
chronic ulcer of skin,0.3
presbyopia,0.0
chronic osteomyelitis,0.2
other forms of chronic heart disease,0.25
traumatic amputation,0.2
senile cataract,0.5
"lactase, tissue (group:lactase-tiss)",0.0
hyperlipidemia,0.25
disorders of lipoid metabolism,0.25
aflibercept,0.0
glyburide / metformin,0.75
telmisartan,0.25
glycosuria or acetonuria,0.75
perindopril,0.0
valsartan,0.0
benazepril,0.25
disorders of calcium/phosphorus metabolism,0.2
sodium ferric gluconate complex,0.0
becaplermin,0.0
moexipril,0.0
cinacalcet,0.0
doxercalciferol,0.0
hypothyroidism nos,0.1
flutamide,0.0
disorders of phosphorus metabolism,0.2
other endocrine disorders,0.5
other disorders of carbohydrate transport and metabolism,0.7
preeclampsia and eclampsia,0.2
"hypertension complicating pregnancy, childbirth, and the puerperium",0.0
congenital anomalies of face and neck,0.0
disorders of the autonomic nervous system,0.25
acute renal failure,0.5
hyperosmolality and/or hypernatremia,0.5
disorders of porphyrin metabolism,0.1
severe protein-calorie malnutrition,0.2
cystic kidney disease,0.1
fluid overload,0.2
urine glucose concentration,0.75
dme and supplies,0.5
oligosaccharides,0.0
ketones,0.75
alpha 1 globulin,0.1
time 1,0.0
igd,0.0
eating disorder,0.1
device,0.0
alpha ketoglutarate,0.1
sucrose,0.0
hiv 1 rna,0.0
cell type,0.0
acid alpha glucosidase,0.1
dornase alfa,0.0
herpes simplex virus 1 immunoglobulin m titer,0.0
glycated hemoglobin a1c,0.75
anemia during pregnancy,0.1
occult blood day 1 screening test,0.1
diseases of pancreas,0.75
congenital hypothyroidism,0.1
takayasu's disease,0.0
breast cancer [male],0.0
polyglandular activity in multiple endocrine adenomatosis,0.25
"thyroiditis, acute and subacute",0.1
estimated average glucose (eag),0.75
blister,0.1
"creation, revision and removal of arteriovenous fistula or vessel-to-vessel cannula for dialysis",0.2
osteitis deformans and osteopathies associated with other disorders classified elsewhere,0.1
sevelamer carbonate,0.0
iron sucrose,0.1
pramlintide,0.75
capsaicin,0.0
candesartan cilexetil,0.5
epoetin alfa,0.1
"insulin lispro / insulin lispro protamine, human",0.75
lovastatin,0.2
transferrin,0.1
glipizide,0.75
gemfibrozil,0.25
atherosclerosis,0.5
colesevelam,0.75
quinapril,0.0
sodium polystyrene sulfonate,0.0
pioglitazone,0.75
fosinopril,0.5
trandolapril,0.0
erectile dysfunction [ed],0.5
coma,0.5
other disorders of arteries and arterioles,0.5
spironolactone,0.1
"albumin human, usp",0.2
secondary/extrinsic cardiomyopathies,0.2
primary/intrinsic cardiomyopathies,0.2
abnormal function study of cardiovascular system,0.25
disorders of parathyroid gland,0.1
other disorders of the kidney and ureters,0.25
lipoprotein disorders,0.25
niacin,0.0
"overweight, obesity and other hyperalimentation",0.25
enalaprilat,0.0
gouty arthropathy,0.1
amyloidosis,0.1
lack of coordination,0.2
congestive heart failure (chf) nos,0.25
myoneural disorders,0.0
cardiomegaly,0.25
dysmetabolic syndrome x,0.5
other hypertrophic cardiomyopathy,0.1
unspecified disorder of lipoid metabolism,0.2
acidosis,0.75
disorders of magnesium metabolism,0.1
disorders of mineral metabolism,0.2
hirsutism,0.1
other abnormal blood chemistry,0.5
nonspecific findings on examination of blood,0.2
endocrine and metabolic disturbances of fetus and newborn,0.2
blood vessel replaced,0.2
intestinal disaccharidase deficiencies and disaccharide malabsorption,0.1
other disorders of purine and pyrimidine metabolism,0.1
hypercalcemia,0.1
glucocorticoid deficiency,0.2
disorders of iron metabolism,0.1
electrolyte imbalance,0.5
hepatomegaly,0.2
abnormal serum enzyme levels,0.25
hyperaldosteronism,0.1
hypertensive heart disease,0.2
proliferative glomerulonephritis,0.5
"congenital anomaly of gallbladder, bile ducts, liver, pancreas",0.1
disorders of other cranial nerves,0.1
inflammatory and toxic neuropathy,0.25
other specified congenital anomalies of kidney,0.1
nerve plexus lesions,0.25
carnitine deficiencies,0.1
"complication of nervous system device, implant, and graft",0.1
paralytic strabismus,0.1
other and unspecified disorders of the nervous system,0.1
intestinal malabsorption (non-celiac),0.1
musculoskeletal symptoms referable to limbs,0.1
sensorineural hearing loss,0.1
other perinatal conditions of fetus or newborn,0.1
other and unspecified congenital anomalies,0.1
myopathy,0.2
degenerative disease of the spinal cord,0.0
pituitary hypofunction,0.1
unspecified diffuse connective tissue disease,0.1
spinal cord injury without evidence of spinal bone injury,0.0
chronic venous insufficiency [cvi],0.1
"hemangioma and lymphangioma, any site",0.0
panniculitis,0.1
disease of capillaries,0.3
splenomegaly,0.1
disorders of bilirubin excretion,0.1
disorders of amino-acid metabolism,0.1
gout,0.1
"neuralgia, neuritis, and radiculitis nos",0.1
disturbances of amino-acid transport,0.1
myasthenia gravis,0.0
hypoparathyroidism,0.1
congenital cataract and lens anomalies,0.2
other deficiencies of circulating enzymes,0.2
complications of surgical and medical procedures,0.2
progressive myopia,0.0
other tests,0.1
"benign neoplasm of eye, uveal",0.1
rickets or osteomalacia,0.1
muscular dystrophies,0.0
disorders involving the immune mechanism,0.75
"effects of heat, cold and air pressure",0.1
symptoms and disorders of the joints,0.1
complex regional/central pain syndrome,0.1
retinoschisis and retinal cysts,0.25
macular puckering of retina,0.5
somatotropin,0.1
starch,0.0
chlorambucil,0.0
albumin,0.5
albumin/creatinine,0.75
ethinyl estradiol / ethynodiol,0.0
cadexomer iodine,0.0
dactinomycin,0.0
sevelamer hydrochloride,0.1
chronic lymphocytic thyroiditis,0.2
ophthalmologic and otologic diagnosis and treatment,0.3
althete's foot,0.1
supply,0.0
"repair of retinal tear, detachment",0.25
other hypertrophic and atrophic conditions of skin,0.1
"other diagnostic procedures (interview, evaluation, consultation)",0.1
"bandage,gauze elastic",0.1
"superficial injury, infected",0.1
urine microalbumin concentration,0.75
other peripheral nerve disorders,0.1
rosiglitazone,0.75
yohimbine,0.0
mannitol,0.1
urea,0.2
human leukocyte antigen luminex class one antibody complement component 1q binding assay donor specific antibody,0.1
enalapril,0.25
corrected calcium,0.2
acetoacetate,0.75
human leukocyte antigen lactate dehydrogenase preliminary workup report,0.2
viral pneumonia,0.1
dysplasia of cervix,0.0
"insulin aspart protamine, human / insulin aspart, human",0.9
amphetamine,0.0
heart transplant/surgery,0.1
sirolimus,0.1
other cholesterol,0.25
potassium chloride / sodium chloride,0.1
call back log at,0.0
who received phone results at,0.0
lung transplant,0.1
amphotericin b lipid complex,0.0
other nutritional deficiency,0.2
immunity deficiency,0.1
hyperchylomicronemia,0.1
procedure,0.0
drugs identified,0.0
sickle cell anemia,0.0
abnormality of red blood cells,0.2
corticotropin,0.1
calcitriol,0.1
peginterferon alfa-2b,0.0
charcoal,0.0
interferon gamma-1b,0.1
cortisone,0.2
cisapride,0.0
deficiency anemias,0.1
secondary thrombocytopenia,0.1
pneumonia due to fungus (mycoses),0.2
myocarditis,0.2
"complications of cardiac/vascular device, implant, and graft",0.25
clopidogrel,0.1
hepatitis b virus surface ab,0.0
"medications (injections, infusions and other forms)",0.75
carvedilol,0.2
protein/creatinine,0.5
gerd,0.1
hypothyroidism,0.2
labetalol,0.25
coronary atherosclerosis,0.25
"iron deficiency anemias, unspecified or not due to blood loss",0.1
phentolamine,0.1
nicotinamide,0.5
erythropoietin,0.1
malaise and fatigue,0.5
ezetimibe,0.0
occlusion and stenosis of precerebral arteries,0.25
cyclophosphamide,0.1
ischemic heart disease,0.25
"endarterectomy, vessel of head and neck",0.1
oxygen,0.0
other intraocular therapeutic procedures,0.1
persistent vomiting,0.3
fenofibrate,0.2
niacinamide,0.0
fenoldopam,0.0
disorders of adrenal glands,0.1
testicular hypofunction,0.1
varicose veins,0.0
hereditary and idiopathic peripheral neuropathy,0.5
vitamin b-complex deficiencies,0.1
injuries to the nervous system,0.1
"other conditions of brain, nos",0.1
mental retardation,0.0
congenital anomalies of skin,0.0
acute pain,0.1
other infectious and parasitic diseases,0.1
precocious sexual development and puberty nec,0.0
adrenogenital disorders,0.1
abnormal findings on examination of urine,0.5
other disorders of male genital organs,0.0
other cerebral degenerations,0.0
obstetrical/birth trauma,0.0
develomental delays and disorders,0.1
sexually transmitted infections (not hiv or hepatitis),0.0
other disorders of soft tissues,0.0
bariatric surgery,0.25
disorders of copper metabolism,0.0
abnormality of secretion of glucagon or gastrin,0.7
hypocalcemia,0.2
superficial cellulitis and abscess,0.25
sodium hypochlorite,0.0
adverse reaction to serum or vaccine,0.1
behcet's syndrome,0.0
congenital anomalies of the integument,0.0
other paralytic syndromes,0.1
other specified congenital anomalies of nervous system,0.0
"anomalies of endocrine glands, congenital",0.2
disorder of skin and subcutaneous tissue nos,0.1
vitamin a deficiency,0.1
mineral deficiency nec,0.2
acquired hypothyroidism,0.1
lipoma of skin and subcutaneous tissue,0.0
vitiligo,0.2
mycoses,0.1
congenital osteodystrophies,0.1
congenital anomalies of genital organs,0.0
"persons with potential health hazards related to socioeconomic, psychosocial, and other circumstances",0.2
"hiv infection, symptomatic",0.0
neoplasm of uncertain behavior,0.1
other disorders of thyroid,0.1
coccidioidomycosis,0.0
other hemoglobinopathies,0.0
hereditary hemochromatosis,0.1
other vitamin b12 deficiency anemia,0.1
hypopotassemia,0.2
other complications of the puerperium nec,0.1
disorders of the pituitary gland and its hypothalamic control,0.2
"varicose veins of lower extremity, symptomtic",0.0
other local infections of skin and subcutaneous tissue,0.2
complications of transplants and reattached limbs,0.1
deficiency of humoral immunity,0.2
vascular disorders of kidney/hypertrophy,0.25
infections specific to the perinatal period,0.1
non-proliferative glomerulonephritis,0.5
anomalies of tooth position/malocclusion,0.1
candidiasis,0.2
nutritional marasmus,0.1
traumatic cataract,0.2
raynaud's syndrome,0.1
vitamin c deficiencies,0.1
foreign body injury,0.0
crushing or internal injury to organs,0.0
superficial injury without mention of infection,0.0
polyphagia,0.75
"esophagitis, gerd and related diseases",0.1
functional digestive disorders,0.1
hypochlorite,0.0
chronic thyroiditis,0.2
"chronic glomerulonephritis, nos",0.5
gliadin antibodies,0.2
sodium ascorbate,0.1
cyanide,0.0
saint michael's hospital blood bank test,0.1
urea nitrogen,0.2
calcium,0.1
human leukocyte antigen lactate dehydrogenase final workup report,0.2
diseases of white blood cells,0.1
other disorders of bone and cartilage,0.1
arthropod-borne diseases,0.0
congenital anomalies of peripheral vascular system,0.1
digestive congenital anomalies,0.0
burns,0.0
diseases of esophagus,0.1
decubitus ulcer,0.2
chronic venous hypertension,0.1
"cellulitis and abscess of leg, except foot",0.2
collagenase,0.0
chlorthalidone,0.2
aseptic necrosis of bone,0.2
alcohol-related disorders,0.1
cystic fibrosis,0.1
localized adiposity,0.2
swelling of limb,0.2
ethosuximide,0.0
"laminectomy, excision intervertebral disc",0.0
microscopic observation,0.1
computerized axial tomography (ct) scan head,0.1
lamotrigine,0.0
dihydrocodeine,0.0
"traction, splints, and other wound care",0.1
oxycodone,0.0
appearance,0.0
other diagnostic procedures on skin and subcutaneous tissue,0.1
"other therapeutic procedures on eyelids, conjunctiva, cornea",0.1
epinephrine,0.1
protein,0.0
amitriptyline,0.1
topiramate,0.0
lithium,0.0
lactate,0.2
virus identified,0.1
incision and excision of cns,0.0
other non-epithelial cancer of skin,0.0
melanomas of skin,0.0
prophylactic vaccinations and inoculations,0.1
dermatomycoses,0.1
gabapentin,0.0
meperidine,0.0
magnetic resonance imaging,0.1
clostridioides difficile toxin a+b,0.0
amphetamines,0.0
hydromorphone,0.0
clobazam,0.0
parathyrin.intact,0.0
cortisol,0.2
acetaminophen,0.0
"hip replacement, total and partial",0.1
abnormal weight gain,0.2
diagnostic ultrasound of urinary tract,0.1
vitamin d deficiency,0.2
gastric bypass and volume reduction,0.2
qualitative platelet defects,0.1
cancer of other female genital organs,0.0
malignant neoplasm of ovary,0.0
"malignant neoplasm, other",0.0
biopsy of liver,0.1
non-hodgkins lymphoma,0.0
intestinal infection,0.1
bacterial enteritis,0.1
deprecated heparin plas-mcnc,0.0
herpes zoster,0.1
infliximab,0.0
lactoferrin,0.0
"upper gastrointestinal endoscopy, biopsy",0.2
cold agglutinin,0.0
mycophenolate,0.0
buprenorphine,0.0
tryptophan,0.0
abortion (termination of pregnancy),0.0
delirium dementia and amnestic and other cognitive disorders,0.1
lidocaine,0.0
codeine,0.0
dexamethasone,0.1
tacrolimus,0.1
sexual and gender identity disorders,0.0
lymphadenitis,0.1
"congenital anomalies of upper limb, including shoulder girdle",0.0
hyperemesis gravidarum,0.0
viral infection,0.1
torsion dystonia,0.0
psychosis,0.1
other immunological findings,0.2
other hernia repair,0.0
7-aminoclonazepam,0.0
vitamin deficiency,0.2
bacterial infection nos,0.0
valproate,0.0
anxiety disorder,0.1
depression,0.25
purpura and other hemorrhagic conditions,0.1
neurological disorders,0.2
lutropin,0.0
partial excision bone,0.1
diagnostic ultrasound of head and neck,0.1
sodium,0.2
scleritis and episcleritis,0.1
otitis externa,0.1
"conjunctivitis, infectious",0.1
otalgia,0.0
other headache syndromes,0.1
migraine,0.0
tetrahydrocannabinol,0.0
generalized convulsive epilepsy,0.1
extrapyramidal disease and abnormal movement disorders,0.0
dizziness and giddiness (light-headedness and vertigo),0.2
methylenedioxymethamphetamine,0.0
other mental disorder,0.1
substance addiction and disorders,0.1
carbamazepine,0.0
hearing loss,0.1
benign neoplasm of unspecified sites,0.0
other benign neoplasm of connective and other soft tissue,0.0
methylmalonate,0.0
clonazepam,0.0
benign neoplasm of other parts of digestive system,0.1
lipoma,0.0
cachexia,0.25
congenital anomaly of fingers/toes,0.0
anorexia,0.1
congenital anomalies of skull and face bones,0.0
"cerebral degeneration, unspecified",0.1
diseases of thymus gland,0.1
glossitis,0.1
rhabdomyolysis,0.1
congenital anomalies of abdominal wall; diaphram,0.0
excessive vomiting in pregnancy,0.1
pallor and flushing,0.1
neural tube defects,0.1
other upper respiratory disease,0.0
other disorders of ear,0.0
paralysis/spasm of vocal cords or larynx,0.05
symptoms involving respiratory system and other chest symptoms,0.2
streptococcus infection,0.1
nervous system congenital anomalies,0.1
acute pharyngitis,0.0
fracture of unspecified part of femur,0.1
disturbances of sensation of smell and taste,0.1
effects of other external causes,0.0
congenital anomalies of stomach,0.0
dexpanthenol,0.0
calcifediol,0.1
sleep disorders,0.2
midodrine,0.0
amphetamines quantitative test,0.1
skull and face fracture and other intercranial injury,0.0
hemorrhage nos,0.1
hemorrhage of fetus or newborn,0.1
rheumatoid arthritis,0.0
dysphagia,0.1
diseases of the larynx and vocal cords,0.0
other specified peripheral vascular diseases,0.2
"encephalopathy, not elsewhere classified",0.1
urticaria,0.1
"injury, nos",0.0
symptoms involving cardiovascular system,0.25
other disorders of liver,0.1
hypotension nos,0.1
pervasive developmental disorders,0.0
