desc,gpt4
hypotension nos,0.25
circulatory disease nec,0.7
pulmonary insufficiency or respiratory failure following trauma and surgery,0.2
acute renal failure,0.35
cramp of limb,0.1
chlorothiazide,0.75
amiodarone,0.5
hcv fibro-sure (group:hcv-fibro),0.0
nonrheumatic tricuspid valve disorders,0.5
hypertensive chronic kidney disease,0.5
unstable angina (intermediate coronary syndrome),0.35
other acute and subacute forms of ischemic heart disease,0.6
chronic pulmonary heart disease,0.5
precordial pain,0.5
pericarditis,0.3
other cardiomyopathy,0.7
mobitz ii av block,0.25
"atrioventricular block, complete",0.25
left bundle branch block,0.5
other cardiac conduction disorders,0.3
cardiac pacemaker/device in situ,0.5
cardiac pacemaker in situ,0.5
cardiac defibrillator in situ,0.75
cardiac arrest and ventricular fibrillation,0.7
cardiac arrest,0.5
supraventricular premature beats,0.25
sinoatrial node dysfunction (bradycardia),0.25
heart failure nos,0.9
abnormal function study of cardiovascular system,0.5
chronic obstructive asthma,0.2
chronic obstructive asthma with exacerbation,0.2
respiratory insufficiency,0.3
hemoptysis,0.3
heartburn,0.1
cirrhosis of liver without mention of alcohol,0.2
renal failure nos,0.25
"complications of cardiac/vascular device, implant, and graft",0.5
poisoning by agents primarily affecting the cardiovascular system,0.2
bumetanide,0.75
captopril,0.75
carvedilol,0.75
isosorbide mononitrate,0.75
conivaptan,0.75
dobutamine,0.75
torsemide,0.75
isosorbide dinitrate,0.75
cachexia,0.5
primary pulmonary hypertension,0.3
myocarditis,0.5
acute pericarditis,0.2
chronic pericarditis,0.3
hypertrophic obstructive cardiomyopathy,0.6
secondary/extrinsic cardiomyopathies,0.75
orthopnea,0.75
chronic passive congestion of liver,0.7
vascular disorders of kidney/hypertrophy,0.25
dronedarone,0.0
quinapril,0.75
enalapril,0.75
esmolol,0.0
isoproterenol,0.0
metolazone,0.75
mitral valve disease,0.6
acute rheumatic heart disease,0.4
aneurysm and dissection of heart,0.25
other hypertrophic cardiomyopathy,0.6
other heart block,0.3
ventricular fibrillation and flutter,0.7
symptoms involving cardiovascular system,0.75
"cardiac complications, not elsewhere classified",0.7
chronic venous hypertension,0.3
hydrocele,0.0
cangrelor,0.1
sacubitril / valsartan,0.75
eplerenone,0.0
ramipril,0.75
enalaprilat,0.75
trandolapril,0.75
dofetilide,0.75
fosinopril,0.75
mexiletine,0.0
quinidine,0.2
dipyridamole,0.0
disopyramide,0.0
ibutilide,0.0
procainamide,0.0
cardiac rhythm regulators causing adverse effects in therapeutic use,0.25
acylcarnitine/carnitine.free (c0),0.0
sudden death,0.5
family history,0.2
"respiratory failure, insufficiency, arrest",0.4
constipation,0.1
"poisoning by water, mineral, and uric acid metabolism drugs",0.1
b-type natriuretic peptide,0.75
debility unspecified,0.2
heat/moisture exchange,0.1
cardiac risk factor test,0.25
metoprolol tartrate,0.75
cardiac risk factor assessment,0.5
fasting status,0.0
syncope,0.3
body fluid clarity,0.1
calculated hematocrit (venous blood gas),0.2
fluid output,0.3
"galectin-3, serum",0.75
renal failure index,0.35
atrial natriuretic factor,0.75
sodium,0.0
pyruvate kinase,0.1
carnitine esters/carnitine.free (c0),0.1
cardiac heart disease risk,0.75
benzocaine / dextromethorphan,0.0
dorzolamide,0.0
yellow hornet (dolichovespula arenaria) ige,0.0
peanut (arachis hypogaea) native (nara h) 3 ige,0.0
ethyl glucuronide,0.0
congenital anomalies of intestine,0.0
cholesterol,0.2
clotting time,0.1
trametinib,0.1
ceruloplasmin,0.0
igg clearance/albumin clearance,0.2
salmon (salmo salar) ige,0.0
platelets,0.1
frequency of urination and polyuria,0.2
gardnerella vaginalis dna,0.0
tissue transglutaminase igg,0.0
procedures on the urethra,0.0
other therapeutic endocrine procedures,0.1
astigmatism,0.0
alpha hydroxyalprazolam,0.0
indinavir,0.0
arsenic,0.0
voltage-gated calcium channel p/q type binding ab,0.1
alprazolam,0.0
late effects of cerebrovascular disease,0.2
dementia with cerebral degenerations,0.1
other physical therapy and rehabilitation,0.2
anastrozole,0.0
coxiella burnetii phase 2 igg,0.0
hydroxyproline,0.0
beta 1 globulin,0.1
norepinephrine,0.0
hfe gene mutations tested for,0.1
abnormal tumor markers,0.1
citrulline/creatinine,0.1
ovalbumin ige,0.0
eszopiclone,0.0
chlamydia trachomatis igg,0.0
"gastrectomy, partial and total",0.0
follitropin,0.0
congenital coagulation defects,0.1
leukocytes,0.1
n-methylhistamine/creatinine,0.0
erythematosquamous dermatosis,0.0
base deficit,0.2
"inflammatory disease of cervix, vagina, and vulva",0.0
fine granular casts,0.2
lorazepam,0.0
oral aphthae,0.0
brucella sp igm,0.0
leukocyte phosphatase,0.1
glucose,0.2
glomerular filtration rate.predicted among blacks,0.2
glutamate decarboxylase 65 ab,0.0
other cns infection and poliomyelitis,0.0
desoximetasone,0.0
throat pain,0.1
painful respiration,0.3
clindamycin,0.0
carbon dioxide (poc) (group:co2-poc),0.1
mononuclear cells,0.0
"creatinine, time ur (mg/dl) (group:tu-cre)",0.2
hemoglobin o-arab/hemoglobin.total,0.0
simeprevir,0.0
human papilloma virus 16+18+31+33+35+45+51+52+56 dna,0.0
norbuprenorphine-glucuronide (group:norbup-gluc),0.0
brazil nut (bertholletia excelsa) ige,0.0
"tco2, cap, nicu (group:tco2cn)",0.0
alpha 1 antitrypsin,0.1
gas delivery source,0.1
drvvt,0.0
cyclosporine,0.0
cladosporium herbarum ige,0.0
open wounds of extremities,0.0
adenovirus ab,0.0
glucose-6-phosphate dehydrogenase,0.1
coarse granular casts,0.2
other diagnostic procedures on lung and bronchus,0.2
"protein, timed urine (mg/tv) (group:utpmgtv)",0.1
specimen volume,0.0
"docusate / sennosides, usp",0.0
chlamydophila pneumoniae ab,0.1
guaifenesin / pseudoephedrine,0.0
infectious and parasitic complications affecting pregnancy,0.0
coagulation factor x activity actual/normal,0.1
stress fracture,0.0
alcoholic liver damage,0.1
nontraumatic compartment syndrome,0.1
hepatitis d virus ab,0.0
nausea and vomiting,0.2
creatinine dialysis fluid clearance,0.2
fat emulsion,0.0
penicillium notatum ige,0.0
primidone,0.0
fiber,0.0
deprecated c trach rrna xxx ql prb,0.0
sjogrens syndrome-b extractable nuclear ab,0.0
cocksfoot (dactylis glomerata) ige,0.0
routine chest x-ray,0.3
electrocardiogram,0.5
deprecated magnesium serpl-scnc,0.1
thiocyanate,0.0
heparin unfractionated,0.2
lidocaine,0.0
n-acetylprocainamide,0.0
procainamide+n-acetylprocainamide,0.0
deprecated aptt plas qn,0.0
inr,0.25
deprecated ck mb serpl eia-ccnc,0.2
essential hypertension,0.3
chronic bronchitis,0.2
obstructive chronic bronchitis,0.2
sequence (group:seq),0.0
ethacrynic acid,0.75
ticagrelor,0.0
eptifibatide,0.0
aprotinin,0.0
fenoldopam,0.0
tirofiban,0.0
creatine kinase-mb - absolute count,0.2
international normalized ratio,0.2
prothrombin time,0.1
troponin i,0.5
catheterization laboratory sample site,0.2
insulin coverage glucose,0.1
peritoneal fluid cell count,0.1
post transfusion blood type and rhesus factor,0.0
pre transfusion blood type and rhesus factor determination,0.0
bordetella parapertussis ag,0.0
procedure,0.0
bordetella pertussis ag,0.0
ascorbic acid / folic acid / iron carbonyl / vitamin b12,0.1
nesiritide,0.75
digoxin antibodies fab fragments,0.75
perindopril,0.75
polyethylene glycol 300,0.0
coronary artery bypass graft (cabg),0.5
percutaneous transluminal coronary angioplasty (ptca),0.5
troponin i.cardiac,0.5
predicted glomerular filtration rate,0.2
prothrombin time (pt),0.1
occlusion and stenosis of precerebral arteries,0.2
other diseases of lung,0.2
other symptoms of respiratory system,0.3
albuterol / ipratropium,0.1
labetalol,0.75
type 2 diabetes with renal manifestations,0.2
pneumonia due to fungus (mycoses),0.2
vasopressin (usp),0.25
acetylcysteine,0.0
prasugrel,0.0
valsartan,0.75
glucose / heparin,0.0
latrodectus mactans antivenin,0.0
ranolazine,0.0
papaverine,0.0
protamine sulfate (usp),0.0
asphyxia and hypoxemia,0.2
acquired absence of limb,0.0
thick-it,0.0
solo site,0.0
base excess (point-of-care testing),0.2
cytochrome p450 2c19 genotype,0.1
d-dimer quantitative,0.2
hemoglobin central catheter,0.1
inspiratory positive airway pressure,0.2
legionella direct fluorescent antibody and culture report,0.0
large unidentified mononuclear cells,0.1
mast cells,0.1
position,0.0
partial thromboplastin time mixing study,0.1
streptococcus test,0.1
status information,0.0
"total protein, fluid",0.2
virus culture report,0.05
bicarbonate,0.2
bordetella parapertussis dna,0.0
platelet iga,0.0
platelet igm,0.0
anion gap,0.1
platelet igg,0.0
biphasic positive airway pressure (bipap) activity,0.65
deprecated d dimer ppp-acnc,0.1
mineralocorticoid deficiency,0.2
capsaicin / lidocaine / menthol,0.0
andexanet alfa,0.1
phentolamine,0.0
physostigmine,0.0
epinephrine/creatinine,0.0
mesothelial cells,0.0
oxygen,0.2
carbon dioxide,0.0
ph,0.0
oxygen saturation,0.5
pt (poc) (group:pt-poc),0.0
clevidipine,0.0
projected heparin concentration to reach target act,0.1
absolute immature granulocytes,0.1
"streptococcus group a culture, throat report",0.0
reticulocytes,0.1
clostridioides difficile toxin b tcdb gene,0.0
ginkgo biloba extract / korean ginseng root extract,0.0
antisynthetase antibody,0.1
first degree av block,0.25
ionized calcium whole blood,0.1
selexipag,0.75
pleurisy; pleural effusion,0.4
"chronic kidney disease, stage iv",0.4
radioisotope pulmonary scan,0.4
pindolol,0.75
hemorrhage nos,0.1
fluid,0.2
gastrointestinal malfunction arising from mental factors,0.0
personal/family history,0.2
hematocrit level,0.2
cephradine,0.0
cervicocranial/cervicobrachial syndrome,0.0
abnormal heart sounds,0.5
fluid in,0.5
fibrosis stage,0.1
case number,0.0
critical value called to x/readback,0.0
continuous positive airway pressure,0.25
other pulmonary inflamation or edema,0.5
deoxyhemoglobin/hemoglobin.total,0.1
carboxyhemoglobin/hemoglobin.total,0.1
whether the patient has symptoms related to condition of interest,0.5
microscopic observation,0.1
relative risk (chol/hdl) (group:relrisk),0.2
hypoventilation,0.2
hct vfr fld,0.0
hct vfr bld,0.0
hct vfr blda,0.0
hct vfr bldc,0.0
hct vfr bldv,0.0
hct vfr bld auto,0.0
do-hgb mfr blda,0.0
cohgb mfr blda,0.0
chd risk serpl-rto,0.5
hct vfr bld spun,0.1
hct vfr csf spun,0.0
fasting status patient ql reported,0.0
anf plas-mcnc,0.0
has symptoms for condition,0.0
cyto cvx,0.0
carnitine free serpl-scnc,0.1
carn esters/c0 serpl-srto,0.0
sickle cells bld ql smear,0.1
digoxin serpl-mcnc,0.75
bnp serpl-mcnc,0.75
yellow hornet ige qn,0.0
peanut (nara h) 3 ige qn,0.0
cholest serpl-mcnc,0.0
ceruloplasmin serpl-mcnc,0.0
salmon ige qn,0.0
g vaginalis dna vag ql probe+sig amp,0.0
vgcc-p/q bind ab ser-scnc,0.0
alpraz serpl-mcnc,0.0
c burnet ph2 igg ser-acnc,0.0
beta1 glob serpl elph-mcnc,0.0
norepineph plas-mcnc,0.0
citrulline/creat ur-rto,0.0
ovalb ige qn,0.0
c trach igg titr ser,0.0
wbc # smn,0.1
fine gran casts #/area urns hpf,0.0
lorazepam ur ql scn,0.0
glucose 1.5h p glc serpl-mcnc,0.0
gad65 ab ser ia-acnc,0.0
mononuc cells # fld manual,0.0
hgb o-arab mfr bld,0.0
gas deliv source respiratory,0.2
c herbarum ige qn,0.0
hadv ab titr ser,0.0
g6pd rbc-ccnc,0.0
coarse gran casts #/area urns hpf,0.0
specimen vol smn,0.0
c pneum ab titr ser,0.0
wbc urns ql micro,0.0
creat cl dial fld+serpl-vrate,0.2
cholesterol.in hdl/cholesterol.total,0.25
moexipril,0.75
benazepril,0.75
second degree av block,0.5
olmesartan,0.1
losartan,0.75
other disorders of arteries and arterioles,0.3
pituitary hypofunction,0.1
disorders of esophageal motility,0.0
"peripheral vascular disease, unspecified",0.3
"hypertension complicating pregnancy, childbirth, and the puerperium",0.2
nephrotic syndrome without mention of glomerulonephritis,0.2
myoneural disorders,0.0
lisinopril,0.75
transient cerebral ischemia,0.2
cerebral ischemia,0.25
candesartan cilexetil,0.75
hypothyroidism nos,0.1
secondary thrombocytopenia,0.1
preeclampsia and eclampsia,0.1
atherosclerosis,0.5
end stage renal disease,0.25
other disorders of the kidney and ureters,0.2
fish oils,0.2
sarcoidosis,0.2
"renal sclerosis, nos",0.2
aspirin,0.1
heparin,0.1
rheumatoid arthritis,0.1
proteinuria,0.3
nephritis and nephropathy with pathological lesion,0.2
"cerebral artery occlusion, with cerebral infarction",0.2
nephritis and nephropathy in diseases classified elsewhere,0.2
renal dialysis,0.25
phlebitis and thrombophlebitis,0.2
other disorders of lipoid metabolism,0.2
complications of surgical and medical procedures,0.2
arterial embolism and thrombosis,0.2
respiratory arrest,0.2
complications of the administration of anesthetic or other sedation in labor and delivery,0.0
plasminogen,0.1
known or suspected fetal abnormality affecting management of mother,0.0
blood vessel replaced,0.2
carcinoid syndrome,0.1
venous/cerebrovascular complications embolism in pregnancy and the puerperium,0.2
neonatal bradycardia or tachycardia,0.2
peripheral angiopathy in diseases classified elsewhere,0.2
clot lysis,0.2
"chronic kidney disease, stage i or ii",0.2
arteritis nos,0.1
respiratory conditions of fetus and newborn,0.1
diabetes or abnormal glucose tolerance complicating pregnancy,0.1
disorders resulting from impaired renal function,0.3
varicose veins,0.1
deep vein thrombosis [dvt],0.2
other aneurysm,0.2
iatrogenic hypotension,0.2
other perinatal conditions of fetus or newborn,0.1
excessive vomiting in pregnancy,0.0
anemia in chronic kidney disease,0.2
retinal vascular changes and abnomalities,0.2
arterial dissection,0.1
acidosis,0.2
acid-base balance disorder,0.3
kidney replaced by transpant,0.2
hyperpotassemia,0.25
disease of capillaries,0.2
congenital anomalies of peripheral vascular system,0.1
other specified peripheral vascular diseases,0.2
endocrine and metabolic disturbances of fetus and newborn,0.1
disorders of calcium/phosphorus metabolism,0.1
complications of transplants and reattached limbs,0.1
other complications of the puerperium nec,0.1
other conditions of brain,0.1
other disorders of liver,0.1
abnormal mammogram,0.0
"polycythemia vera, secondary",0.2
other disorders of metabolism,0.1
severe protein-calorie malnutrition,0.2
jaundice (not of newborn),0.1
cerebrovascular disease,0.2
type 2 diabetes,0.25
alkalosis,0.1
respiratory abnormalities,0.4
nonspecific findings on examination of blood,0.1
aplastic anemia,0.1
other symptoms/disorders or the urinary system,0.1
other anemias,0.2
ascites (non malignant),0.5
major puerperal infection,0.0
bronchopneumonia and lung abscess,0.2
other alveolar and parietoalveolar pneumonopathy,0.2
bronchiectasis,0.1
crushing or internal injury to organs,0.1
vascular insufficiency of intestine,0.2
personal history of diseases of blood and blood-forming organs,0.1
disorders of diaphragm,0.1
disorders involving the immune mechanism,0.1
fever of unknown origin,0.1
other infectious and parasitic diseases,0.1
"viremia, nos",0.1
pneumoconiosis,0.1
elevated white blood cell count,0.2
unspecified diffuse connective tissue disease,0.2
other and unspecified disorders of the nervous system,0.0
immunity deficiency,0.1
purpura and other hemorrhagic conditions,0.1
postinflammatory pulmonary fibrosis,0.2
spinocerebellar disease,0.0
other tests,0.05
other venous embolism and thrombosis,0.2
"pulmonary embolism and infarction, acute",0.25
systemic sclerosis,0.2
activated clotting time (act),0.1
amyloidosis,0.5
abnormal coagulation profile,0.2
antihypertensive agents causing adverse effects,0.25
hypotension,0.3
n-terminal pro b-type natriuretic peptide,0.75
total creatine kinase,0.2
atrophy of edentulous alveolar ridge,0.0
perflutren (protein-type a microspheres),0.1
mesothelial cells in peritoneal fluid,0.1
teichoate ab,0.0
solanum tuberosum ab.ige.rast class,0.0
idarucizumab,0.0
pectin,0.0
comment culture campylobacter,0.0
"fluorescence in situ hybridization, myelodysplastic syndromes panel, chromosomes 5, 7, 8,",0.0
luminex antibody complement component 1q binding assay,0.0
non-alcoholic fatty liver disease fibrosis score,0.1
non-alcoholic fatty liver disease fibrosis score interpretation,0.0
basal metabolic rate index,0.1
menthol / pramoxine,0.0
tetrahydrocannabinol,0.0
eucalyptus extract,0.0
senna leaves,0.0
acetaminophen / dextromethorphan / phenylephrine,0.0
cytomegalovirus antibody (immunoglobulin g),0.1
bacitracin / lidocaine,0.0
"glucose, jackson-pratt drainage",0.0
acute febrile mucocutaneous lymph node syndrome (kawasaki disease),0.2
stricture of artery,0.4
olmesartan medoxomil,0.25
other hereditary hemolytic anemias,0.1
other disorders of carbohydrate transport and metabolism,0.1
electrolyte imbalance,0.5
hyperosmolality and/or hypernatremia,0.2
hypopotassemia,0.25
disorders of iron metabolism,0.1
aortic aneurysm,0.25
adenosine,0.1
sodium nitroprusside,0.75
desethylamiodarone,0.0
apixaban,0.25
regadenoson,0.1
extracorporeal circulation auxiliary to open heart procedures,0.5
glucagon,0.0
iloprost,0.1
riociguat,0.75
maternal complication of pregnancy affecting fetus or newborn,0.0
treprostinil,0.5
anomalous atrioventricular excitation,0.25
calcium chloride,0.1
clot angle,0.1
cocoa butter,0.0
other lidocaine level,0.0
body height,0.1
valerian root extract,0.0
ascorbic acid/bioflavonoids,0.1
edoxaban,0.25
levo-methamphetamine,0.1
calcium carbonate / magnesium carbonate,0.0
symptoms and disorders of the joints,0.0
hyperlipidemia,0.3
colesevelam,0.0
hypercholesterolemia,0.3
bosentan,0.75
loteprednol etabonate,0.0
disorders of lipoid metabolism,0.3
gerd,0.1
"effects of heat, cold and air pressure",0.1
fluvastatin,0.0
diabetes mellitus,0.2
norfloxacin,0.0
repaglinide,0.0
malignant neoplasm of ovary,0.0
abnormal results of function study of kidney,0.2
epistaxis or throat hemorrhage,0.1
inflammatory and toxic neuropathy,0.0
prophylactic vaccinations and inoculations,0.0
bacterial enteritis,0.0
pneumonia,0.25
pathologist interpretation,0.0
dizziness and giddiness (light-headedness and vertigo),0.2
thrombocytopenia,0.1
other and unspecified coagulation defects,0.1
lipoma of skin and subcutaneous tissue,0.0
other abnormal blood chemistry,0.2
rosacea,0.0
hemoglobin s,0.1
other disorders of bone and cartilage,0.0
solitary pulmonary nodule,0.1
aneurysm of other specified artery,0.2
diagnostic ultrasound of head and neck,0.1
disorders of other cranial nerves,0.0
lymphadenitis,0.0
dysthymic disorder,0.0
disorders of the autonomic nervous system,0.25
iron deficiency anemias,0.2
other endocrine disorders,0.1
contusion,0.0
allergic reaction to food,0.0
symptoms of the muscles,0.2
other abnormal glucose,0.2
poisoning by other anti-infectives,0.1
"diseases of nail, nos",0.0
alopecia,0.0
symptoms affecting skin,0.1
sicca syndrome,0.0
miscarriage; stillbirth,0.0
viral infection,0.2
vancomycin,0.0
diseases and other conditions of the tongue,0.0
emphysema,0.2
lung disease due to external agents,0.2
other upper respiratory disease,0.1
anal and rectal conditions,0.0
donepezil,0.0
acute pain,0.2
vitamin b-complex deficiencies,0.1
tricyclic antidepressants,0.1
musculoskeletal symptoms referable to limbs,0.0
pain in limb,0.1
encounter for long-term (current) use of aspirin,0.2
other disorders of peritoneum,0.0
intestinal e.coli,0.0
transitory tachypnea or apnea of newborn,0.1
hyperemesis gravidarum,0.0
injury to blood vessels,0.2
clopidogrel,0.25
noninfectious disorders of lymphatic channels,0.1
bacterial pneumonia,0.25
occlusion of cerebral arteries,0.2
acute bronchitis and bronchiolitis,0.2
other cerebral degenerations,0.0
nystagmus and other irregular eye movements,0.0
precocious sexual development and puberty nec,0.0
congenital hypothyroidism,0.0
oseltamivir,0.0
altered mental status,0.2
skull and face fracture and other intercranial injury,0.0
other disorders of male genital organs,0.0
non-hodgkins lymphoma,0.0
respiratory complications,0.4
asthma,0.1
septic shock,0.2
certain early complications of trauma or procedure,0.1
midodrine,0.25
insulin pump user,0.0
isopropyl alcohol,0.0
degenerative disease of the spinal cord,0.0
chromosomal anomalies,0.1
tuberculosis,0.0
sexually transmitted infections (not hiv or hepatitis),0.0
myopathy,0.2
other disorders of soft tissues,0.0
"complication of nervous system device, implant, and graft",0.1
infections specific to the perinatal period,0.0
effects radiation nos,0.1
other and unspecified congenital anomalies,0.1
mycoses,0.0
candidiasis,0.0
complication of internal orthopedic device,0.0
cervicalgia,0.0
"infestation (lice, mites)",0.0
"temporomandibular joint disorder, unspecified",0.0
other headache syndromes,0.1
myalgia and myositis unspecified,0.0
abdominal pain,0.1
acute upper respiratory infections of multiple or unspecified sites,0.1
bacterial infection nos,0.1
lyme disease,0.1
"other disorders of synovium, tendon, and bursa",0.0
hallux valgus (bunion),0.0
fracture of unspecified part of femur,0.0
back pain,0.1
pruritus and related conditions,0.1
arthropathy associated with other disorders classified elsewhere,0.0
coccidioidomycosis,0.0
synovitis and tenosynovitis,0.0
other local infections of skin and subcutaneous tissue,0.0
carbuncle and furuncle,0.0
herpes simplex,0.0
hemorrhage or hematoma complicating a procedure,0.1
"allergies, other",0.0
rash and other nonspecific skin eruption,0.0
atopic/contact dermatitis due to other or unspecified,0.0
protozoan infection,0.0
pain in joint,0.1
arthropathy nos,0.0
substance addiction and disorders,0.1
dislocation,0.0
spirochetal infection,0.1
peritonitis and retroperitoneal infections,0.0
other peripheral nerve disorders,0.0
other inflammatory spondylopathies,0.0
other specified diseases of hair and hair follicles,0.0
"encephalitis, non-infectious",0.0
gout,0.1
streptococcus infection,0.1
traumatic arthropathy,0.0
labyrinthitis,0.0
other arthropathies,0.0
disorders of penis,0.0
intestinal helminthiases,0.0
aspergillosis,0.1
pallor and flushing,0.1
disorders of lacrimal system,0.0
"hiv infection, symptomatic",0.0
dermatochalasis,0.0
enthesopathy,0.0
aseptic necrosis of bone,0.0
other immunological findings,0.1
cervical radiculitis,0.0
scleritis and episcleritis,0.0
swelling of limb,0.5
disorders of the globe,0.0
"uveitis, noninfectious or nos",0.0
disorder of skin and subcutaneous tissue nos,0.0
corneal opacity and other disorders of cornea,0.0
other complications of pregnancy nec,0.0
conditions involving the integument and temperature regulation of fetus and newborn,0.0
disorders of iris and ciliary body,0.0
other disorders of eye,0.0
diseases of white blood cells,0.1
symptoms involving digestive system,0.2
anomalies of tooth position/malocclusion,0.0
other acquired musculoskeletal deformity,0.0
spasm of muscle,0.1
other derangement of joint,0.0
spinal cord injury without evidence of spinal bone injury,0.0
other symptoms involving urinary system,0.1
other disorders of stomach and duodenum,0.0
pemphigus and pemphigoid,0.0
unspecified erythematous condition,0.0
other mental disorder,0.0
laxity of ligament or hypermobility syndrome,0.0
"other diseases of respiratory system, nec",0.2
injuries to the nervous system,0.0
burns,0.0
toxic effect of venom,0.0
hearing loss,0.0
bullous dermatoses,0.0
toxic erythema,0.0
noninfectious gastroenteritis,0.0
hirsutism,0.0
diseases of lips,0.0
contracture of joint,0.1
systemic lupus erythematosus,0.2
tobacco use disorder,0.2
exophthalmos,0.0
viral warts & hpv,0.0
anomalies of pupillary function,0.0
prurigo and lichen,0.0
osteopenia or other disorder of bone and cartilage,0.0
personality disorders,0.0
helminthiases,0.0
hypertrophy of female genital organs,0.0
glaucoma,0.0
ophthalmologic and otologic diagnosis and treatment,0.1
hemorrhage of fetus or newborn,0.0
cataract,0.1
foreign body injury,0.0
sensorineural hearing loss,0.0
blindness and low vision,0.1
optic atrophy,0.0
other hypertrophic and atrophic conditions of skin,0.0
kyphoscoliosis and scoliosis,0.1
"anxiety, phobic and dissociative disorders",0.0
other symptoms,0.1
"iron deficiency anemias, unspecified or not due to blood loss",0.2
sodium polystyrene sulfonate,0.5
disorders of phosphorus metabolism,0.1
panniculitis,0.0
lower gastrointestinal congenital anomalies,0.0
"disorders of fluid, electrolyte, and acid-base balance",0.5
other disorders of purine and pyrimidine metabolism,0.1
base excess,0.2
etomidate,0.0
cisatracurium,0.0
respiratory intubation and mechanical ventilation,0.25
"other diseases of respiratory system, not elsewhere classified",0.2
empyema and pneumothorax,0.1
"anomalies of respiratory system, congenital",0.1
hyperaldosteronism,0.3
mineral deficiency nec,0.1
"persons with potential health hazards related to socioeconomic, psychosocial, and other circumstances",0.2
other ill-defined and unknown causes of morbidity and mortality,0.1
"tracheostomy, temporary and permanent",0.1
primary thrombocytopenia,0.0
acquired absence of breast,0.0
other hemoglobinopathies,0.1
